ID	bs_f_1	bs_f_2	bs_f_3	bs_f_4	bs_f_5	bs_f_6	bs_f_7	bs_f_8
Zotu17243								
Zotu507								
Zotu8328								
Zotu2196				1				
Zotu3421	1	1	3	2	4	4		
Zotu4457	1	1				2		
Zotu4792					2			
Zotu7296								
Zotu9478								
Zotu179						1		
Zotu297	2							
Zotu424				1				
Zotu1011	1	4	3		1	1		
Zotu2378	2			1	2			
Zotu5975			2					1
Zotu11408				1			1	
Zotu17503							1	
Zotu19527								1
Zotu1250	1	3		2	4	5	4	6
Zotu675	9	15	13	14	12	18	17	8
Zotu3210	2	2	3	4	3	3	7	6
Zotu7988	1			1	1	1	2	1
Zotu11292							1	1
Zotu540	24	10	12	12	12	9	9	20
Zotu790	14	17	10	17	18	13	12	13
Zotu2755	2	1	2		3	1		5
Zotu4216	4	2	1		6	1		13
Zotu400	15	17	13	19	24	22	21	15
Zotu24	262	165	130	108	331	153	182	204
Zotu1892		2	1					
Zotu18820	1							1
Zotu7145								
Zotu19813								
Zotu10688		1						
Zotu2693								
Zotu3824								
Zotu4718								
Zotu17677								
Zotu8654								
Zotu16245								1
Zotu12366	6	1		3	5		4	2
Zotu2653	4	1	9	5	4	1	1	1
Zotu3778	3	1				1	1	
Zotu3348				2	2	5	1	
Zotu2535	3	3	5	7	5	7		2
Zotu3811		4	1	1	1	8		4
Zotu15688								
Zotu14444								
Zotu2566	3		1	2	6			
Zotu1132	10	7	5	1	6	2		1
Zotu7979	11	9	5	3	11	10	4	5
Zotu3646				1		2	1	
Zotu16135		1		1	1	1		
Zotu7542								
Zotu19093								
Zotu17313								
Zotu5446								
Zotu13313								
Zotu15919								
Zotu8048								
Zotu12983								
Zotu6260								
Zotu13586								
Zotu19435								
Zotu15205								
Zotu5786		3	1		3	1		2
Zotu5159					3			
Zotu7243								
Zotu9283								1
Zotu6069	1	1		1	1	3		1
Zotu13466								2
Zotu16465		1	1				1	
Zotu11158		3				1	1	
Zotu568								
Zotu9054								
Zotu15611								
Zotu15377								
Zotu17295								
Zotu648								
Zotu18468								
Zotu3710								
Zotu8925								
Zotu12676		3						
Zotu12877	1	2						
Zotu1240	6	11	4		6	3	2	7
Zotu6618	2		2					1
Zotu14537		1						
Zotu19476	1				1			
Zotu5232	5	1	1			2		
Zotu7497	2	6	1	2	7	4	1	2
Zotu13476								
Zotu3433		2	1		4			3
Zotu3721	4	3	2	2	2	3	1	1
Zotu8140	1	3	1	3	2	4	2	2
Zotu20787	1	6	4	1	3	1	3	1
Zotu1597	4	2	8	9	4	7	8	6
Zotu1787	6	5	5	3	3	7	10	3
Zotu19090		1	5	1		1	2	
Zotu17418				1		1	1	
Zotu8491								
Zotu15911								
Zotu4323	1		1			2		2
Zotu13818							2	
Zotu16328								
Zotu2168		9	10	9	6	8	3	11
Zotu13694	1			2	1	1		
Zotu16043		2					1	
Zotu10356			2	3	1		1	
Zotu20249								
Zotu6935								
Zotu8428		1	1			1	1	2
Zotu1873	2	2	10	11	4	8	7	7
Zotu1079	2	8	6	6	3	13	16	13
Zotu1379	3	11	6	2	1	4	4	3
Zotu8281				1				
Zotu4377	1			2	2	1		4
Zotu2407	2	1	6	1	3	2	6	4
Zotu2000	2		1	3	5			1
Zotu1711								
Zotu11272								
Zotu1126					1			
Zotu2291	5	8	7	2	4	5	1	6
Zotu19779		2						
Zotu4739					1			
Zotu15057								
Zotu5701	1					1		
Zotu119	3	4	3		2	1		
Zotu16690								
Zotu240							1	
Zotu433						1		
Zotu625	4	17			1	3	6	7
Zotu7133								1
Zotu18728								
Zotu3499								
Zotu19640								
Zotu8947								
Zotu6119	17	22	16	13	17	15	26	21
Zotu18638	9	14	7	3	7	11	11	7
Zotu17775	4	6	7	2	5	3	3	4
Zotu18001	8	4	7	2	8	11	4	10
Zotu2610		1	2			4		
Zotu1186	16	23	11	5	7	10	10	12
Zotu334	25	10	14	6	118	10	4	13
Zotu268	57	11	16	8	24	15	14	1
Zotu1496	11	1	3	5	5	1	5	4
Zotu128	35	51	55	64	52	59	78	41
Zotu821	10	17	10	18	14	16	14	18
Zotu338	16	25	11	14	10	14	10	14
Zotu224	42	10	5	6	102	11	6	21
Zotu1012	1				1			
Zotu11312								
Zotu2895	3		1					
Zotu244	52	22	7	8	33	25	19	11
Zotu1298	7	8	7	6	3	1	6	7
Zotu467	16	17	17	17	11	26	31	26
Zotu951	37	1	4	2	10	9	11	10
Zotu1346	38	3	3	3	4	3	1	
Zotu16921	12	1	1	1	12	2	4	
Zotu19099								
Zotu12594	1							
Zotu645	25	9	18	8	13	13	15	4
Zotu7755			1			2		1
Zotu2598	1							
Zotu4514	3				5		1	1
Zotu10262								
Zotu12964	2			1	1	1	2	
Zotu17521	1		3	2	8	3	1	1
Zotu14013	1	1	1			2	1	
Zotu13778	4	1	1		1	2		
Zotu20151	3	4	1	1	11	2	1	3
Zotu13	448	537	524	505	498	444	497	434
Zotu972	23	19	22	24	26	29	16	23
Zotu108	85	78	84	92	86	71	60	72
Zotu60	79	124	184	155	137	184	188	163
Zotu866	18	19	11	9	18	8	19	14
Zotu130	36	37	40	53	47	58	64	60
Zotu551	5	10	18	10	10	13	23	12
Zotu1007	7	11	6	8	9	18	12	8
Zotu174	30	26	45	37	21	49	43	33
Zotu326	22	16	23	22	27	30	37	28
Zotu231	42	30	46	22	33	39	36	27
Zotu261	32	47	51	42	44	42	59	62
Zotu850	13	10	17	15	21	20	17	16
Zotu361	28	27	31	35	27	28	25	32
Zotu15512				2				
Zotu2396	1	2	3	1	5	2	1	
Zotu1718	8	3	6	2	5	2	1	8
Zotu3640								
Zotu962	18	26	14	24	19	22	30	27
Zotu1395	3	9	6	10	10	9	12	14
Zotu11972	3	1	2				1	3
Zotu871	12	22	15	20	17	18	14	18
Zotu3753	7	5	3	3	4	13	2	4
Zotu84	53	80	98	85	104	116	102	97
Zotu1054	7	14	8	14	9	10	22	13
Zotu4929	1		2	1		4	3	3
Zotu3468	16	18	13	15	31	19	11	21
Zotu91	69	90	105	86	109	101	132	95
Zotu4411	6	3	1	4	3	5	4	2
Zotu6593	1		2	1	4	1	3	
Zotu107	61	122	125	107	93	111	127	78
Zotu2390	4	4	5	2	6	5	6	6
Zotu2973		2	9	4	1	8	9	2
Zotu7661	8	14	10	10	8	9	17	2
Zotu17889	3			1	13	1		1
Zotu55	136	103	45	58	116	86	65	87
Zotu4060		1	1		3	3		2
Zotu4293								
Zotu1100	2		2	1	1	1	1	1
Zotu10771								
Zotu9961								
Zotu2085								
Zotu8601								
Zotu8071					9			
Zotu2345					1	2		2
Zotu1065	3	8	1	3	10	7	14	11
Zotu2662		7	3				1	3
Zotu6110								
Zotu202								
Zotu5095								
Zotu11573								
Zotu4334								
Zotu16413								
Zotu14602					2			
Zotu7138			1					
Zotu13005				1				
Zotu8558								
Zotu14164								
Zotu16057					1			
Zotu16677								
Zotu8576								
Zotu18297							1	
Zotu15639								
Zotu6566		3		1	1	1		1
Zotu8894			3			1		1
Zotu16944			1					1
Zotu3942	2		4	1		1	2	6
Zotu20631								
Zotu1105	5	9	7	12	6	13	25	10
Zotu11103								
Zotu15211		1				2		1
Zotu18977		2		2				1
Zotu19173								
Zotu10826								
Zotu11548	1							
Zotu14037						1		
Zotu20019		3						
Zotu14208			1			2		
Zotu14913								
Zotu19553								
Zotu7973								
Zotu16257								
Zotu14074								
Zotu10881		2						
Zotu16449				1				
Zotu11269	3		2	2	1	1	1	3
Zotu18897	1	2	1					1
Zotu17199	1	3	1	1		1		
Zotu18667								
Zotu19588						3		
Zotu7723								1
Zotu13080		1			5	2		1
Zotu13775							1	
Zotu11161		1						2
Zotu3972		3	2	4	1	2		4
Zotu20503		1						
Zotu3884	1	5	5	10	2	7	6	5
Zotu20576		2			3			
Zotu15608								
Zotu16072								
Zotu18580		1			1			2
Zotu11595	2			1	1		1	1
Zotu19223								
Zotu12553		2		3		2		
Zotu12008								
Zotu14504					4		1	
Zotu11664								
Zotu15353								
Zotu20807								
Zotu16298								
Zotu13023					1			1
Zotu17004								
Zotu14579	1						1	
Zotu20620								
Zotu6785		1	3	4	1	1	2	1
Zotu11951			3	1				
Zotu3386		3	2	7	2	4	3	1
Zotu12165				2			1	1
Zotu1343	8	10	6	3	19	1	11	7
Zotu181	30	13	14	15	16	24	17	15
Zotu574	10	15	10	17	16	22	14	9
Zotu3126		1	1		1	1	1	
Zotu4900								
Zotu2574		1	2	1	1	5		
Zotu4113		2	2	1	1			
Zotu14001					1			
Zotu6724								
Zotu1682								
Zotu6236	1		3	2	3	2	2	1
Zotu3821	6		1		3	5	4	3
Zotu7877			1	1			3	2
Zotu9146		1	3		4		2	1
Zotu2485	1	9	3	10	2	3	3	1
Zotu18077				2		1	1	
Zotu7722					3	1		
Zotu12760		1		1	1			
Zotu10875		2		1		1		
Zotu6294		6	1	1	4	2		4
Zotu7669		3		1	2	1	1	
Zotu7648	2		4	1	1	1	1	
Zotu4823		4				2		
Zotu1439	3	10	1	26	17	18	10	
Zotu2872		3	2	5	6		1	2
Zotu4190		2	2	1		2	2	3
Zotu16161								
Zotu1055	9	10	20	14	16	14	13	13
Zotu7115								
Zotu3784								
Zotu6351								
Zotu5291								
Zotu31							1	1
Zotu3097	1							
Zotu12214								
Zotu9380		1			7			
Zotu13867								
Zotu11500								
Zotu13208								
Zotu7918								
Zotu9617	1							
Zotu18458						1		
Zotu615								
Zotu17766			1			1		1
Zotu13305								
Zotu12006								
Zotu19514								
Zotu18985					1			
Zotu15571								
Zotu18411					1			
Zotu2346								
Zotu8253								
Zotu9756								
Zotu13987								
Zotu14905	3							
Zotu11600							1	
Zotu17860	1						1	
Zotu15656		3						
Zotu9292								
Zotu969						5	7	
Zotu3834		1		1	1		4	
Zotu2789								
Zotu4085							1	
Zotu5361	1							
Zotu6882							1	
Zotu16752								
Zotu16196							1	
Zotu15287		2	3	3		1	3	
Zotu15375			5			2		
Zotu16042								
Zotu14901	2					1		
Zotu9040					1			2
Zotu10138								1
Zotu19643								
Zotu20801								
Zotu14691								
Zotu17038								
Zotu14196		1	1					
Zotu5109								
Zotu15091				1				
Zotu9082				3		2		1
Zotu10528	1							
Zotu10706							2	1
Zotu2791	1	2	2			2	2	2
Zotu9418							1	
Zotu1747	4	1	4	4	1	12	6	7
Zotu2722	3	1	1	2		2	5	5
Zotu2937	1	1	2	1		11	4	4
Zotu12347		1						1
Zotu5558						1	1	5
Zotu7620				1				
Zotu11981								
Zotu11504								
Zotu5921	3							
Zotu16290								
Zotu16980								
Zotu14018								
Zotu16268								
Zotu2119	1			1	3	2	2	1
Zotu4546				1				
Zotu10916								
Zotu20836								
Zotu11150								
Zotu6862				2				1
Zotu9919	2				1			
Zotu13144								
Zotu17226								
Zotu18534								1
Zotu12219								
Zotu11955								
Zotu16227							1	
Zotu18029								
Zotu18558							1	
Zotu14199								1
Zotu15404			1					
Zotu7095			5	2	1		3	
Zotu19933								
Zotu19598					1			
Zotu9560								
Zotu6299					2	2		
Zotu8204								
Zotu6276		2			2		1	1
Zotu14885	1					1		
Zotu19742					1		1	1
Zotu7596			1		2			
Zotu14931								
Zotu16634								1
Zotu20788								
Zotu12359	1			1			1	
Zotu12166					1		1	
Zotu8711					1			
Zotu20451								
Zotu10405								
Zotu20241								
Zotu6914								
Zotu17132								
Zotu987								
Zotu2784								
Zotu1374								
Zotu12798								
Zotu952								
Zotu1464								
Zotu7082		1						
Zotu13336								
Zotu16454								
Zotu6520								
Zotu11908								
Zotu4047								
Zotu7696								
Zotu19046					3			
Zotu15416								
Zotu3317								
Zotu9825								
Zotu16028								
Zotu19335								
Zotu20119								
Zotu16675			2					1
Zotu6589				3		1	2	
Zotu1568		1	4	9		3	3	10
Zotu1559	1	3		2	3	3	7	10
Zotu10400	2					2		
Zotu17666				2				
Zotu8478	1			2				
Zotu10267								
Zotu2155			2	1			2	3
Zotu3238	1		3	1	1	3		
Zotu12506								
Zotu1514		1	1	2		2	6	16
Zotu3833				6		1	2	2
Zotu19281								1
Zotu471	5	5	5	28	4	32	22	29
Zotu1185		7	2	2	1	10	12	11
Zotu14305		1		1				
Zotu9083				1	2			
Zotu9291				1				
Zotu15686								
Zotu12876								
Zotu19623								
Zotu16927			1					
Zotu959				5		6	11	5
Zotu6127							1	1
Zotu5645								1
Zotu6401				1				
Zotu8364		4				1	2	
Zotu15340		2						
Zotu20594								
Zotu16287								
Zotu8672								
Zotu9687								
Zotu8639								
Zotu6168	2							
Zotu1943								
Zotu8831								
Zotu19641								
Zotu17095						2	1	1
Zotu17599								3
Zotu1738		9			1			4
Zotu8303	1	1						
Zotu14195								
Zotu18141								
Zotu14348								
Zotu12901								
Zotu15090								
Zotu10292								
Zotu7269	1							1
Zotu4497								
Zotu11874								
Zotu5137			1					1
Zotu12173								
Zotu13517								
Zotu17195								
Zotu8040								
Zotu12691								
Zotu14868								
Zotu16275								
Zotu5130						2	2	
Zotu9858								1
Zotu10783						3		
Zotu9978								
Zotu2795	1	2	1	4	1	3	3	2
Zotu4447							4	
Zotu3791	1		1					
Zotu11044								10
Zotu2516		1		6	1	3	6	2
Zotu19965								
Zotu13840						1	1	
Zotu6694	1					1		
Zotu11333		2	2					
Zotu19847								
Zotu15946								
Zotu15681								
Zotu13022								
Zotu5632								
Zotu13543								
Zotu11723								
Zotu13309								
Zotu3994								
Zotu18258	2							
Zotu8024								
Zotu2523								
Zotu3327								
Zotu15694				1				
Zotu2514	3		2	5		6	13	9
Zotu4892		1	2	1	1		3	4
Zotu18658								
Zotu20531			1	1				
Zotu15965								
Zotu1259			1	5		5	1	2
Zotu17652								
Zotu12646						3		
Zotu1784		1						
Zotu3838	8	3	1	2			4	
Zotu18133								
Zotu11448			1	1				2
Zotu15992								
Zotu1927								
Zotu5133		1						8
Zotu10140						5	2	1
Zotu15726			1					
Zotu1894	1	8	7	4	3	9	6	5
Zotu5357	1			2	1			3
Zotu9941								
Zotu12640							1	1
Zotu16325								
Zotu4671								1
Zotu5784								
Zotu2399	6		3		2	6	3	4
Zotu1497	4	1	2	2		4	3	
Zotu14524		1						
Zotu523	14	13	5	7	5	13	10	11
Zotu948	4	3		3		1	6	3
Zotu1109		1	1	3	2	1		37
Zotu3202					2			2
Zotu4530								
Zotu2409				1			1	
Zotu5439	1							
Zotu757	6	6			5	2	2	5
Zotu83	48	37	29	108	37	47	60	55
Zotu1801		4				2		1
Zotu3125	1	1						
Zotu11523								
Zotu13538								
Zotu12298								2
Zotu7600				4				1
Zotu8539								
Zotu2089	6	2	5	1	4		9	7
Zotu10711			4	1				1
Zotu12686								
Zotu15988								
Zotu10950	1							
Zotu7805						1		1
Zotu18695								
Zotu11055								
Zotu7955	1	1	1		1			4
Zotu14495		2						
Zotu2266	5	1	4	8	3	2		2
Zotu1301	7	7	4	13		15	16	5
Zotu12967								
Zotu1627	11	9	7	12	1	8	2	2
Zotu609	7	15	14	21	5	12	12	15
Zotu705	13	10	9	33	7	29	24	10
Zotu472	26	18	16	53	6	45	26	24
Zotu556	9	20	18	33	5	25	23	15
Zotu6936	1			1		2	1	1
Zotu10165	1	1		2				
Zotu16446								
Zotu13059								
Zotu19955								
Zotu16851								
Zotu11402			2					1
Zotu7501	2	4		3	1	2		1
Zotu10606	1	1				1	2	1
Zotu18158								
Zotu14994								
Zotu7909					1	1	1	
Zotu18048								
Zotu10109	2						2	
Zotu18855								
Zotu18984								
Zotu9883							1	1
Zotu18125		2						
Zotu9713								
Zotu12734			1	2		1		
Zotu16646								1
Zotu17157			1					
Zotu5707						1		
Zotu6300	1				1			
Zotu2327	4	2	1	3		5		2
Zotu4306	1			2		2	1	
Zotu18358								
Zotu11880			1				1	
Zotu9475	2			1			1	
Zotu5371								
Zotu4793	2	1	1	1		1	3	
Zotu10932					1	1		
Zotu2020	3	5	4	4	5	3	4	5
Zotu5030	1		4			1	2	4
Zotu12294		2				1		
Zotu6011				1	2	5	2	
Zotu7421	2		3	1		1		
Zotu13556								
Zotu13793					1		1	
Zotu5763								
Zotu13104	1							
Zotu6706			3	6		1		
Zotu13320				1				1
Zotu5115			6		1		3	2
Zotu7978		1	1				3	
Zotu11956			2			1		
Zotu6864			1	2		1	1	
Zotu11656						1		1
Zotu7467				3	2	1		
Zotu8593		1						
Zotu19145						1		
Zotu8373	1	1		1		1		
Zotu19167								
Zotu6533		2	2		1	1	1	1
Zotu12107						1		1
Zotu12010					4			
Zotu15662				2				
Zotu12068	1							2
Zotu13843								
Zotu18723								
Zotu8096				1	3		1	1
Zotu10239					1			
Zotu15642							1	
Zotu14735		1	1			1		
Zotu15730		1	1					
Zotu18570								
Zotu3944					3			3
Zotu3020			2	1				
Zotu3299	2	1	5		1	3	2	1
Zotu16327		3	1					
Zotu8508								
Zotu1022	5	6	6	2		5	5	3
Zotu2707		2	1	1	1		4	1
Zotu12528						1		
Zotu3809								
Zotu4465								
Zotu7177								
Zotu11092	1	1		3		1		
Zotu11745								
Zotu5640			1		2	2		
Zotu1402	13	10	10	7	11	2		2
Zotu15587			1				1	
Zotu5090				1		2		
Zotu6723			1					3
Zotu10409							2	
Zotu8887	1							1
Zotu10037				2		1		
Zotu5323	1			2	2			2
Zotu14605								
Zotu8510					4			
Zotu14750			1				1	
Zotu20111	1		1					1
Zotu15115		1	3	1			1	1
Zotu19559			1					
Zotu20210								
Zotu2322					4			
Zotu14110			1	1	1	1		2
Zotu10982								
Zotu11833								
Zotu16802								
Zotu13132								
Zotu5389			2				1	2
Zotu3066	1							1
Zotu5957								
Zotu5547								
Zotu8208		3		1		2		
Zotu12953								
Zotu9212	4	3	1	2	3		2	
Zotu409		1				1	1	1
Zotu5627					2		1	1
Zotu17509		2					2	
Zotu5224								
Zotu16338					1			
Zotu11287		1						
Zotu16685								
Zotu18876					1	2		
Zotu13355				1			2	
Zotu13738						1		
Zotu16742	1	1						
Zotu16741		1						
Zotu17417								
Zotu7086				2	1			
Zotu13085		2						1
Zotu3448				1	2	1	1	
Zotu4634		1	4		1	2	2	
Zotu16989						1		
Zotu19336							1	
Zotu1814	6	2	5	3	7	6	10	7
Zotu12407				1			1	
Zotu1759	6	2	1	7	6	11	9	2
Zotu6023		3		1		2	2	
Zotu7924			1	2				3
Zotu2505	1		1	1	6	1	3	2
Zotu11435	1		1			2		1
Zotu11973					1	1	2	
Zotu16908							1	
Zotu7990							1	
Zotu12409			1					
Zotu4676				3		5	5	2
Zotu17818			1	1		1		
Zotu2488	2	1	2	2	8	4	4	3
Zotu4200	2				2	2		1
Zotu8986								
Zotu1372	7	3	2	1	6	6	4	7
Zotu7527			1					1
Zotu12047	1							
Zotu8291	1			2		1		
Zotu820	4	6	10	11	9	6	24	10
Zotu13284		1		1			1	
Zotu16521							1	
Zotu13003	2			1		1	1	
Zotu14890								
Zotu14930			1					
Zotu13560								
Zotu13950							2	
Zotu7407					2			1
Zotu4811				1	1	1		
Zotu8939								1
Zotu6845								
Zotu10969								
Zotu8452		1		2				1
Zotu3889				1	1	2	2	4
Zotu11109								
Zotu14008						1		
Zotu6528		1						2
Zotu17764							2	
Zotu12232								
Zotu10000		1		1			1	
Zotu1479	4	6	5	3	3		4	4
Zotu5603	1							2
Zotu2094		2	3	5	4	1	5	1
Zotu10902		1			1		3	
Zotu18195								
Zotu16466					1			
Zotu7500				1		1	2	2
Zotu11461		1						1
Zotu8745		1					1	1
Zotu18602		1						
Zotu14087							1	
Zotu19097								1
Zotu7410		1	1	1		2	2	
Zotu8933						2		
Zotu17520								
Zotu9113					2			1
Zotu18795						2		
Zotu2955	2		4	7	5	2	4	9
Zotu11458								
Zotu11509					1	1		
Zotu18016								
Zotu10003								
Zotu19845								
Zotu19400		1						
Zotu6728		3		4		3	2	
Zotu1708								
Zotu4076	2						2	1
Zotu9556								
Zotu10066					3	1		2
Zotu5631	1	1	1		1	1	2	1
Zotu9989				2	1			
Zotu11167		1					2	1
Zotu11427		1		1		1		
Zotu6124					2			
Zotu16647								1
Zotu4809		1		1				
Zotu3675	2	3	3	2	1	1	3	2
Zotu8062			1	1			3	1
Zotu14591					2		2	
Zotu7821			2	1			2	
Zotu1398	3	1	1				2	
Zotu10258								
Zotu9349	1		1					
Zotu19671								
Zotu18623								
Zotu800	6	3	13	14	20	24	17	19
Zotu3530	2	2		1	4	1	2	
Zotu9465		1			1		1	1
Zotu10975			1	1	1			1
Zotu7260			1		1			
Zotu12336		1				4	3	
Zotu12833								2
Zotu11080			1	1			1	
Zotu17142								
Zotu7048								
Zotu17155				1			2	
Zotu14842			1		1			
Zotu20380					2			
Zotu16668								
Zotu2763	1	1			7		3	3
Zotu6637	1				1			
Zotu15891								
Zotu5015								1
Zotu10271		1						
Zotu2779	1		1		1		1	2
Zotu6136							2	1
Zotu10907								
Zotu5726		2		3	1	4		
Zotu16193								
Zotu13050								
Zotu15461								
Zotu14753							1	
Zotu18729								
Zotu9185			1				1	
Zotu13701						2		
Zotu19839								
Zotu6982								
Zotu5652								
Zotu13841								
Zotu9429								1
Zotu1179	4	1	1	3	2	1	2	
Zotu3513	1		2	1			7	
Zotu9569							1	
Zotu11552								
Zotu5803				1		1		
Zotu17635								
Zotu18036								
Zotu9417								
Zotu19350								
Zotu10789							1	
Zotu17482								
Zotu13332				1				
Zotu12653							1	
Zotu2131	1	4	2	9	9	3	6	5
Zotu6297				1	2	2	4	
Zotu7446		2	1	2	3		2	2
Zotu9856			3		1			1
Zotu16618							1	
Zotu11327		2		1				
Zotu13088			2				1	
Zotu15884								
Zotu14487								
Zotu18593								
Zotu16876								1
Zotu17086			1		1			1
Zotu19800						1		
Zotu17645							1	
Zotu2873	2	7	2	3	1	9	6	2
Zotu11712								1
Zotu17555	1							
Zotu14294		1			1			
Zotu13016			2					
Zotu10034	2			3			2	1
Zotu19944								
Zotu3760			2		1	2	2	4
Zotu5931								
Zotu14915					1			
Zotu6699				2	1	1		1
Zotu3862	1	1		1		2	2	1
Zotu13836		1				1		
Zotu4822		1	1	1	1	2		
Zotu7459						2		
Zotu19570								
Zotu11053								
Zotu2641			2	1		3	1	1
Zotu3926	1	2	1	2	1	1	2	5
Zotu7750	2	1		1	1	2	4	
Zotu7148	1					1		
Zotu17829	1					1		
Zotu2928	2	1	1	1	1			2
Zotu3190					1			
Zotu19594								
Zotu12718								
Zotu19853								
Zotu20746			1					
Zotu15515								
Zotu19337								
Zotu12105								
Zotu12497	1	2						
Zotu7883								
Zotu12329	3							1
Zotu10125		1		1				
Zotu16208								
Zotu13936								
Zotu15426	1						1	
Zotu5146				1			1	3
Zotu7638			1	1	1	1		
Zotu7157		1	1	1	3		1	1
Zotu18714			2					
Zotu19664						3		
Zotu2645	1		2	7	6	6	2	6
Zotu11142				2				
Zotu17372					1			
Zotu17315								1
Zotu6064	1	2					1	2
Zotu11791		1						
Zotu5653		2	1	1		1	3	1
Zotu6471	2				3	2	3	1
Zotu14764						2	1	
Zotu8432		3			1			1
Zotu14538								
Zotu12751								
Zotu2186								
Zotu6174				1			1	
Zotu7469								
Zotu9850								
Zotu17788								
Zotu7917								
Zotu14129								
Zotu15580					1			
Zotu6565				1				
Zotu14411								
Zotu7811						3		
Zotu13800								
Zotu12356							1	
Zotu4775					1			2
Zotu12794						3		2
Zotu6090								
Zotu5280								
Zotu19395								
Zotu17081								
Zotu6710			1		1			
Zotu14298	1							
Zotu17012							1	2
Zotu3610	2	3	2	1	1	3	5	2
Zotu5507			2	3	1	3	1	2
Zotu10501		1						
Zotu12817								
Zotu8803	2			1		2		2
Zotu11127		1	1		1			
Zotu3379		2	1	6	1	1	6	1
Zotu5423	1	1		2			1	
Zotu17027	3			2				
Zotu16707								1
Zotu4980					1	3	1	1
Zotu9299			1					
Zotu10660								
Zotu6616								
Zotu11513			1				2	
Zotu15443								
Zotu19745	1							
Zotu16582		1		1			1	
Zotu4495	1	1	1	3				
Zotu16584								1
Zotu10775								
Zotu20701								1
Zotu2023				1				
Zotu11789								
Zotu6246							1	
Zotu312								
Zotu20191								
Zotu6963			1				3	1
Zotu17562								
Zotu17512								3
Zotu19730								
Zotu12297								
Zotu14482	1		1		2			
Zotu7911	1	1		2			1	2
Zotu16253							1	
Zotu16515			1		1			
Zotu16170						1		
Zotu11733		1		1			1	1
Zotu17278								
Zotu19936								
Zotu18351							1	
Zotu5922	1		1				2	3
Zotu13691								
Zotu6611								
Zotu1308								
Zotu9633				1			1	
Zotu18540		1						
Zotu13498		1						
Zotu2681					1		2	
Zotu18405						1	1	
Zotu3872								
Zotu16380								
Zotu14979								
Zotu13467				1		1		
Zotu7491			3				2	1
Zotu9515	3	2		1	1	1	5	1
Zotu10559	2						2	
Zotu19246								
Zotu16609			1					
Zotu19820								
Zotu19984								
Zotu3796	2	1		3	6	4	8	1
Zotu4279			4			3	1	
Zotu9211		2			1			1
Zotu12897							1	1
Zotu5358	3	2	1	1	1	1	2	3
Zotu9439				1	1			1
Zotu14809								
Zotu14938								
Zotu9059						3		
Zotu14919							1	
Zotu18660								
Zotu19013			1					
Zotu19415								
Zotu12429			1	2				
Zotu3435		2	1		2	1	3	1
Zotu3700	1	1				1	1	1
Zotu5662	2	1		2	2	2	3	2
Zotu14618								
Zotu12735		1					1	
Zotu19580								
Zotu14161		2				3		
Zotu6937				1				
Zotu14503								
Zotu11989								
Zotu19065								
Zotu17075							2	3
Zotu2868	1	2			3	6	3	3
Zotu11007					1	3	1	1
Zotu5877								
Zotu7881							1	
Zotu19219								
Zotu11156								
Zotu13528				1			2	1
Zotu17239						1		
Zotu11749		1			2	1		
Zotu17182	1							2
Zotu10869					1	2	1	
Zotu13902			1	1	1			
Zotu17488								
Zotu6078			1					
Zotu12269				3				
Zotu17876								
Zotu13021								
Zotu15322								1
Zotu5375	2		1			1	3	
Zotu12507						1	5	1
Zotu18576	1							
Zotu17611								
Zotu8326		1						
Zotu7118								
Zotu16181					1			
Zotu6442		1	2					1
Zotu11930								
Zotu13829								
Zotu4638		3			1			
Zotu6631	1		1	2		1	3	4
Zotu3480	4							
Zotu15300						2		
Zotu12167								1
Zotu9344								
Zotu18398	1			2	1			
Zotu10156								
Zotu12334		3						
Zotu17293	1							
Zotu241	9	5	8	13	4	10	18	7
Zotu114	5	2	2	2	7	6	7	7
Zotu32	105	51	20	45	40	126	136	122
Zotu165	10	3	2	1	7	9	8	8
Zotu51	18	11	11	7	16	22	33	42
Zotu122	11	11	11	13	7	17	25	37
Zotu942	1	1		1	2		2	1
Zotu485	6	11	5	8	9	21	25	23
Zotu7450		2		4	4	1		1
Zotu20695						1		1
Zotu17325				1		1		
Zotu3967	4		1		2	3	14	3
Zotu11777			1			1	6	1
Zotu15725			1	1		1		
Zotu2808		6	7	2	4	6		2
Zotu4869	1	3	1	4	1	4	2	4
Zotu3568	6	2				1	6	4
Zotu6245					1	1	1	
Zotu5717			2		1	2	1	1
Zotu10052								
Zotu14151	1	3		1		3	3	
Zotu12322	1			2	4			1
Zotu16079		1	1	1		1		
Zotu6999			1	2	2	3		
Zotu17795							3	
Zotu14223		2		1	3		2	5
Zotu10655		2	2	1			2	1
Zotu943	12	6	8	21	10	13	6	2
Zotu19988		1				1		
Zotu1118	3	2	3		3	7	2	5
Zotu1215	5	6	6	2	1	3	2	2
Zotu995	25	17	8	16	16	16	6	11
Zotu878	64	9	35	6	5	20	9	13
Zotu4075								
Zotu16471	3	1					1	
Zotu13786	14	2	1		5	5	1	7
Zotu16015	12	1	1	1		1	2	1
Zotu17349	1			2		1	2	1
Zotu2170	1	1	1			1		
Zotu2650								1
Zotu13518								
Zotu27	61	53	31	39	68	82	126	94
Zotu4720	1	1		3				3
Zotu2302	3	2	3		4	6	6	9
Zotu11705								
Zotu34	24	46	13	13	16	13	33	52
