ID	hps_ck_1	hps_ck_2	hps_ck_3	hps_ck_4	hps_ck_5	hps_ck_6	hps_ck_7	hps_ck_8
Zotu19931								
Zotu16936								1
Zotu1560	4	5	4	2	7	12	4	7
Zotu1720	3	9	1	3	6	6	2	4
Zotu16551			1		2			
Zotu13403				2	1		1	
Zotu2158		2	1				2	5
Zotu16270								
Zotu2611	2	2	2			6		
Zotu8189					2	2		3
Zotu20128								
Zotu11669						1		
Zotu5184				1	6			4
Zotu10878								
Zotu2184	2	5	4	5	5		3	3
Zotu3264	3	2		3	1	1	2	1
Zotu19308								
Zotu17084						1		
Zotu2090	6		2		4	1	2	6
Zotu17778								
Zotu4547	1	1			1	3		
Zotu89	57	66	26	33	33	33	16	34
Zotu235	18	23	9	14	13	10	5	19
Zotu15358		1		4				2
Zotu13192		2		1	1			
Zotu18437	1		1	3	4	1		1
Zotu2819	1				2		6	8
Zotu1554								
Zotu2444								
Zotu12072								
Zotu3873								
Zotu5555								
Zotu4260				2	3			1
Zotu4475	1	2		1				2
Zotu14323						1		
Zotu3864	2	2		1	1	4		2
Zotu10015	2			1	1		2	
Zotu2241	5	4	2	7	4	3		3
Zotu2761		9		3	7		1	5
Zotu2850	1	6	1	3	4	5	2	
Zotu563							1	
Zotu1142						1		
Zotu1726								
Zotu2317	2	4		2	4	3	3	2
Zotu15315								
Zotu7681			1	2	2	1		
Zotu1432	3	7		8	4	4	8	7
Zotu2009	1	1		1	1	5	8	6
Zotu3370			2	1	4			2
Zotu2665	3	5			3	4	2	6
Zotu13169				1	1			
Zotu2242								
Zotu13575								
Zotu1669								
Zotu11196								
Zotu6608								
Zotu12059								
Zotu8171								
Zotu8788								
Zotu12234								
Zotu16697								
Zotu3659								
Zotu956								
Zotu11703								
Zotu4231								
Zotu5979								
Zotu3885								
Zotu17674		1						
Zotu8705	3					14		
Zotu3666								
Zotu4121								
Zotu3916				1		1		1
Zotu20113						1		
Zotu14991	1							
Zotu14057								
Zotu10638								
Zotu2908	1	1	3			1		
Zotu4140	1	3		1		4		
Zotu12064								
Zotu14020								
Zotu17945								
Zotu14105								
Zotu3194		1			2		2	
Zotu7023					1			
Zotu2331								
Zotu6847								
Zotu1404								
Zotu354								
Zotu450				2		1		1
Zotu528								
Zotu2432	1							
Zotu129	1						1	1
Zotu4698								
Zotu6455						1		
Zotu18123								
Zotu7274			2					
Zotu14697								
Zotu2953	3	1	1	5		3		1
Zotu373	15	39	17	38	56	39	20	30
Zotu201	29	46	26	77	72	38	28	47
Zotu1701	4	8	3	7	7	4	3	8
Zotu421	17	23	16	40	33	20	12	19
Zotu1884	4	8	5	5	7	9	5	5
Zotu2840	4	5	4	3	2	2	4	3
Zotu4294	1	1		1	2		1	2
Zotu16919	1				1		1	
Zotu1598	2	1	1	6	1	4	2	8
Zotu4057		1	1		4		3	2
Zotu6750					1		1	
Zotu20806							1	
Zotu868	13	9		5	10	9	6	10
Zotu1925	8	1	1	6	4	7	4	
Zotu2240	1	6		1		2	1	3
Zotu9909								
Zotu20234								
Zotu9993								
Zotu673	1	1			9	6		
Zotu7510								
Zotu1931	3	3		6	1	2		3
Zotu1315	5				1	24		7
Zotu2321			2	1				
Zotu2552				1				
Zotu12766								
Zotu11069								
Zotu1542								
Zotu3628								
Zotu1156	11	3	1	2				2
Zotu5177								
Zotu474	2	1		1		1	5	5
Zotu799	1	1			2			
Zotu6677								
Zotu9686		2		1			1	
Zotu18221								1
Zotu1471	2				4			1
Zotu9650								3
Zotu10433								
Zotu5911				1		2		
Zotu16626								
Zotu4766		2	1					1
Zotu18339								
Zotu10662		2						1
Zotu15710								
Zotu18635							1	
Zotu11907								
Zotu4318	3				3		1	
Zotu5432	1							
Zotu11278								
Zotu6625								
Zotu12315								2
Zotu20463								
Zotu9474								
Zotu5317								2
Zotu6137	1						1	
Zotu2773				2	1	1		1
Zotu11482	1							1
Zotu5006						2		
Zotu18966								
Zotu195					3			
Zotu64	13	2	2	3	5	2	2	7
Zotu13047								
Zotu13100								
Zotu16055								
Zotu6126								
Zotu9245								
Zotu13913								
Zotu1330								1
Zotu5524								
Zotu6373								
Zotu8635	2					1		
Zotu9327				2		5		
Zotu16965				1				
Zotu3578								
Zotu8342								
Zotu2044							1	1
Zotu2475				1		1		2
Zotu18860								
Zotu2591								
Zotu13922								
Zotu13835								
Zotu14804								
Zotu14937								
Zotu8000								
Zotu16358								
Zotu2108								
Zotu1192	6	8		1		5	4	4
Zotu6535					1	1	9	
Zotu3886	2	1		1		5		2
Zotu20723	3	5	1	4	3	7	2	3
Zotu5002			2	13	2	2		
Zotu269	11	26	4	10	18	27	4	5
Zotu1477	2	2		7			1	
Zotu38	98	208	74	171	144	218	96	82
Zotu3400	1	4	2	3	6	1	1	
Zotu955						1		
Zotu11488								
Zotu1594	4			2			7	
Zotu1805	11	3					2	1
Zotu3069						1	1	
Zotu7106	4				1			
Zotu17167								
Zotu1717	6	2		1	3		3	2
Zotu1957	10	9	2	10	7	4	11	4
Zotu15897		1			1			
Zotu431	18	44	12	53	43	41	12	27
Zotu627	12	28	16	20	27	51	29	10
Zotu457	24	54	21	26	29	40	22	21
Zotu2812	3	2	1	3	1	4	2	1
Zotu5171		3		2		2		1
Zotu11101				1				
Zotu4426		4		2	3	2		3
Zotu14207						1		1
Zotu18917								1
Zotu2336								
Zotu11603								
Zotu3588	11				30	1		
Zotu8289								
Zotu16377								
Zotu1817	2			1	7			
Zotu19081		1			8			
Zotu8284								
Zotu751	9	27	5	8	14	14	9	5
Zotu11015	1	2				1		
Zotu2110	3	4		1	4	4	3	2
Zotu20328								
Zotu3127	1		1		1	2		1
Zotu7040		2						1
Zotu18362								
Zotu19157	8	4	1	7	7	6	4	2
Zotu19274	1	1		11	5	5	3	3
Zotu2685	3	10	3	2	6	7		3
Zotu3044	4	8	1	4	8	2	4	6
Zotu5251	6	12	1	6	6	7	2	8
Zotu3957	2	8		4	1		1	1
Zotu68	101	164	57	123	122	188	72	122
Zotu371	42	70	9	136	34	46	23	37
Zotu1613	12	3	4	2	2	4	4	5
Zotu3406	5	1	3			5	1	1
Zotu17470	2	5	1		3	3		3
Zotu19586	1	4		4	2			1
Zotu4261	1	2	2	2				2
Zotu15945	3	1		1	1	2		
Zotu310	28	29	5	24	48	37	15	22
Zotu630	14	14	5	22	21	30	11	15
Zotu7036	1	1				2		2
Zotu15355	1							1
Zotu422	11	25	5	10	20	19	11	11
Zotu5018	2	1	1	1	6	1		
Zotu4095	3	8		2	2	10		1
Zotu19315	2	8	2	3	5	5	2	3
Zotu8013	1	2			1		1	
Zotu2800	26	55	9	23	22	24	20	12
Zotu15627	1				2			
Zotu4484	1	4	8	1	2	1	1	3
Zotu1377	10	6	7	15	9	9	3	13
Zotu12801	1	2		1		1		
Zotu7941								
Zotu16051								
Zotu3755	1	4	2		1	1		
Zotu2393		4	2			2	4	6
Zotu11570					7			
Zotu18831		2		1	3	4		2
Zotu1501	3		6	3	6	5	3	6
Zotu11115				2	3	2		
Zotu193	16	34	13	10	9	32	30	32
Zotu1565	1	4	4		5	2	4	
Zotu4307				1		1		
Zotu2827	5	1	2		9	1		2
Zotu17323								
Zotu9261							1	
Zotu3381	1							
Zotu18742	3	2		5	4	3	2	
Zotu9493		1		1	3			2
Zotu13947								
Zotu728		1			2	3		
Zotu5820							5	
Zotu7242		1	1			1		
Zotu6266		2		4	1	2		
Zotu4740			1			2		2
Zotu20100		1						1
Zotu20469			2		1			
Zotu6359								
Zotu17469								
Zotu16420		2						
Zotu4064		6		1	1	1	1	1
Zotu12258				1				1
Zotu7764						3		
Zotu20777								
Zotu3765				14			3	
Zotu18286								
Zotu2335	1			6			2	1
Zotu3144								
Zotu7837							6	
Zotu1199	5	17	4	13	4	9	3	6
Zotu2026	4	8	4	4	7	9	3	12
Zotu8747	1			2	1			
Zotu15952								
Zotu8179	1				1	1	1	
Zotu3091	1			4				3
Zotu1715	2			3		6	1	3
Zotu1941	3	2	2	13	2	3	8	1
Zotu5322		2			1			1
Zotu7171				1				1
Zotu8257	2	2	2	2	3	4	2	1
Zotu3229	6	8	5	14	1	6		1
Zotu1653	6	4		9	19	6	6	24
Zotu3863	1			18		7	1	5
Zotu7512		2						
Zotu7987	1							
Zotu2231	1	2	2	3		3		16
Zotu9248		1						1
Zotu11202								2
Zotu19077								
Zotu4483								
Zotu18130				1	1		1	
Zotu4936	2				1		1	
Zotu5409	3	2	2			1	3	1
Zotu10495			1					1
Zotu16151								
Zotu13850					1			
Zotu19402	1							
Zotu15084								
Zotu16895								
Zotu3497								
Zotu7325		2			2	1	2	1
Zotu5759								
Zotu13474	3	1		1	3			2
Zotu16293		1		1		1		
Zotu15702		1			4			
Zotu18214				1	1	1		
Zotu11203			1	1	5	4		
Zotu15878	1				1	1	3	1
Zotu12782				1	3	1		
Zotu15293		2		1	1			
Zotu9630		3			2	3		2
Zotu16719						1	1	
Zotu9892	1	1			2	1		
Zotu18983			1	2	2			2
Zotu20371					1		3	
Zotu20690					1			
Zotu15705		1						
Zotu15210						2		
Zotu18708		1	1					
Zotu15535	1			3	1			
Zotu18494				1		1		1
Zotu11227		1			2	2		
Zotu17344					3	1		1
Zotu19368					2			
Zotu20739	1							
Zotu15299		1	1	1	1	1		1
Zotu17070						2		
Zotu18451		1				1		
Zotu17767					1			1
Zotu20616		1			2	2		
Zotu17715	14	6	4	8	14	10	4	15
Zotu17733	19	15	6	24	13	19	2	10
Zotu19986	2	10		2	5	10	3	5
Zotu9668								
Zotu2695	5	2			7	4		2
Zotu4705	1	2				1	3	
Zotu7038	1				1		1	
Zotu10248								
Zotu9602								
Zotu1184						1		
Zotu7624						1		
Zotu11649		1						
Zotu4758								
Zotu14122								
Zotu12688								
Zotu16431								
Zotu4653		5		5		1		
Zotu5551	2		1					
Zotu4914	1	1			3	1		1
Zotu13890								
Zotu5041	3				5			1
Zotu7149					22	2		
Zotu4717					2			
Zotu16053								
Zotu1637								
Zotu15800								
Zotu2888	5	1			1			
Zotu1744								
Zotu6244								
Zotu10541					3			
Zotu18008								
Zotu17678								
Zotu14948								
Zotu16969								
Zotu14398								
Zotu13259		1				2		
Zotu1296	1	7	6	25	21	14	7	3
Zotu4858		1		1	1	8	1	3
Zotu7897		1		2	3	4	1	1
Zotu11572			2		3	4		
Zotu8754		2		1	2		2	
Zotu6482								
Zotu15441								1
Zotu2173		8	3		3	4	1	5
Zotu7051		1	3	1			1	
Zotu7068				1				
Zotu3621								
Zotu6162		3	2	1		2		
Zotu11065								
Zotu15984								
Zotu17742								
Zotu20305						2		1
Zotu5898								
Zotu15833								
Zotu7487				1	5			
Zotu8971					2			
Zotu8781					1			1
Zotu8249				1				
Zotu11848								
Zotu12585								
Zotu19461								
Zotu16242								
Zotu8021		1		3	1			
Zotu15312								
Zotu19695								
Zotu7799								
Zotu845	1	3		4	1		2	2
Zotu2490				1	2	2		3
Zotu8437	2	1						1
Zotu4287								
Zotu16733								
Zotu5003								
Zotu9881								
Zotu13591								
Zotu1101	1				1	33		
Zotu7123								
Zotu2805								
Zotu10868								
Zotu2759	1						1	
Zotu6664								
Zotu20738								
Zotu16629							1	
Zotu15378								
Zotu3465								
Zotu19060								
Zotu11901								
Zotu7530								
Zotu6077								
Zotu6171								
Zotu2637								
Zotu1636								
Zotu12048								
Zotu2549								
Zotu1822								
Zotu10994					1			
Zotu6885								
Zotu20549								
Zotu4153								
Zotu413								
Zotu1692								
Zotu9444				1	7	3	1	
Zotu3107								
Zotu11522					2			
Zotu16353								
Zotu9103								
Zotu14522								
Zotu6200								
Zotu10441								
Zotu10696								
Zotu5933					1			
Zotu18037								
Zotu20076								
Zotu9366				1	2			
Zotu12422								
Zotu16864								
Zotu8296								
Zotu19468								
Zotu15435		1						2
Zotu17769				5				
Zotu12380								
Zotu8247			1	6	3	2		
Zotu7964			1	2	1			
Zotu9922	3							
Zotu6858								
Zotu8376								
Zotu10963								1
Zotu15622								
Zotu12379								
Zotu5296								
Zotu9076		1		1				
Zotu20361							1	
Zotu12993								
Zotu15483								
Zotu20750		1						
Zotu2573								
Zotu8919								
Zotu20110								
Zotu5234								
Zotu20357								
Zotu13587								
Zotu16605								
Zotu15373		1						
Zotu6944								1
Zotu8631				4		2	1	
Zotu5431				3				
Zotu16937				3				
Zotu676	2	1	1			5		1
Zotu3136								
Zotu478	3	1		3		1	1	1
Zotu1075						2	6	
Zotu9024								
Zotu2705	1					1		
Zotu2022	2	3		1		4		
Zotu12456							1	
Zotu1499	2	1	1	31	2	3	2	6
Zotu14320								
Zotu4995		1				2	1	
Zotu1344	8	6	4	2	2	15	3	2
Zotu10380								
Zotu15468								
Zotu13831								
Zotu1447								
Zotu3094								
Zotu16934								
Zotu4000								
Zotu5892								
Zotu15683								
Zotu20611								
Zotu17801								
Zotu20584								
Zotu18287		1						
Zotu20193								
Zotu4345							1	
Zotu8923								
Zotu5391								
Zotu19193								
Zotu19946								
Zotu14392								
Zotu10102								
Zotu13697								
Zotu14066								
Zotu11617								
Zotu5493				1				
Zotu4818								
Zotu14806						1	2	
Zotu7480						2		
Zotu8214								1
Zotu14959								
Zotu5510								
Zotu6487								
Zotu16932								
Zotu2833								
Zotu2986								
Zotu7225								
Zotu11164								
Zotu11977								
Zotu16398								
Zotu6865							1	
Zotu16659								
Zotu6790						1		
Zotu19590								
Zotu7914								
Zotu5211								
Zotu5822								
Zotu5800								
Zotu14466								
Zotu9192								
Zotu2821			2					
Zotu5278								
Zotu5513		4				2	2	1
Zotu5614		1	1	2	4	1	1	1
Zotu17317								
Zotu8718								
Zotu5068								
Zotu17487								
Zotu12482								
Zotu1648								
Zotu2200								
Zotu13293								
Zotu3342								
Zotu10863								
Zotu12001								
Zotu14278								
Zotu3176								
Zotu5526								
Zotu8731								
Zotu7876					2			
Zotu13481								
Zotu7861								
Zotu2129								
Zotu18747								
Zotu13073								
Zotu9535								
Zotu86					4			12
Zotu16564	2							
Zotu18922								
Zotu9658								
Zotu11766								
Zotu14998								
Zotu8626								
Zotu10806	1							
Zotu19170								
Zotu1469		1				3		2
Zotu10399								
Zotu9766								
Zotu15553								
Zotu11430								1
Zotu11650								
Zotu6258								2
Zotu16576								
Zotu7868								
Zotu16734			1	7		4	4	
Zotu7728								
Zotu6148	3	1		2				2
Zotu13900		1	1	2				
Zotu5256	1	1	1			1	2	2
Zotu14883								
Zotu10044						1		
Zotu10811	1			2		2		
Zotu7391	3	2		2	1			1
Zotu9908				1				
Zotu15813								
Zotu7572					1	2		
Zotu15041				1		7		
Zotu18550								
Zotu7929								
Zotu19805								
Zotu8147								
Zotu5754	1		1	2	3	3		4
Zotu13391		3	1	1		1		
Zotu5857		1				1		
Zotu9727					1			
Zotu2500	1				1	2		
Zotu7787								
Zotu2836								
Zotu8812							1	
Zotu7358			2		1	1		
Zotu7720	1		1				1	
Zotu4668						2		
Zotu9042	1	1				1		
Zotu19085								
Zotu13206					1	1		
Zotu441	45	71	16	45	34	58	19	27
Zotu304	62	85	9	42	63	51	45	34
Zotu5340	1	8		2			2	2
Zotu11883		3		2				2
Zotu1547	14	11	2	15	14	13	3	14
Zotu15785						2		
Zotu4579	2	3		1		5	3	2
Zotu8410	1			1		1	2	1
Zotu7304	1	1			5	1	1	
Zotu448	20	52	4	19	25	30	19	12
Zotu930	6	9	3	5	11	3	11	6
Zotu6423	1		2		1	1	4	
Zotu4920	5	2			2	1	1	
Zotu4118	2	4		1	6	1		4
Zotu8063	2		1	1	4		1	
Zotu13905								
Zotu19763								1
Zotu7328	2				1		3	2
Zotu828	12	8	10	10	19	17	8	3
Zotu6419	4	1		2	5	1		
Zotu4193	1	7	3	4	2	5	2	1
Zotu16376		4	1	4				
Zotu13346		1		1		1		
Zotu4131	2	1	1	3	6	3	4	7
Zotu16350						1		
Zotu4104		8	1	3	2	9		
Zotu4038		1						1
Zotu18797								
Zotu5775								
Zotu5053			1					2
Zotu766	6	10	2	10	10	14	17	7
Zotu14984								
Zotu11064								
Zotu19778								2
Zotu9320								
Zotu10589								
Zotu19040								
Zotu11054								
Zotu13001		1			1			1
Zotu7629								
Zotu1815								
Zotu3000								
Zotu13833								
Zotu7259								
Zotu1913					1	1		
Zotu16657								
Zotu6794		2						
Zotu10195						1		
Zotu15384								
Zotu632								
Zotu1901								
Zotu5225								
Zotu18306								
Zotu10864								
Zotu6190								
Zotu656								
Zotu9257								
Zotu3415								
Zotu18710								
Zotu8334								
Zotu17772								
Zotu11659								
Zotu9609								1
Zotu12820	3							
Zotu20776								
Zotu1345								
Zotu13101								
Zotu14670								
Zotu12123								
Zotu5549								
Zotu16283								
Zotu1942		2						
Zotu5992								
Zotu9903								
Zotu10301								
Zotu6269			2		5	8		
Zotu5865						5		
Zotu7271								
Zotu6561		1				1	1	1
Zotu14704								
Zotu3535	1	2	2		1	5		
Zotu4265	2			2	2	4		
Zotu3631								
Zotu12891	2							
Zotu6832			1	1	4	3	1	1
Zotu10174								
Zotu20379			1			2		
Zotu11782				1	1	1	2	
Zotu14216								
Zotu9461								
Zotu9709								
Zotu11806					1			
Zotu4191								
Zotu9494							5	
Zotu2154								1
Zotu16643					1	1		
Zotu3891	1	2		7	6	10	1	2
Zotu12504								
Zotu18934								
Zotu17550								
Zotu12987						2		2
Zotu2778						1		
Zotu11147								
Zotu11247								
Zotu6425								
Zotu12231								
Zotu7933								
Zotu10709			2					
Zotu11264								
Zotu2811	3	7	4	4	3	17	9	1
Zotu16040								
Zotu4325	2	3	1	5	1	4	2	
Zotu5001	1	3			2	5		
Zotu9983								
Zotu8446			2			1		
Zotu6476		4				4		1
Zotu12286								
Zotu13557					3		1	
Zotu18053								
Zotu18557								
Zotu14616								
Zotu12757				1				
Zotu16894								
Zotu1929								
Zotu18516								
Zotu8246					1			
Zotu6055			3	1	3			1
Zotu10487		1		1				
Zotu12908						1		
Zotu16663								
Zotu9324				1				
Zotu11817				2				
Zotu16468					1			
Zotu3482			2					
Zotu14876						1		
Zotu7454		1						
Zotu2164	1	3	1	2	2	1	3	4
Zotu10499	1						1	
Zotu5560	1		1					
Zotu16167		1					3	
Zotu18415	1	1						
Zotu1200	5	6	5	8	10	2	3	12
Zotu13027								
Zotu15925								
Zotu13095								
Zotu20427								
Zotu17914		1	1					
Zotu1621		5		1		1	3	6
Zotu3142								2
Zotu6053	1						1	
Zotu17324								
Zotu13817								
Zotu13362								
Zotu1337	6	20	1		3	5	5	5
Zotu872	8	11	5	11	15	9	10	10
Zotu1779	3	3	10	1	2	4	4	1
Zotu13516								
Zotu1764								
Zotu19016								
Zotu10243								
Zotu16554					4			
Zotu4611							2	
Zotu4225			3					
Zotu11637								
Zotu4285								
Zotu7775								
Zotu8975								
Zotu2824			1					
Zotu8588								
Zotu8415								
Zotu2040								
Zotu16031								
Zotu14107								
Zotu3168								
Zotu15026								
Zotu12838	1					16		
Zotu4535	2							
Zotu17131					1			
Zotu20364								
Zotu10813								
Zotu15742					2			
Zotu5345	3						2	
Zotu4533								
Zotu13060								
Zotu18511								
Zotu8549								
Zotu17492								
Zotu14451	1	1					1	
Zotu18907		1		2	2	1		
Zotu16922					1			
Zotu3067							3	
Zotu4138								
Zotu7649								
Zotu10321					2			
Zotu5557								
Zotu5588								
Zotu4904								
Zotu435								
Zotu3385								
Zotu2938								
Zotu10627								
Zotu631					228	19		1
Zotu3216								
Zotu10857								
Zotu4112								
Zotu1673			1	2	1		2	
Zotu4490			1		1			
Zotu4400								
Zotu2656								
Zotu14542								
Zotu9255								
Zotu6740								
Zotu4311			1	1				
Zotu4669								
Zotu5807								
Zotu13693								
Zotu5253								
Zotu16972								
Zotu4664								
Zotu2261					1		2	
Zotu8250								
Zotu8248								
Zotu9491								
Zotu5410								
Zotu4301								
Zotu14527								
Zotu18063								
Zotu13417								
Zotu11056								
Zotu2983							1	
Zotu16472				1			1	1
Zotu17911								
Zotu18549				2				
Zotu5491								
Zotu7073								
Zotu2185		1	1	3			1	
Zotu18555								
Zotu13976								
Zotu5466	1			3		1		
Zotu11428						1		
Zotu7737	2						1	1
Zotu15131						1	3	
Zotu17721								
Zotu4658	1	1				1	2	2
Zotu665	16	22	10	15	12	15	12	15
Zotu8139		1	1		2			1
Zotu5315			2		1	1		2
Zotu17229								
Zotu918	15	6	7	9	7	1	8	9
Zotu14795								1
Zotu7554	1	1						
Zotu1716	2	6	5	3		1	5	2
Zotu2543	4	2	5	1	2	1	2	5
Zotu20651								
Zotu1840	8	3	4	2	2	4	7	7
Zotu13907				1	2			
Zotu7735				1	1			
Zotu9581		1				1	1	3
Zotu8655			2	1				
Zotu17516	1			2		1		2
Zotu6856	1							1
Zotu15376	2	2				1		
Zotu9779				5		2	2	1
Zotu3814		10	5	3	5	7	1	1
Zotu16204						2		
Zotu8844								
Zotu862	1	1						
Zotu5900								
Zotu20457								
Zotu13024				1				
Zotu13168								1
Zotu1358	1	1		2				
Zotu5166								
Zotu2411		1						
Zotu1641	2	1		1				1
Zotu4264		1	2					1
Zotu3686								
Zotu6725								
Zotu8670							1	2
Zotu2586	2	1					1	
Zotu5365								1
Zotu5058								
Zotu11941								
Zotu16163			1	2				
Zotu87							2	
Zotu194	1							
Zotu655								
Zotu16834				1		1		
Zotu1493								
Zotu484				2	1		3	
Zotu855	1		1		1			
Zotu10362								
Zotu14594								
Zotu18706								
Zotu10317	1		1	1		1		2
Zotu13218		1						
Zotu2762		1	2	2	1	3		
Zotu11031		1				1		
Zotu16382								
Zotu8301						1		1
Zotu10563		4						
Zotu7188						2		
Zotu18151						1		1
Zotu4202	1	2	5	7		3	2	
Zotu10737		1	1	1	1	1		
Zotu17008						1		
Zotu9323	1	2	1			2		
Zotu15238	1	1	1			2		
Zotu12588								1
Zotu10115								
Zotu11194						2		2
Zotu13628						1		
Zotu6114	2	2				1	3	3
Zotu294			4	1	11	21		
Zotu4613	1		3	1				
Zotu379					47			
Zotu253								
Zotu1125								
Zotu8790								
Zotu14858								
Zotu74								
Zotu161				2	1	2	2	
Zotu643			1	1	3		2	
Zotu7022								
Zotu4110								
Zotu782								
Zotu2316			3		1			
Zotu2305								
Zotu7141								
Zotu264								
Zotu11219								
Zotu14759								
Zotu1003								
Zotu1095					1	1		2
Zotu4054						1		
Zotu153	2		6	5	10	7	8	6
Zotu279	2		1		20	13	4	5
Zotu150	3	1	10	10	20	11	5	13
Zotu9804								
Zotu11947								
Zotu20619								
Zotu12568				1				
Zotu12560								
Zotu9455								
Zotu14634								
Zotu20414								
Zotu10925								1
Zotu6355					1			
Zotu13288								
Zotu16903								
Zotu795	10	9	7	1	1	10		11
Zotu8696		1						1
Zotu1020	14	16	13	14	5	11	3	8
Zotu1907	2	2	1	1	1		1	1
Zotu15734								
Zotu13311					2			
Zotu7860								
Zotu9398								
Zotu8528								
Zotu3783								
Zotu4712						1		
Zotu6709								
Zotu10462								
Zotu15109		2						
Zotu16348								
Zotu16200					1			
Zotu18709	4	4	3	2	1	11		3
Zotu1729		1	1	1		1	1	1
Zotu1445	2	1	2			1		1
Zotu4299								
Zotu2570	5	3	2	2	1	3	1	
Zotu10862								
Zotu15859								
Zotu447	13	17	11	16	6	20	12	10
Zotu8309		2						
Zotu2661	7	4	1		2	3		
Zotu1385	3	7	1			6	1	3
Zotu3639	2	3			2	5	3	1
Zotu1903	4	3	1	6	3	4	3	3
Zotu2083	2	2			1	3		2
Zotu1539	1	6	1	1	6	3	3	2
Zotu17389								
Zotu7422		2	1			1	3	1
Zotu1071		2	2	1			1	
Zotu1584	7	3		4		3		5
Zotu806	8	10	11	3	9	10	5	3
Zotu8877	2			1				
Zotu4865		4			1			1
Zotu5445				1				
Zotu7428	1					1	2	
Zotu1408	6	8	5	7	2	6	1	
Zotu6303	1		1		1	1	1	
Zotu5508				1		3		
Zotu13737								1
Zotu3929		1	3			1		1
Zotu957	17	7	10		2	9	3	3
Zotu7028								
Zotu1169			3	4	1	1	2	
Zotu1196	5		3		3	2		1
Zotu1049	7	5	2	5	2	4	2	4
Zotu2712	1						2	
Zotu418	1	1	5	5	12	14	8	15
Zotu5484		2				2		12
Zotu5261	2							1
Zotu13772								
Zotu1328				1	1	3		1
Zotu7313		2					1	
Zotu3502	3	1		1	3	1	2	1
Zotu3123		2						1
Zotu8817								
Zotu18727								
Zotu14166								
Zotu1174								
Zotu6429		1						
Zotu3945	2	5	4			1		1
Zotu1086	14	15	7	4	5	12	1	8
Zotu275	19	3		3	13	12	19	2
Zotu11189	1							
Zotu19424								
Zotu3752								
Zotu10882								
Zotu11322								
Zotu13533								
Zotu7327					1			
Zotu9641					1		10	
Zotu10082							1	
Zotu11240			4					
Zotu2579		2	1	1	2	5	1	
Zotu8777			1					
Zotu1263			1	8	7	1		
Zotu552	4	3	1	4		4	1	3
Zotu454	10	2	5	3	2	2		5
Zotu2915	1				2	2		
Zotu949	4					1	1	
Zotu2981								
Zotu1183	5	1	8	4		4	5	3
Zotu4114								
Zotu1593		2	1					1
Zotu19949								
Zotu1865								
Zotu6360								
Zotu5766								
Zotu17041	1							2
Zotu6354	1	1				4		1
Zotu20599								
Zotu11254								
Zotu19244								
Zotu2501			1	3	2			
Zotu3745								
Zotu4545			2	1				
Zotu7950								
Zotu10375								
Zotu15842								1
Zotu15867								
Zotu11390								
Zotu17307	2	2						
Zotu19974								
Zotu8908		2		1	4			
Zotu2195	12	3	4		6	8		
Zotu20354	2	1			1			
Zotu12078								
Zotu13868								
Zotu14573	4				2	1		
Zotu13871					1			
Zotu9052					2			
Zotu6678	4	1	1	3				
Zotu17653								
Zotu3153								
Zotu4981								
Zotu5065								
Zotu15185				1				
Zotu2587	1	1						
Zotu8994								
Zotu7161								
Zotu11998		2	1			1	1	
Zotu16950				4				
Zotu12263								
Zotu12293							1	
Zotu10489								
Zotu5398	1		1	3	1			
Zotu15044	1							
Zotu4959								
Zotu12945								
Zotu3141	3	23	1			1		2
Zotu16988								2
Zotu17212								
Zotu18999				1				
Zotu17356		3						
Zotu16662								
Zotu17591							4	
Zotu15909								
Zotu6038				1			1	1
Zotu4723			2					
Zotu3974	1							
Zotu8322							1	
Zotu12919							1	
Zotu19712					2			
Zotu11018						1		
Zotu13785		4				1		6
Zotu20112								
Zotu7344								
Zotu17830								
Zotu2683								
Zotu9640	1			2		1	1	
Zotu1225								
Zotu1031	1		3	1	4			
Zotu2651	1	1			1			7
Zotu661	2	10	10			2		3
Zotu10854					1			
Zotu19357								
Zotu14167								1
Zotu12274						1	1	
Zotu13744								
Zotu6361		2	4	1		1		
Zotu20295								
Zotu17240								
Zotu6154	1	2	2			4	3	1
Zotu16392								
Zotu16315		3						1
Zotu17637								
Zotu19797	2					1		
Zotu11159								
Zotu15008								
Zotu3991		3			2			
Zotu10454	2	1	2			2		3
Zotu2911	5	4	2	7				
Zotu2059								
Zotu14785								1
Zotu8470	1				1			
Zotu12412								
Zotu9430								
Zotu12250	2							
Zotu13607								
Zotu12415	1							
Zotu17729		1						
Zotu3797								
Zotu16207								
Zotu14517								
Zotu20747								
Zotu6978								
Zotu15529								1
Zotu15850								
Zotu17577								
Zotu16920								
Zotu10551								
Zotu6152		1					7	
Zotu18174								
Zotu12834								2
Zotu3096				1	2			
Zotu17198								
Zotu14678								
Zotu16077	1	1		1				
Zotu8569								
Zotu20288						6		
Zotu14633								
Zotu17948						1		
Zotu11997								
Zotu19593								
Zotu8753					1			
Zotu17232								
Zotu3350	1					1		
Zotu14565								1
Zotu6868							1	
Zotu14024								
Zotu1875		1			1		1	5
Zotu18833								
Zotu8574	2							
Zotu9081								
Zotu4586								
Zotu3774								
Zotu12325							1	
Zotu8619	1			2	1		1	
Zotu17054							2	
Zotu19985	2		2			2		1
Zotu7408								
Zotu19410								
Zotu11708		2	1					
Zotu16092								
Zotu18275				1				
Zotu16159						1		
Zotu18203								
Zotu16522								
