ID	hps_ck_1	hps_ck_2	hps_ck_3	hps_ck_4	hps_ck_5	hps_ck_6	hps_ck_7	hps_ck_8
Zotu15724								
Zotu12145							1	
Zotu19041								
Zotu15731								
Zotu20041	1						1	
Zotu3293		2		2	1			
Zotu18649	3					2		2
Zotu17517								1
Zotu12262	1			1			1	
Zotu6534	3	3			1	3	4	3
Zotu18498	1					1		
Zotu20523							1	
Zotu20121				1		1		
Zotu20506				1				
Zotu12213	2	2				1	2	
Zotu13097		1		3				
Zotu13729	1				2			
Zotu12467	1	2				1	1	
Zotu12846						1		
Zotu13202	1	1		1				
Zotu10428		1		2			3	1
Zotu11325			3					
Zotu20808			1					
Zotu20036					1			
Zotu6329	2	2			3	3	2	
Zotu20519								
Zotu20571			1		1			1
Zotu12623							1	
Zotu9457								
Zotu6720	1					1	1	
Zotu8693								
Zotu20201		1						
Zotu7472								
Zotu11498		2						
Zotu8426				1				
Zotu6182		1						
Zotu6443								
Zotu15981							1	
Zotu41	1		5	133	1		11	2
Zotu4830			2	1	5			1
Zotu15934								
Zotu7008								
Zotu3999				1				
Zotu6116		2		1		4	1	
Zotu17952				1				2
Zotu8953		1	6		1			1
Zotu16985	1	1			1	3	1	
Zotu16959								
Zotu16724								
Zotu8577								
Zotu5337								
Zotu7444								
Zotu14610								
Zotu9814								
Zotu12149								
Zotu12787								
Zotu6185								
Zotu15141								
Zotu20246					1		1	
Zotu15704		1		2				
Zotu6485		6		1		1	2	
Zotu9570	1	1	1					
Zotu8575		1			2			
Zotu2198							1	
Zotu11162		1	1					
Zotu16615								
Zotu6854								
Zotu15593								
Zotu10387		2	1		2			
Zotu15754								
Zotu16427								
Zotu13685			1	1				
Zotu18265								
Zotu14313			1				1	2
Zotu19696								
Zotu7654			1		1			
Zotu20493								
Zotu17873					1	1		
Zotu3918								
Zotu18618				1				
Zotu18104								
Zotu17617								
Zotu18813								1
Zotu1778	2	1			1	1	3	1
Zotu636			3	1	1	1		
Zotu7231			1					1
Zotu10540								
Zotu11859								
Zotu9267								
Zotu20578								
Zotu15190								
Zotu14981	1							
Zotu15266								
Zotu17890								
Zotu18410				1				
Zotu19034	1		1					
Zotu6951		1						
Zotu12330		1	1			2		
Zotu10945								
Zotu16983		1						
Zotu12341								
Zotu18073								
Zotu14784								
Zotu4719								
Zotu2548	1						2	
Zotu11805								
Zotu10876		1		1			1	1
Zotu8950								
Zotu13161								1
Zotu12156							2	
Zotu9197							1	
Zotu16743	1		1					
Zotu16775								
Zotu3143								
Zotu6289								
Zotu18655								
Zotu6943								
Zotu11099	1							
Zotu15598								
Zotu7458				1			1	
Zotu3904								
Zotu12022								
Zotu20604								
Zotu4128								1
Zotu10738			1	3	1		1	2
Zotu12711								
Zotu7330								
Zotu9934								
Zotu3031					3			
Zotu14668								
Zotu11964					1			
Zotu15418								
Zotu18778								
Zotu4014								1
Zotu12854	1							
Zotu13681	2				1		1	
Zotu5502		1	5	1		1	1	
Zotu8659								
Zotu9955								1
Zotu11470							2	
Zotu13862		1					1	
Zotu2288			1	2	1			
Zotu10649		1	2					
Zotu14814				1	1	3		
Zotu7492	1	3			2			
Zotu8217	2					1		
Zotu4631			4	5				
Zotu20337			1					
Zotu6855		1		1				
Zotu1915	4		5	4	2	1	1	1
Zotu7517	1	2	1					
Zotu8888								
Zotu10172	1	1		2	1	1		
Zotu10315								
Zotu4368							2	1
Zotu12197							1	
Zotu1412		2	5	4	2	4	1	1
Zotu6765								
Zotu909	6	2	6	8	1	5	7	3
Zotu5390		1	4		2	2		1
Zotu6169	1		4	2	1		1	1
Zotu20848			1					
Zotu17569								
Zotu712	1	1	2	2	1	1		
Zotu2383	1			1			1	
Zotu12963								
Zotu2116					1			1
Zotu2297			6					1
Zotu5442		2		2		1		1
Zotu3624			1	1				
Zotu3104				3			2	
Zotu9066								1
Zotu11514			3	3				
Zotu1209	2		1				1	
Zotu677	1	2	8	2	5	3	1	1
Zotu746	2	2	3	5	6	9	5	1
Zotu19547								
Zotu5675								
Zotu17603								
Zotu3241		2	3		1	2		
Zotu2099	2		10	2	3	5	8	3
Zotu2135		1	2	1		2	2	
Zotu4677								
Zotu11628		1		2				
Zotu15092								
Zotu16121			1					
Zotu1373					2			
Zotu8493							1	
Zotu4492	1							
Zotu12749								
Zotu13130	2						1	
Zotu1216	5		2	3	5	3		
Zotu4780								
Zotu17329				1			1	
Zotu1338								
Zotu3779								
Zotu12363								
Zotu5947			2		1			
Zotu6926						1		
Zotu20674				1				
Zotu15989								
Zotu19499								
Zotu11317					4	1		1
Zotu12930					1			
Zotu1836	2		6	2	6	2	3	
Zotu3261	1	3		3				
Zotu13363			1					
Zotu3304			2			3	3	1
Zotu5021	1			2		2		
Zotu8227			2					1
Zotu5091							1	
Zotu3477	3			2			3	1
Zotu13205	2			1		1		
Zotu4078				1				2
Zotu320	6	12	10	5	7	4	5	3
Zotu2167	1	1		1				
Zotu20856			1		1			
Zotu8382	3	1					1	
Zotu5490				1		1		
Zotu7418	1					1		
Zotu1674		1	1		1			
Zotu1436	1	2			2	1		
Zotu3690			2		1		2	1
Zotu8633								2
Zotu13353						1		
Zotu3416	2	6	4	4	2	3	1	
Zotu1786	1	1	1	2	1	3	1	
Zotu3003				3	2		1	
Zotu6830								
Zotu11334					1	1		
Zotu6679	2			2			2	2
Zotu18208						1		
Zotu12447						1		
Zotu9377							1	
Zotu11870								
Zotu17118								
Zotu8203		2		2	2			
Zotu16925								
Zotu9159								
Zotu9190								
Zotu6734			1		1			
Zotu15844	1							
Zotu13185		1						
Zotu11066								
Zotu2679	1	1	1					
Zotu513	5	5	2	5	3	2	2	3
Zotu3905	2	1	5	1	1			1
Zotu8500	1	1	1					3
Zotu6828	1						1	
Zotu9204						1		
Zotu10463	1						1	1
Zotu3277		1	2	2	2		3	
Zotu20820						1	1	
Zotu4976								
Zotu10159						1		
Zotu9974		1					2	
Zotu5606		2	1				1	
Zotu4320	1				2	4		
Zotu7236	3					3	1	1
Zotu12364								
Zotu7197	3			1				1
Zotu13548	1	1						
Zotu1467			2	2	1			
Zotu8813								
Zotu15755								
Zotu18108								
Zotu3630			1	1				
Zotu12997								
Zotu5468								
Zotu5187								
Zotu19920								
Zotu14496								
Zotu20502								
Zotu16371								
Zotu16642								
Zotu9790	2	2	1	1	1			
Zotu20764								
Zotu17748								
Zotu20595								
Zotu18228								
Zotu12304						1		
Zotu13722								
Zotu19575								
Zotu19678	1							
Zotu18185								
Zotu3112								
Zotu5637								
Zotu5663								
Zotu12641								
Zotu13268								
Zotu16532								
Zotu4029								
Zotu6888								
Zotu3071								
Zotu3952	1							
Zotu15798								
Zotu13118								
Zotu10639								
Zotu14409								
Zotu11262								
Zotu16493	1				1			
Zotu9071								
Zotu18288								
Zotu20223								
Zotu11037					1			
Zotu404				24	1		3	
Zotu1357				3				
Zotu20382								
Zotu203			1	41				
Zotu4621				1				
Zotu11230								
Zotu18759							1	
Zotu18686								
Zotu17494								
Zotu16617							1	
Zotu16990								
Zotu18874								
Zotu19141								
Zotu14555								
Zotu16968								
Zotu8037								
Zotu147			8	45	2			
Zotu215			6	24		2	3	
Zotu11711								
Zotu8832								
Zotu19405								
Zotu596			1	11				
Zotu3272				1				
Zotu15471	1	1	1					
Zotu3632								
Zotu577				11				
Zotu2747			4					
Zotu6791							2	
Zotu16896					1		1	
Zotu14684								
Zotu10494								
Zotu18837								
Zotu11323		2		1				
Zotu1028	1							1
Zotu10285								
Zotu20608								
Zotu19028								
Zotu20639								
Zotu14677								
Zotu7210	4					1		1
Zotu11524								
Zotu8282	1							1
Zotu4673	1							
Zotu19710								
Zotu6994								
Zotu16282								
Zotu9802	1							
Zotu4316								
Zotu1387							1	
Zotu3995								
Zotu13462								
Zotu10313								
Zotu14871								1
Zotu16871								
Zotu6375							1	
Zotu15369								
Zotu10061		2						2
Zotu14716		2						
Zotu12729							1	
Zotu12414								
Zotu13015		1		2				
Zotu816				2				
Zotu380				15				
Zotu3951							2	
Zotu2414				3				
Zotu3948								
Zotu6946								
Zotu7581			1					
Zotu17628								
Zotu10394								
Zotu7419								
Zotu11091								
Zotu10483								
Zotu13983								
Zotu12648								
Zotu18124								
Zotu14314								
Zotu10363								
Zotu16414								
Zotu9967		1						1
Zotu20247								
Zotu15578		1						
Zotu17862								
Zotu4776	3	4	2	4	1	4	4	1
Zotu7343		2			1			1
Zotu17134								
Zotu19365								1
Zotu18147								
Zotu15978								
Zotu14935								
Zotu17491								
Zotu20265								
Zotu8699								
Zotu19550								
Zotu13416								1
Zotu15677								
Zotu18506								
Zotu20409								
Zotu6214								
Zotu10058								
Zotu10482				1				
Zotu17382								
Zotu11538					1			
Zotu20015								
Zotu12610							1	
Zotu17181								
Zotu18272								
Zotu12822								
Zotu14353								
Zotu8600				2				
Zotu6327						1		
Zotu20811								
Zotu4550								
Zotu10047								
Zotu7000								
Zotu6450								
Zotu12196								
Zotu7761		1						
Zotu15330								
Zotu13704								
Zotu12925				2				
Zotu18490								
Zotu6424								
Zotu16777								
Zotu20197								
Zotu10513								
Zotu14942				4				1
Zotu13404								
Zotu15125								
Zotu8146								
Zotu20333			2				1	
Zotu18823								
Zotu14301								2
Zotu20795				2				
Zotu11220								
Zotu12133								
Zotu18145								
Zotu12308								
Zotu14362								
Zotu15068								
Zotu6705	1		1		1		1	
Zotu7113								1
Zotu6884					2			
Zotu16831								
Zotu11494		1				1		
Zotu17933						3	1	
Zotu9413								
Zotu18045								
Zotu19197								1
Zotu17267								
Zotu20513			1					
Zotu14870								
Zotu3038				2				
Zotu17366	1					1		
Zotu16787								
Zotu18225	1				1			
Zotu15857						1		
Zotu11564								
Zotu15722								
Zotu18765								
Zotu11566								
Zotu7056			1					
Zotu20148		2						
Zotu14874								
Zotu10371								
Zotu2992				2				
Zotu1804				5				
Zotu5222					1			
Zotu3404							1	
Zotu1323				5				
Zotu158				40			5	
Zotu8485								
Zotu4630							1	
Zotu12731								
Zotu4876								
Zotu13106								
Zotu1856				4				
Zotu20501								
Zotu17604								
Zotu875				7				
Zotu996				6			2	
Zotu19836								
Zotu15361								
Zotu5682								
Zotu9454								
Zotu19217								
Zotu10527								
Zotu11079								
Zotu6718								
Zotu9867								
Zotu11191								
Zotu13985							1	
Zotu7216								
Zotu14505								
Zotu13561								
Zotu6333					1			
Zotu10942								
Zotu11934								
Zotu17822		1						
Zotu14932								
Zotu6417		1						
Zotu18612								
Zotu16738								
Zotu11467		1						
Zotu17590								
Zotu15157					1			
Zotu18586								
Zotu15298								
Zotu19840								
Zotu20212								
Zotu18349								
Zotu13832								
Zotu7532	3							2
Zotu12381				1				
Zotu12771							1	
Zotu11298								2
Zotu16976								
Zotu12516								
Zotu13335								
Zotu18255								
Zotu20298								
Zotu19477								
Zotu14852								
Zotu10481		1						
Zotu19146								
Zotu12935								
Zotu20843								
Zotu19505								
Zotu16917								
Zotu13731								
Zotu16814								
Zotu12357								
Zotu12387			1					
Zotu7632								
Zotu16214								
Zotu15289								
Zotu16372								
Zotu20564								
Zotu18344								
Zotu18734								
Zotu9048								
Zotu19119								
Zotu18409								
Zotu13974								
Zotu13643								
Zotu18461								
Zotu12368								
Zotu20515								
Zotu8406								
Zotu20512		1						
Zotu7930								
Zotu19117								
Zotu20774		1						
Zotu14337								
Zotu14828	1							1
Zotu16212								
Zotu17135								
Zotu8996			1				1	14
Zotu13430								
Zotu7013	5	1	3		2	1		2
Zotu7513		1	4	1	5		1	
Zotu13314		1	1			5		
Zotu9721	5	1			1		3	1
Zotu19652		1		1		1		
Zotu5186			1	1		9		2
Zotu12036	2		1				1	
Zotu8430		1	1	1			1	2
Zotu7196				2				2
Zotu11561		1						
Zotu7310		2					5	
Zotu3351	1	2	2	2	1	6	5	8
Zotu8613			1		1	2		1
Zotu9094		3		1		2	1	
Zotu9130	1							
Zotu7711		2	1	1		4	4	
Zotu15561								2
Zotu14543	1							
Zotu20775				1				
Zotu2034			1					
Zotu20216								
Zotu16063			1					
Zotu14002								
Zotu4937								
Zotu7864					2	1		
Zotu2073								
Zotu1335								
Zotu16924								
Zotu9840								
Zotu13692								
Zotu2254								
Zotu18051		2		1				
Zotu13520								
Zotu11654			1					
Zotu16331	1	1						
Zotu14613								
Zotu19486							1	
Zotu5269			1	1	1	1		
Zotu14219								
Zotu20190			1	1				
Zotu19634								
Zotu12382								
Zotu16901						1		
Zotu6337	1		2	2	1	3	1	1
Zotu18988			1					1
Zotu12163							2	
Zotu4217		4	4			1	3	2
Zotu12590	1	1						
Zotu9672				1				
Zotu19953								
Zotu16531	1						1	
Zotu13398				1				
Zotu18445								
Zotu16641		1						
Zotu17016								
Zotu17158	1					1		
Zotu18179			1					
Zotu8051	1		1		2	2	1	
Zotu11885	1	1					1	1
Zotu1947	7	5	6	4	7	7	5	7
Zotu2629	10	5	8	5	6	5	3	3
Zotu7322	2		1	1		4	1	
Zotu8459	1		1	1	2		1	1
Zotu9179				4		1	1	
Zotu10936	1	1	1	3			1	
Zotu10536							1	
Zotu3922	2	7	6	1	1	3		1
Zotu4184					1		2	
Zotu3456			3	1		10	2	
Zotu10129		1	2	2	2			
Zotu3614	4	5	1	2	1	2	4	2
Zotu10682					2	2		
Zotu3581	8	3	1	2	2	6	2	
Zotu5599	3		3	3	1	6	1	3
Zotu10523			1				1	1
Zotu12339			1					
Zotu8046	2				1	3	2	
Zotu13614	1					4	1	
Zotu19341								
Zotu12480								
Zotu3605	6	8	4	4	2	4	2	4
Zotu13443				1				
Zotu16026					1			1
Zotu12389	2	2		1				
Zotu9089						1		
Zotu19630								
Zotu9453		2					2	
Zotu18604			1		1			
Zotu5268	4			3	2		1	3
Zotu17973								
Zotu11939								2
Zotu10676	1					1	1	
Zotu16122								
Zotu7546								
Zotu10225								
Zotu15953								3
Zotu11507	2							
Zotu1222	11	8	8	10	9	7	6	8
Zotu529	20	24	26	15	19	12	18	20
Zotu1170	10	18	10	16	13	2	5	6
Zotu3393		3	3	2	6	2	4	3
Zotu9309			1					
Zotu2510	1	3	3	4	1		1	8
Zotu7062		1			1		1	
Zotu12428				1	2			
Zotu9924						1		
Zotu9542			3	1	1		2	1
Zotu13007	1		1			1		
Zotu18267								
Zotu19747					1	1		
Zotu9732			1	2				1
Zotu16649		1						1
Zotu2758	3	5	3	1	1	1		
Zotu10001					1			
Zotu4458	3		1				1	3
Zotu4814		1	4	2				
Zotu18979								
Zotu9506	1			2	1			
Zotu16909				1				
Zotu5598		2	3		1		1	2
Zotu12708						1		1
Zotu3801		3	2	6	2		1	
Zotu2255		1	3	6	1	6	5	5
Zotu6207		1	1				2	1
Zotu20310								2
Zotu5147		1		2	2	2	3	2
Zotu20338		1		1				
Zotu8632		2	1					
Zotu11535								
Zotu14603		1						2
Zotu913	9	6	19	17	9	10	13	17
Zotu4544		1	4	3	1	1	2	2
Zotu20006							1	
Zotu20397								
Zotu6383	2	3		2	2			
Zotu13550								
Zotu6073	2		1		2	1		
Zotu9971		1						
Zotu16093							1	1
Zotu3284	2	3	4	5	3	4	1	3
Zotu20301		3						
Zotu12602			1					
Zotu7107				1			1	1
Zotu12282							1	
Zotu8160		2	3					2
Zotu10959		1						2
Zotu12750		1		3				2
Zotu20488			1					
Zotu10909	2		2					
Zotu17614	1				1			
Zotu11155					2	1	1	1
Zotu14111				2			1	
Zotu9623		1		1	4		1	
Zotu14260				1			1	
Zotu9539				1				1
Zotu6216			1	3				
Zotu17241					1			
Zotu1639	4	6	15	3	8	6	1	10
Zotu10560								
Zotu11846					3			
Zotu16539								
Zotu10938		1	1				1	
Zotu9050			1				3	
Zotu16633		1		1				
Zotu3978	2		1		3		1	
Zotu1991	2	1	2	3	1	2	3	1
Zotu6199					1	1	1	
Zotu1592	7	1		2		2	3	2
Zotu8496		1				1		2
Zotu11399			2				1	
Zotu15657	1							
Zotu8366	1					1		
Zotu8441	2			1		1	1	
Zotu5075	1		2	2			1	
Zotu10884								
Zotu8572		3				1		1
Zotu17053				1				2
Zotu11341		1		1			1	
Zotu14238		1						
Zotu12002					1			1
Zotu13844				1			1	1
Zotu19147								
Zotu8393				1			2	
Zotu12464								
Zotu18153								
Zotu15359		1						
Zotu19573	2							
Zotu16998						1		
Zotu19789		1				1		
Zotu8617		1	3			1		1
Zotu6988		2	1			1		
Zotu11241		1	1					
Zotu20759			1			1		
Zotu3058	4	1	1	1		5	1	5
Zotu18007								
Zotu9689	2	1	2					1
Zotu10812	3		1					
Zotu18927	1		1	1		1		
Zotu17684								
Zotu7583		1	1				1	1
Zotu7982		1	1			1	1	1
Zotu10643			1					
Zotu13545						1		
Zotu6656	3						3	2
Zotu15478	1			1	1		1	
Zotu5104	1	4	5		1	2		2
Zotu5386	1				3			1
Zotu16997				2				
Zotu17346								
Zotu7675	1			2	2			
Zotu8371	1			1			4	
Zotu19414								
Zotu14507		2					1	2
Zotu15111		1				1		
Zotu19346		1		1				
Zotu8095		4	1	1				
Zotu11804	2					1		
Zotu10912	1							
Zotu12281		1				1		
Zotu15787								2
Zotu3296	1	2		1		2		5
Zotu8002		1		1				
Zotu1480	8	5	20	5	4	10	6	5
Zotu1945	3	4	2	1	5	9	1	8
Zotu2264	2	4	2	1	1	4	2	6
Zotu8906		2		1		1	1	
Zotu5185		1	3	3	1	1	1	1
Zotu2715				1	1		1	1
Zotu3695	2	2	5	4		3	1	2
Zotu11866	1			1				1
Zotu8333			3			2		
Zotu13470	1	1	1	1		1		
Zotu10450							2	4
Zotu6192	1	2		5		4		
Zotu8450	1				1	3	1	
Zotu4384					1		3	
Zotu6013		1			3			
Zotu17498	1		1			1		
Zotu4046		1	1	2		2		
Zotu10423		1						
Zotu12631								
Zotu1112	17	4	18	2	7	13	3	15
Zotu17910		1						
Zotu15089				1				
Zotu12780								
Zotu7692						1		1
Zotu20845	1							
Zotu16460								
Zotu7199		2	2	1	1		2	1
Zotu9548		2	1	2				1
Zotu9742	1	1						1
Zotu5703		3	1	2	2	1		
Zotu2554	5	3	8	3	6	1	2	2
Zotu8453		1				2		
Zotu13143		2						
Zotu10984	3					1		
Zotu7457								3
Zotu11434	1							
Zotu2426	6	3	1	5	4	11	3	3
Zotu1847	6	7	10	5	6	9	10	2
Zotu17904				3				
Zotu13888								
Zotu18076	1							
Zotu6435		5		1		4		
Zotu18881								
Zotu1723	3	4	4	7	6	4	10	9
Zotu19667								
Zotu3061	4	2		1		4		1
Zotu9863	1				1			
Zotu13302								
Zotu11963	1	3	1				1	
Zotu1732	10	13	3	3	4	7	1	5
Zotu4228		2	1	3	1	5	3	1
Zotu16759		2					2	
Zotu1327	2	5	1	9	4	1	3	7
Zotu6166	1	1	1			3		
Zotu18014							1	
Zotu11819		2		1		1		1
Zotu3852	2	3	1	2	1	3		2
Zotu12457				1				
Zotu17799								
Zotu7893				1			1	2
Zotu5665	2					2	1	2
Zotu19338				1				
Zotu20122								
Zotu13650								
Zotu3505		1	3	3	2	3	1	
Zotu9435								1
Zotu13725						1		
Zotu17895								1
Zotu9940			2		1		1	
Zotu14188			1			1		
Zotu20494								
Zotu1368	2	9	18	9	3	10	1	5
Zotu824	11	22	40	8	10	19	8	15
Zotu1969	4	4	8	7		4	2	6
Zotu4142	1	2	8			5	1	2
Zotu14241				1				1
Zotu16438								
Zotu16780					1			
Zotu13562		2						
Zotu6831	4		3	1		1	1	1
Zotu3045	3				1	3	5	8
Zotu2956	3	2	3	1	4	3		1
Zotu14703								1
Zotu20654		1						2
Zotu10376	1	3				4	1	
Zotu826	2	9	3	9	6	6	5	9
Zotu11739					2	1		
Zotu7002			1					
Zotu2668		2	2	2	4	4	1	3
Zotu3307	2	1		2		3	3	2
Zotu9608	2					1		
Zotu14328	1							
Zotu1573			1	1	1			
Zotu20673								
Zotu17227				2				
Zotu19530								2
Zotu7071		1	1	1				
Zotu17796				2				
Zotu20568								
Zotu7415		3	1	2	1	2	1	1
Zotu12466	1	1			1			
Zotu5783		1		2	1	1		
Zotu6414	1		2	1	1	2	2	
Zotu8616		1	2	3	1	1		
Zotu8713		1				1	1	
Zotu20410	1	2						
Zotu10187		1						
Zotu2102	6	8	4	3	2	5	4	2
Zotu6331	6			1		1	7	1
Zotu7311		1		3	1	2	1	3
Zotu20049						1		
Zotu12042	1			2			2	
Zotu13789								
Zotu461	26	31	12	20	14	23	23	21
Zotu1362	6		5	4	2	2	4	3
Zotu6642	5	1				3	1	3
Zotu11043			1			1		1
Zotu6970						3	1	3
Zotu15106					3			
Zotu19286		1				1		
Zotu6176	2	4		1				
Zotu11249						1		
Zotu1976	13	10	4	6		4	3	10
Zotu1515	9	12	10	9	3	8	4	5
Zotu4109	2	2	1	1			4	2
Zotu8729		2	3	1		1	1	
Zotu11206	1		1		1			
Zotu9875				4		1		1
Zotu13371								2
Zotu5197	5		1	1				
Zotu8859								
Zotu19211								
Zotu8767	1	2		3				
Zotu18391								
Zotu16228			1				1	
Zotu20681								
Zotu5082								
Zotu19699								
Zotu16345					1			
Zotu8397		1						
Zotu8662	1					1	2	
Zotu8918	2	1						1
Zotu4978		3	1	1	2	3	2	
Zotu6288	1			1	1		2	
Zotu14562								1
Zotu20573								3
Zotu2047	1	5	7	2	2	3	3	3
Zotu2204	14	1	1		4	7	2	5
Zotu12591			1		2	2	1	
Zotu17259		1	1		1		2	
Zotu18348		1					1	
Zotu14568								
Zotu11928		2				1		1
Zotu7748	2					2		
Zotu8720								
Zotu4370				2		1		
Zotu2166	6	7	9	1	1	3	4	2
Zotu4588	2	9		5	1	1	1	4
Zotu7903								
Zotu19473								
Zotu5638	2	3	1			1	1	1
Zotu5456	1	1		2		3	2	1
Zotu14922							2	
Zotu19360	1							
Zotu15282								
Zotu4665	1				1	2	1	2
Zotu5861				1	1			
Zotu18086								1
Zotu17452		2					1	
Zotu20662								
Zotu20126								1
Zotu3367		2	2	1		2	1	3
Zotu12839						1		
Zotu11352			1					
Zotu12060						3		
Zotu3401		2	2		1	4		
Zotu19584								
Zotu7927			1				1	
Zotu13758								
Zotu14084	2							
Zotu5514					1	1		
Zotu2078	5	2		1		2	1	1
Zotu13473	1	1				1		
Zotu14211								
Zotu14860								
Zotu8030						1	1	1
Zotu18028								
Zotu4584	3	2				1	2	
Zotu6939			3	1		2		
Zotu1890		2	1	1		1		
Zotu18357								
Zotu8278								
Zotu3868	3	3					1	
Zotu9660								
Zotu13810								
Zotu5725	1	1		2				
Zotu9614								
Zotu2732	2	9	8	2		5	5	6
Zotu10110		1	1					
Zotu10569		1		1				
Zotu14680								
Zotu8644			1	1	1	1	1	
Zotu8658			1			1	1	
Zotu15873								
Zotu18278								
Zotu8757		1				1	1	
Zotu10896			1					
Zotu19030								
Zotu5110	1			4		3	2	1
Zotu11639			2					
Zotu13595			2					
Zotu16356				1		1		
Zotu14737			1	1				
Zotu16796								
Zotu8044	2					1		
Zotu13030			1					
Zotu18836								
Zotu19058								
Zotu2338	5	4		2		7		8
Zotu4524	1	3		2		2		
Zotu7809	1	1						
Zotu17165								
Zotu10393								
Zotu4339	1			1		1	1	
Zotu8340	3	1					1	
Zotu7915						1		
Zotu10395								
Zotu18514								
Zotu6178	1							
Zotu11651								
Zotu14485								
Zotu11446								
Zotu12835								
Zotu12523		1						
Zotu18859		2						
Zotu2959	1	7		2		3		
Zotu18923								
Zotu9628			4					
Zotu19284								
Zotu6249	2	1		2				
Zotu9275			1					
Zotu16850								
Zotu18766		1						
