ID	bs_ck_1	bs_ck_2	bs_ck_3	bs_ck_4	bs_ck_5	bs_ck_6	bs_ck_7	bs_ck_8
Zotu18245								
Zotu15083			1					
Zotu5535			2	1		1		
Zotu15428								
Zotu1403	13	2		1	1		2	7
Zotu11865	1	2						
Zotu18821	1							
Zotu5473	1			5				
Zotu6376			1		2			
Zotu3840	1	1						3
Zotu11013		10						
Zotu12638							1	
Zotu3155	3	6	2	9			1	1
Zotu16000	1							
Zotu8195		10		1		2		
Zotu4360	1		2			1		
Zotu14458								
Zotu15170	2							
Zotu5309		2	3	1				1
Zotu13076		1		1				1
Zotu6764								
Zotu3002	2	2			1	1		3
Zotu8587	1	1			1			
Zotu4800	6							1
Zotu7366	2						2	1
Zotu9522						1		
Zotu12350								
Zotu14877			1					1
Zotu20391								
Zotu6366								
Zotu7254								
Zotu12960								
Zotu9300								
Zotu7545								
Zotu5208		2				2	1	4
Zotu4088								1
Zotu19200					2			
Zotu6921								
Zotu3806	1		3					
Zotu4207							1	
Zotu8182								
Zotu7524			2	1	3	2	1	1
Zotu20402								
Zotu10141				1		1		
Zotu505			5	2	2			2
Zotu11460						2		
Zotu15040			1					1
Zotu20827					1			
Zotu9755								
Zotu6575								
Zotu15135								
Zotu19868								
Zotu15744								
Zotu19818								
Zotu5772	2		1		3		3	
Zotu16162								
Zotu7995								
Zotu3198								
Zotu12009	2							1
Zotu12155								1
Zotu15732								
Zotu9412			1	1				
Zotu6548					1	1		
Zotu6133								
Zotu6684					5	1		
Zotu17665								
Zotu2247	2			1				1
Zotu1243	1		4		5	1	1	1
Zotu12058								
Zotu17967								
Zotu11450								
Zotu19387								
Zotu19460	2							
Zotu8477			2					
Zotu13937								
Zotu8839								1
Zotu19977								
Zotu3756						1		
Zotu9743								
Zotu6054								
Zotu11025						1	1	
Zotu6104								
Zotu4044								
Zotu8233					1			
Zotu12460								
Zotu8357				2				
Zotu16502								
Zotu16049								
Zotu19444								
Zotu16469		1						
Zotu741								
Zotu14845								
Zotu14462								
Zotu16577								
Zotu9496								2
Zotu8782								
Zotu7803								3
Zotu9464			1				1	
Zotu15834								1
Zotu6605	1						1	
Zotu17166								
Zotu1782	2	1			4		2	3
Zotu13962		2					2	
Zotu17610							1	
Zotu20542								
Zotu8940	3	3	1		2			1
Zotu19288							4	
Zotu18403								
Zotu14143							1	1
Zotu13264		1	4		2		2	
Zotu16450		3				2		
Zotu16819	1		2			1	1	2
Zotu9388								
Zotu19806								
Zotu3737								
Zotu9171								
Zotu4835								
Zotu1528								
Zotu4288								
Zotu939		2						
Zotu2926								
Zotu1599								
Zotu2032								
Zotu2880		1						
Zotu2309								
Zotu10146								
Zotu6262								
Zotu15924								
Zotu20516								
Zotu6120								
Zotu2194								
Zotu5023								
Zotu15995								
Zotu17464								
Zotu18331								
Zotu17793								
Zotu13294								
Zotu18250								
Zotu9502							1	
Zotu14956								
Zotu9088								
Zotu14267								
Zotu4329								
Zotu16105								
Zotu20093								
Zotu20669								
Zotu19608								
Zotu19721								
Zotu15577								
Zotu17944								
Zotu19366								
Zotu16708								
Zotu16717		1						
Zotu14529								
Zotu18382								
Zotu4962								
Zotu25								
Zotu117							1	
Zotu3192							1	
Zotu4364								
Zotu15474								
Zotu5546								
Zotu7970								
Zotu10275								
Zotu6243								
Zotu285								
Zotu13108								
Zotu20760				1				
Zotu9	6	3	6		11	5	4	10
Zotu19967								
Zotu3559								
Zotu5973								2
Zotu19596								
Zotu4692								
Zotu9178								
Zotu9905								
Zotu20345			3					
Zotu9565		2		1				
Zotu15961								
Zotu19899								
Zotu20610								
Zotu11326								
Zotu14178								
Zotu18832								
Zotu17880								
Zotu11834			2		2	1		
Zotu12075								
Zotu17202				4				
Zotu4798	2	3	5	4		2		1
Zotu7468	3				2	2	1	1
Zotu14271			2	1		1		
Zotu13213			1					2
Zotu16219		1						
Zotu16164	3	2						
Zotu2551			1	1			1	
Zotu13714		1						
Zotu17228			3	1				
Zotu6420								
Zotu18584								
Zotu3722	1	1			3			
Zotu3292	1			10	1		1	2
Zotu3671		1						
Zotu4108	1			1				
Zotu9392		1						
Zotu2682						1		3
Zotu14934			1					
Zotu18532					1			
Zotu13272								
Zotu19796				1	4			
Zotu10887		2					1	
Zotu13672								
Zotu9218								
Zotu9128								
Zotu13510		1			1		2	
Zotu3571	2	2					4	2
Zotu17373		2					3	
Zotu1383	3	49	5	30	3	1	77	1
Zotu9365	3	1		1			6	
Zotu7854	1	1	1				11	
Zotu12900								
Zotu1667						2		
Zotu2377								1
Zotu7839								
Zotu4158								
Zotu6940	4	4			4		6	
Zotu20284		3		1		1		
Zotu16169							1	
Zotu7816				1	1			
Zotu1849						17		
Zotu11653								
Zotu10389	1					1		1
Zotu15695								
Zotu15810			1				3	
Zotu13949							2	
Zotu13720					1		6	
Zotu9590		6						
Zotu18207								
Zotu9227				1				
Zotu2086	1		1			8		1
Zotu11847			1				1	
Zotu18538								
Zotu2918		1		2	1		8	3
Zotu16729								
Zotu11844								
Zotu11905			2					
Zotu16946				3				
Zotu4413	15	1	2	3	2	1	9	2
Zotu13631		1					4	2
Zotu9719		29						
Zotu18470								
Zotu9561		1	1		8			
Zotu13128	7				2			
Zotu11329	3					2		3
Zotu11736	1	1	2		1		2	3
Zotu1710	3	8	27	15	12	17	28	26
Zotu414	78	34	61	97	48	34	141	73
Zotu1008	6	12	5	3	15	9	30	12
Zotu10961								
Zotu3781		2	6	2	3		7	8
Zotu6632	2				14	1	1	
Zotu6912	1				8			
Zotu1462	3	5	2	8	3	8	3	3
Zotu6189			1	2	2			1
Zotu10605			2					
Zotu13689								
Zotu16490		1						
Zotu14516								
Zotu15851								
Zotu16700		2						
Zotu10326								
Zotu18401								
Zotu16595								
Zotu12396								
Zotu18088	7				1			1
Zotu9360					1		1	
Zotu3538		1						1
Zotu11850		4						
Zotu15007	2	2	1				1	
Zotu4227								
Zotu7535		1						
Zotu8970								
Zotu20683								
Zotu18054								
Zotu9665								
Zotu10338				4				
Zotu14532								
Zotu5839								
Zotu19511								
Zotu20016							2	
Zotu20235								
Zotu9347		2	1				2	
Zotu1545	5	13	7	6	10	8	31	5
Zotu2069								
Zotu8468				1			1	
Zotu6981				10	1			
Zotu16035								
Zotu19342							1	
Zotu15824								
Zotu11332								1
Zotu18600				1			2	
Zotu18356								
Zotu8074								
Zotu18653								
Zotu3246			3	2	2		2	2
Zotu7985		1		1			1	
Zotu7094			2			1	1	
Zotu1123	7	13	9	42	7	3	13	3
Zotu7531	6	7			1	2		
Zotu18361								
Zotu9601								
Zotu16189								
Zotu3474		1						
Zotu18374	1			1				
Zotu17011	1	2						1
Zotu6902		1						
Zotu15479								
Zotu2460					2		1	
Zotu4185				5			1	
Zotu6993			1					
Zotu7495	6	5						
Zotu961	4	12	6	7	9	16	19	8
Zotu3341		2	2		1	4	1	1
Zotu14717		1						
Zotu15368								
Zotu20131				1				
Zotu15385								
Zotu16276								
Zotu18291								
Zotu8244								
Zotu17848								
Zotu7267								
Zotu9263								
Zotu7587						3		
Zotu9074								
Zotu11984								
Zotu5917						1		
Zotu8130								
Zotu9246								
Zotu7307								
Zotu11084								
Zotu19430								
Zotu15865					2			1
Zotu12264					1			1
Zotu5467								
Zotu2246			2			1		
Zotu7345			1	1	2			
Zotu11239					1			1
Zotu11034								
Zotu4480			1			2	1	
Zotu12675								
Zotu1937	2	2		2	3	5	6	10
Zotu9030		1	1			2		
Zotu2356			2	1				4
Zotu17496								
Zotu7091		1						
Zotu10905	2		1					
Zotu19225			2					
Zotu17154				1				
Zotu12788					1			1
Zotu15932						1	1	1
Zotu9095								
Zotu3211								
Zotu6702								
Zotu10042			1					
Zotu13301								
Zotu19595								
Zotu14279								
Zotu13687								
Zotu13062								
Zotu14791								
Zotu15329								
Zotu12053								
Zotu6523				1				
Zotu11003								
Zotu15668		1						
Zotu17592								
Zotu18244								
Zotu20352								
Zotu6457		1	3					
Zotu2525			1			1		2
Zotu14608								
Zotu3249	3	4		1				
Zotu2050		3	3		2			
Zotu3726								
Zotu590			1	3				
Zotu586	1	24	3	8			1	4
Zotu6900		2						
Zotu496	1	36	4	4	5		2	
Zotu1292		8			1	2		
Zotu1352						10		
Zotu2506		2						5
Zotu6606						2		
Zotu16182				1				
Zotu4270	1		1					
Zotu11214				1				
Zotu7370								1
Zotu14070								
Zotu10485								
Zotu13345								
Zotu6202		1						
Zotu1289		2	4					
Zotu6377		1						
Zotu2311								
Zotu12296								
Zotu3360								
Zotu12243								
Zotu15464								
Zotu5530								
Zotu20400								
Zotu9181								
Zotu12383								
Zotu1444								
Zotu3080								
Zotu8607								
Zotu3447								
Zotu5325								
Zotu7611					1			
Zotu12348								
Zotu17413								
Zotu18139			1					
Zotu4115							1	
Zotu12710		1						
Zotu18395					1	2		1
Zotu3706	3	1					1	2
Zotu7047	1					2		
Zotu8719								
Zotu15647	2		2		2		1	
Zotu14367	1							
Zotu9158			1		3			
Zotu19185		1	1					
Zotu9123								
Zotu4872	2			2	1	6	2	
Zotu10305				1	1			
Zotu12158	2					1		
Zotu4802			5			1		1
Zotu10025						1		
Zotu9093		1	1		1	3		2
Zotu11583			1				1	
Zotu20467								1
Zotu7774	1					1		
Zotu11216			1			2		
Zotu18724								
Zotu11526	1							
Zotu13174					1			
Zotu1851	3	3	1	1	12	2	3	4
Zotu14589		1			1			
Zotu5028		1						
Zotu6504			3	1	2			
Zotu9341			1					
Zotu16698								1
Zotu8070				1		2	2	
Zotu16644							1	
Zotu10469				1	1	1		
Zotu16087								
Zotu14786	1							
Zotu20183			1					1
Zotu2589			2	1		3	5	11
Zotu6067			1				2	
Zotu2149	2	2				3	3	2
Zotu6786			1					1
Zotu11614	1				1	2		
Zotu18528	1							
Zotu16962								
Zotu15215					1		1	1
Zotu2609		3	4	2	1	3	3	4
Zotu8625			1					
Zotu9129					1			
Zotu8517					1			
Zotu12453								
Zotu2861	1	1	1	1			1	5
Zotu4765		1			1			
Zotu5475	2		1	1		3		1
Zotu13768			1		1		1	1
Zotu9216	1		1	2				1
Zotu11608								1
Zotu9135			1	3		1		
Zotu8797								
Zotu6596	1							
Zotu13656								
Zotu8843					2			1
Zotu11776					3			
Zotu8646								
Zotu18101								
Zotu15699			1					
Zotu3725		13				4	2	
Zotu4167					1	1		
Zotu15960								
Zotu4321								
Zotu17285		2	1					
Zotu3503		3			1			
Zotu2555	2		7	4	2	1	3	
Zotu9063								
Zotu10169								
Zotu7506		1						
Zotu2028								
Zotu6607								
Zotu3218			1		5		1	
Zotu15427								
Zotu931	7	6	5	12	10	6	2	4
Zotu7398				1		4		
Zotu5426	1	1	1	1	1		2	1
Zotu4716	1	1		1	2			
Zotu15746	1							
Zotu18448								
Zotu966	9	6	10	5	10	16	5	13
Zotu1642	2	5	1	1	6	4	5	5
Zotu15291							1	
Zotu2893	1			4	8	4	4	3
Zotu12458								
Zotu48	150	127	185	106	194	156	71	186
Zotu2764	3		1	1	1			
Zotu6767					7	1		1
Zotu7128		1			3			
Zotu1608	1	1		1				
Zotu9499	4		1	3				
Zotu3354	11	6	6	6	13	21	6	8
Zotu6726		1	2				1	1
Zotu3981								
Zotu9829								
Zotu20359								
Zotu20693					2	2	1	7
Zotu14090	1	2		2		3	4	1
Zotu608	20	4	13	15	19	30	14	19
Zotu1932	5	3	2	1		6	4	3
Zotu6441	1				2		2	
Zotu7165	2	1	1	1	2	3		1
Zotu13457	2	1			3	4		
Zotu15155	1			1				
Zotu19722								
Zotu7388			2	3	1			
Zotu9647				1				
Zotu16849							1	
Zotu3391		1		1			7	
Zotu5094	3						2	
Zotu5141								
Zotu4847			1			4		2
Zotu10142								
Zotu4697	3		1	1	3	1		
Zotu2777		1	1		4	1		2
Zotu14218								1
Zotu17102						2	1	
Zotu14643				3	2		1	
Zotu4520	3		2	9	1	3		7
Zotu8106	12			1				
Zotu2974	3		7	14	6	7	4	5
Zotu319	53	31	55	40	53	70	68	87
Zotu919	18	16	18	14	17	21	15	26
Zotu6577	2	1			2	1	2	4
Zotu17359	1	1	1			1	1	1
Zotu299	71	48	52	48	51	53	41	60
Zotu12018								
Zotu19212	4	1	2	1	1	1	2	
Zotu10774						1		1
Zotu16904								
Zotu9420			1					
Zotu5464	5			2	1	1		
Zotu6025		4				4	3	1
Zotu6086		10		1			1	3
Zotu7329								
Zotu14894			1					
Zotu18746	1	1	1					
Zotu1900	3			1	2	3	3	2
Zotu14347			1	1		1		
Zotu11126				2		2		1
Zotu12026				1				
Zotu732	10	18	12	5	1	14	3	4
Zotu8759								
Zotu15395								
Zotu3042	9	16	2	4		4		
Zotu3060	7	20		4		2	3	1
Zotu4427	1			1		1	1	3
Zotu7215	45					3		2
Zotu8873	1							
Zotu11422	7		2		4		4	2
Zotu11574	21							
Zotu5188	1	15				5		2
Zotu15206								
Zotu5032			1	1	3	6	1	1
Zotu2201	6	4	2		3	3	2	3
Zotu6769	1	2	1		3	1	1	4
Zotu5656	3		2	1			1	1
Zotu744	1		6	3		7		5
Zotu4805								1
Zotu10955			1			2		1
Zotu19540			2	1		4		1
Zotu10033			1					
Zotu19114	1		1			1		2
Zotu18350			2	1				
Zotu6906	1		2					1
Zotu8698			1					2
Zotu10646			2					1
Zotu19620								
Zotu9980		1	6			1	1	2
Zotu5522	4	1	1			1	1	
Zotu11893					2	1		
Zotu16914								
Zotu16860						2		
Zotu17283		1						
Zotu8741						2		2
Zotu6196	1				1			4
Zotu1683	2	12	7	6	7	1	7	12
Zotu8481		1	1				1	1
Zotu18326			1				1	
Zotu5788				3			1	2
Zotu8911			1					1
Zotu6620			1	1	2		13	
Zotu4778	1			2		1	7	3
Zotu12397	1	1	2	2	1			1
Zotu3831		1	1	4		1	3	
Zotu7303	2				3	1	2	1
Zotu13009	1		1					1
Zotu2088	8	3	7		2	5		20
Zotu17704								
Zotu985	16	9	12	7	9	6	13	10
Zotu10590		1	1		1			
Zotu5374		1	1		2		1	2
Zotu773	3	16	6	2	1	6	5	8
Zotu1072	29	13	25	6	13	6	12	10
Zotu1567	18	7	13	7	1	4	7	3
Zotu4614			1	1	1			17
Zotu12868	4	2	2		3	1	1	4
Zotu2989	2	1			1	5	3	1
Zotu18328								
Zotu10914								
Zotu12370								1
Zotu15959			2			1	3	
Zotu15651	1		1			1	3	
Zotu1077	6	2	7	4	3	13	2	9
Zotu2130	1		1	3	4	5	3	4
Zotu4130					1	8		
Zotu12748						1		
Zotu704	15	2	13	9	2	10	11	9
Zotu4025	1			3		1	1	
Zotu699	7		6	6	2	4	3	5
Zotu10278					5	1		
Zotu7134		1	1		1	1		2
Zotu5254					1			
Zotu4643	1		2			7		5
Zotu1634		1						8
Zotu2568	5	2	6	2		4	2	2
Zotu18050				1				
Zotu11638								
Zotu19557			2					
Zotu18295								1
Zotu2084				1		7	1	2
Zotu10312								1
Zotu19633								
Zotu2077	3	1	4	2	3	8	3	3
Zotu3963			1		1	1		2
Zotu3544	1		1			1	1	2
Zotu13058								
Zotu7923						1	2	1
Zotu6403	2					1	2	4
Zotu13223								
Zotu13157								
Zotu14154								1
Zotu13110								
Zotu13232						1		
Zotu16590								
Zotu10269	1							
Zotu3837		1						
Zotu12212								
Zotu13253								
Zotu3302	3	2	6	1	1	1	3	3
Zotu19709								
Zotu1880	16	1	5	2	2	4	5	4
Zotu15937			1		1			
Zotu2952	6	2	1		2	1	4	3
Zotu9503			1					7
Zotu14644								
Zotu16442			1					1
Zotu2206				3	2	2	2	2
Zotu6259				4		1		
Zotu7300				1				3
Zotu3641	1	2						
Zotu11818		8	3		2	1	1	
Zotu10180			4			1		
Zotu10970					1			
Zotu14508								
Zotu8313								
Zotu18106					1	2		1
Zotu16008	1		2		3	1		
Zotu1171	4	3	8	3	2	10	5	7
Zotu307	16	10	22	20	21	13	21	19
Zotu20115	1							
Zotu309	18	16	16	21	14	34	16	31
Zotu61	73	65	85	50	76	99	77	107
Zotu18492	3	2		3	1	1	2	6
Zotu318	23	19	14	13	17	30	21	39
Zotu8394	4	2	2	8	10	17	9	11
Zotu17061	11	7	7	3	6	9	8	8
Zotu15433	1	2	2		1			6
Zotu381	30	13	18	10	10	17	21	32
Zotu9526	4	4	9	7	9	6	5	12
Zotu4093								
Zotu19241	1	6	8	2	3	3	6	12
Zotu992	2			1	8	3	3	1
Zotu8092								
Zotu324	3	4	8	3	5	4	7	7
Zotu10631								
Zotu1534			1	5	1	7	2	1
Zotu7263								
Zotu14011								
Zotu1370	2	3	3	4	1	4	2	16
Zotu9080	2	2					2	2
Zotu18144		2						
Zotu2768								
Zotu6673								
Zotu16654			1		1			
Zotu19029								
Zotu3563	2				1		2	2
Zotu9757			1					1
Zotu7766								
Zotu1694						2		5
Zotu1188			3		3	2		2
Zotu11790								
Zotu9865	6	3	12	4	11	7	2	9
Zotu16745	1	1	5	3	8	1		3
Zotu10558		4	1	2	3		2	3
Zotu12142		1	2			1		
Zotu927	9	5	7	32	14	10	5	9
Zotu9568						2		
Zotu3990	4		1	3	3	3		8
Zotu19115								
Zotu1130	2		2	4	3	1	1	5
Zotu4525					1		1	
Zotu15839			1			1		2
Zotu3311	7		2		1	1		2
Zotu5939			1		1	1		
Zotu12459			1					
Zotu11512						1		1
Zotu5884					3			
Zotu19362								
Zotu4641			2		1	4	2	4
Zotu12744	11	3	5	2	20	13	7	13
Zotu20297	10	14	12	12	23	17	6	23
Zotu29	188	110	230	175	242	283	143	264
Zotu234	33	18	42	26	33	34	23	48
Zotu14827					1	2		1
Zotu849	13	4	10	6	8	8	1	8
Zotu14864	18	12	37	14	30	30	14	48
Zotu9433			2		2	1		
Zotu754	6	1	5	3	6	4	2	5
Zotu9250			2			1		1
Zotu12552	1	1				4		1
Zotu595	16	19	6	2	4	6	3	5
Zotu3484	2	1				3		
Zotu4324	2				2	1	1	1
Zotu443	18	18	30	12	25	25	7	25
Zotu1713		2	1	2	2	2	1	3
Zotu18304							2	
Zotu1610	2	5	6	5	12	4	6	5
Zotu11492								
Zotu16928			1		1	1		
Zotu1978	8	2	14	4	9	3	2	9
Zotu2252	1	3	8	3	2	2	4	5
Zotu13184		2					1	
Zotu6283	2			3	1	1		4
Zotu9277	2	1	2	3	2		1	7
Zotu9655	2	1	2	3		3	1	
Zotu4129			3	1			1	3
Zotu20254				1				
Zotu3935					2			1
Zotu4599		1	1			1	2	1
Zotu5710						1		
Zotu3794					2	4	2	1
Zotu6818			1	2	2	1		1
Zotu611	1	1	10	1	5	9	5	8
Zotu1378	3	1	6		4	9	4	5
Zotu8585	3		3					
Zotu5077			1	1	2			
Zotu14710			1					
Zotu15689			1					
Zotu18886							1	
Zotu3387			1		1	2		2
Zotu4009		1	1					
Zotu1258	4	4	5	3	6	1	3	2
Zotu2853			6	1		5		1
Zotu6109							1	
Zotu4733								
Zotu20609								
Zotu15415					2			
Zotu2874	3		7			3	1	3
Zotu10785	2		2					
Zotu19931	1				1			
Zotu16936				1			1	
Zotu1560	5	1	1	3	2	2	2	5
Zotu1720	4	1	1	6	2	4	3	1
Zotu16551					2			
Zotu13403								
Zotu2158	4	4	1		1	2	1	2
Zotu16270	1							
Zotu2611	3		4	1	3	4	4	1
Zotu8189	1	1	1			1	1	
Zotu20128			1					1
Zotu11669						4		1
Zotu5184				1	1	1		
Zotu10878								
Zotu2184	1	1	5	3		3	1	3
Zotu3264	3		1	3	6	4	5	1
Zotu19308								
Zotu17084								
Zotu2090	3	4		3	3		2	4
Zotu17778							1	
Zotu4547	1		6	1				1
Zotu89	18	15	45	34	51	39	27	25
Zotu235	9	4	17	6	14	8	5	10
Zotu15358			1					1
Zotu13192		1	2	2	2			1
Zotu18437			1			2		
Zotu2819	3	1	1		4	1	1	8
Zotu1554	1							
Zotu2444								
Zotu12072								
Zotu3873								
Zotu5555								
Zotu4260						1	1	
Zotu4475								
Zotu14323								
Zotu3864	5		3	3	3			2
Zotu10015					1		1	
Zotu2241	1	2	4	3	4	2	8	8
Zotu2761	1	1			3		4	5
Zotu2850	4	3	6	2	1	5	3	2
Zotu563								
Zotu1142					2			
Zotu1726			1					
Zotu2317	1	2	5	3	2	2	1	3
Zotu15315					1			
Zotu7681				1	3	2	1	1
Zotu1432	4	1	6	8	5	6	7	4
Zotu2009			3	4	3	7	2	5
Zotu3370		2	1	5	2	1	1	7
Zotu2665	4	3	3	6	7	3		6
Zotu13169	1							
Zotu2242	1	2	17					
Zotu13575			1					
Zotu1669								
Zotu11196								
Zotu6608								
Zotu12059								
Zotu8171	1							
Zotu8788								
Zotu12234						6		
Zotu16697		5				1		
Zotu3659								
Zotu956								
Zotu11703								
Zotu4231		1				1	1	1
Zotu5979				1				
Zotu3885			1					
Zotu17674		1						
Zotu8705	4		3		2			
Zotu3666								
Zotu4121				1				
Zotu3916	1							
Zotu20113								
Zotu14991								
Zotu14057								
Zotu10638								
Zotu2908			1		1	3		1
Zotu4140				1		1		
Zotu12064								
Zotu14020								1
Zotu17945								
Zotu14105								
Zotu3194	4			1		1	1	1
Zotu7023	1					1		1
Zotu2331								3
Zotu6847								
Zotu1404								
Zotu354	1	1		3		2		1
Zotu450	27	3		2		3		3
Zotu528								
Zotu2432	1			5		1		
Zotu129				2				8
Zotu4698								
Zotu6455								
Zotu18123			1					1
Zotu7274	1	2				3		
Zotu14697				1				
Zotu2953	1	5			2	10		3
Zotu373	15	14	38	21	50	36	17	35
Zotu201	44	32	65	24	73	84	38	51
Zotu1701	8	3	10	4	11	14	5	8
Zotu421	26	4	27	24	28	29	16	19
Zotu1884	5	4	6	5	8	10	2	14
Zotu2840		1	2		7	3	2	2
Zotu4294	2		4	4		4		2
Zotu16919								
Zotu1598			1	3	2	5	3	6
Zotu4057			2		2	2		
Zotu6750				2	1	2		
Zotu20806						1		
Zotu868	5	2	6	7	9	15	7	18
Zotu1925		1	2	4	4	3	2	3
Zotu2240	4	4	1	2	1	5	1	5
Zotu9909								
Zotu20234								
Zotu9993								
Zotu673	3	21		5		4		1
Zotu7510								
Zotu1931	1		2		3	2		
Zotu1315	4	87	2		8			4
Zotu2321								
Zotu2552								
Zotu12766								
Zotu11069								
Zotu1542								
Zotu3628								
Zotu1156		2		4	5		1	5
Zotu5177								
Zotu474	6		1	2	4	5	3	7
Zotu799				1				2
Zotu6677								1
Zotu9686						4	2	1
Zotu18221								
Zotu1471		2	1	1				
Zotu9650						1		
Zotu10433								
Zotu5911								
Zotu16626								
Zotu4766								
Zotu18339						1		
Zotu10662								
Zotu15710								
Zotu18635								
Zotu11907								
Zotu4318					1			
Zotu5432			2					
Zotu11278								
Zotu6625								
Zotu12315	2		1	1				
Zotu20463								
Zotu9474								
Zotu5317			1				1	
Zotu6137	1							
Zotu2773			1			3	2	
Zotu11482					1	1		
Zotu5006								
Zotu18966								
Zotu195				1		1		
Zotu64	20	7	30	3	3	15	5	13
Zotu13047								
Zotu13100								
Zotu16055								
Zotu6126								
Zotu9245								
Zotu13913								
Zotu1330				1				1
Zotu5524								
Zotu6373								
Zotu8635	2	10		1				3
Zotu9327		3						1
Zotu16965								
Zotu3578	3							
Zotu8342	1					1		
Zotu2044	1		1	1		4		2
Zotu2475	3		2	2		3		2
Zotu18860								
Zotu2591		2						
Zotu13922								
Zotu13835								
Zotu14804								
Zotu14937								
Zotu8000	1					2		
Zotu16358								
Zotu2108								
Zotu1192	11	10	7	3	1	7		12
Zotu6535	3	1		1		1		
Zotu3886			8	2	2	2	5	2
Zotu20723	6	3	6	2	13		10	25
Zotu5002	3	2	9					6
Zotu269	12	12	11	10	14	25	6	15
Zotu1477								4
Zotu38	156	103	167	122	278	228	113	192
Zotu3400		6	2	1	2	7		3
Zotu955						5		
Zotu11488								
Zotu1594	5	2	2	19	1	1	2	3
Zotu1805		194		3	4		5	3
Zotu3069	2	3	1	1	2		15	
Zotu7106								
Zotu17167						1		
Zotu1717	2	4	4	2		7	2	3
Zotu1957	5	2	2	1	6	10		5
Zotu15897								
Zotu431	35	19	30	32	54	33	31	35
Zotu627	23	15	15	12	35	28	26	19
Zotu457	25	23	41	23	41	18	34	22
Zotu2812	4	4	1		4	1	2	4
Zotu5171		3	1	1	2	6		4
Zotu11101		1						
Zotu4426		2	2	1	2	1		
Zotu14207			1			1		
Zotu18917								
Zotu2336		2						
Zotu11603	1							
Zotu3588	3		8			1		
Zotu8289								
Zotu16377								
Zotu1817	5	2		2	1		2	1
Zotu19081		2						
Zotu8284								
Zotu751	22	20	25	2	18	16	5	14
Zotu11015		8	1		1			
Zotu2110	10	3	12	9	10	6	3	6
Zotu20328								
Zotu3127		1	2		3	1		
Zotu7040				1	1			
Zotu18362	1		1					
Zotu19157	2		2	2	11	7	2	8
Zotu19274	1		4	5	9	8	1	4
Zotu2685	4	3	4	4	3	6	4	11
Zotu3044	5	2	4	8	7	12	9	8
Zotu5251	4	6	5	12	11	17	3	14
Zotu3957	3	2	3	2	12	2	2	1
Zotu68	94	75	100	83	153	135	91	145
Zotu371	33	21	29	13	55	38	51	84
Zotu1613		1	2	1	3	6		5
Zotu3406	1		1	3	1	1	1	8
Zotu17470	1	1	1	2	8	1	2	5
Zotu19586	5	4	4	3	1	4	2	3
Zotu4261	1	1	1		3		1	3
Zotu15945	7	1		1		1		2
Zotu310	25	16	17	18	36	24	16	28
Zotu630	14	8	16	6	17	17	8	22
Zotu7036		1	2		1			1
Zotu15355				1	1			1
Zotu422	15	14	35	13	37	25	14	33
Zotu5018			3	3	1	4		
Zotu4095	2		8	5	1		4	6
Zotu19315	4	3	4		3	1	2	2
Zotu8013	1				1	1		2
Zotu2800	25	20	26	13	32	64	22	37
Zotu15627				2				1
Zotu4484			1		1		3	1
Zotu1377	10	5	16	1	9	14	7	32
Zotu12801				1			3	
Zotu7941	1		4		2	1		
Zotu16051								
Zotu3755	2		1		2	1	2	1
Zotu2393	4	2	1	1	3	1	5	9
Zotu11570		1			5		1	
Zotu18831	2	2			2		2	6
Zotu1501	5	2	9	2	5	3		21
Zotu11115		1	1	1	1	5	1	
Zotu193	19	24	56	10	26	40	26	35
Zotu1565	7	4	9	2	3	13	15	11
Zotu4307								
Zotu2827	5	3	3	4	1	3	3	9
Zotu17323				1				
Zotu9261		15	1			1		1
Zotu3381	4	40	1	41			1	
Zotu18742	6	2	5	3	7	4	5	11
Zotu9493	1	4	2	1	3	1	1	
Zotu13947								
Zotu728					1			
Zotu5820		9	2		1		3	1
Zotu7242					4		1	
Zotu6266	1		4	1		1		3
Zotu4740		1						
Zotu20100						1		
Zotu20469			2					
Zotu6359			1	1	3			1
Zotu17469						1		
Zotu16420								
Zotu4064	1	1	1		1	7	1	1
Zotu12258								
Zotu7764					1	2	1	1
Zotu20777						1		
Zotu3765	1	1		1				1
Zotu18286								
Zotu2335	1			1		22		
Zotu3144		2					2	
Zotu7837		2						
Zotu1199	6	3	13	3	4	13	7	27
Zotu2026	5	4	9	5	4	8	3	13
Zotu8747			2			3		2
Zotu15952					1			
Zotu8179			1					
Zotu3091		6		2	5			
Zotu1715	1	4		1		1	1	1
Zotu1941	1		2			3	3	1
Zotu5322		1		3		1	1	2
Zotu7171		1			2			
Zotu8257		1	6	2	2	3	1	3
Zotu3229	1	4	2	1	9	4	3	4
Zotu1653	7	13	7	8	10	7	30	11
Zotu3863	4	2	2	3	2	2	10	2
Zotu7512				1				1
Zotu7987	1							
Zotu2231	6	4	2	4	2	2	1	3
Zotu9248	2							1
Zotu11202					2		1	
Zotu19077				1		2		
Zotu4483	1				1			
Zotu18130						3	5	1
Zotu4936				2	2		5	2
Zotu5409	6	1	2	1	2		3	3
Zotu10495	2		3			1		
Zotu16151								
Zotu13850		2		1				
Zotu19402		1		2				
Zotu15084				1				
Zotu16895		1						
Zotu3497	2					1		1
Zotu7325		1		1				1
Zotu5759							1	
Zotu13474								1
Zotu16293					2	2		
