ID	rs_ck_1	rs_ck_2	rs_ck_3	rs_ck_4	rs_ck_5	rs_ck_6	rs_ck_7	rs_ck_8
Zotu12162								
Zotu12277								
Zotu9639								
Zotu8081		1				1		2
Zotu5597		4		1				
Zotu9045	2		1	1				2
Zotu10858		1					2	
Zotu4961	1	2		1	1	1	2	1
Zotu8180			1					
Zotu16797								2
Zotu11033		1						
Zotu16826								
Zotu6278						1		1
Zotu5122	1			2	1	1		2
Zotu2817	2	2	6	7	1	5		9
Zotu17438	1		2	1				1
Zotu634	6	6	16	9	7	9	8	11
Zotu6752								
Zotu15296	1	1		1				
Zotu12391		1	1					
Zotu3383	1	7		3	6	3	1	7
Zotu2117	4	3	5	4	4	2	2	7
Zotu5954	2	1		1	1	2	1	1
Zotu6866	1	1		1			1	2
Zotu4819		4		1		1	2	2
Zotu5668			1	1	1		3	2
Zotu15481						2	1	
Zotu9364	2		1				2	
Zotu11011				1	2			
Zotu2071	2	1		4	1	2	2	6
Zotu3377	4	3	1		1	3	1	3
Zotu4647	4			2				
Zotu19737							2	
Zotu18535								
Zotu8808			1			1		1
Zotu7712								3
Zotu10720	1	2	1				1	
Zotu5714	1		1	2			1	2
Zotu19680								
Zotu6382	1	3		2	1	1		1
Zotu8335			1					2
Zotu18719								
Zotu17334								
Zotu10618								
Zotu18052			1					1
Zotu20784								
Zotu15738								
Zotu20043								
Zotu907	5	3	4	4	5	7	1	2
Zotu1950			4	2	3	1	2	
Zotu6372								
Zotu6657				3	3		1	1
Zotu1206	2	1	4	8	8	8	5	7
Zotu2547				4	4	1	6	3
Zotu3055	4	1	1	2	2	2	2	4
Zotu4881			3	3		6	2	4
Zotu9031						1		
Zotu6494	1				2			
Zotu13965								
Zotu17072				1		2		
Zotu874	2	2	9	6	5	1	6	4
Zotu1309	4	6	1	6	4	4		10
Zotu19489	1	1	2					
Zotu3812			1	3		2	1	
Zotu1775	2	9	10	3	3	3		8
Zotu7124						1		6
Zotu3021	4	4	7		2	3		2
Zotu10901		1				1		1
Zotu7346				1				
Zotu13992	3			1		3	7	
Zotu18259		2			1			
Zotu18613								
Zotu18231								
Zotu9880							6	2
Zotu19037				1				
Zotu4670	6	1	1		1	1	3	
Zotu14234				1			3	5
Zotu15929		3	1				2	1
Zotu4084	7	3	3	1	5	2	15	15
Zotu6676		4	6	1		1	6	
Zotu15469								1
Zotu5472								3
Zotu12185		1						
Zotu6622				1			1	1
Zotu2537			1	1	2	1	1	6
Zotu7335							3	
Zotu15274								7
Zotu16461		1	1					2
Zotu1689	9	14	8	6	15	5	5	4
Zotu2634	4	3	1	6	5		3	6
Zotu6580	4	3	1		1		2	
Zotu14983						1		
Zotu5750	1	6	1		1	2	6	1
Zotu4773			3			2		
Zotu1603	3	3	7	7		4	17	11
Zotu5575		1		1		2	1	
Zotu6716							1	1
Zotu9912					2	1		
Zotu13484	2		1				1	
Zotu9520					2			
Zotu14425								1
Zotu5007	2			1			3	5
Zotu14695			1					
Zotu1124			1	16				
Zotu2148				6				
Zotu5923					2	1	1	
Zotu17633								
Zotu19074					1	3		3
Zotu792				19				
Zotu15869								
Zotu20718	8	3	8	6	1	10	11	13
Zotu6325	1							
Zotu5748		1		1		1		3
Zotu7776								
Zotu8785								
Zotu8001						2	2	
Zotu9600				2		1	1	
Zotu6410								
Zotu3679	2		2	2		2	1	8
Zotu13795			1		2		1	
Zotu8566						3		
Zotu4226	1	1				2		4
Zotu3730	2		1			3	1	3
Zotu7994	2	4			1			3
Zotu10899	1		2		1			
Zotu16128							1	2
Zotu7069	1		1				4	
Zotu15151								
Zotu17105		1				1	1	
Zotu11089	1				1		1	
Zotu13665							1	
Zotu1960	4		1		3	2		4
Zotu9451	1							
Zotu9102	1				1		2	1
Zotu6896		1				1		3
Zotu15213	1		1		1	2	1	
Zotu6330			1	3	2	3	3	
Zotu14256						2		
Zotu6835	1	1	1				1	1
Zotu12544			1					
Zotu4507		4	2	2	1	6	3	1
Zotu17696			1		1	1	1	1
Zotu7580	3	1	2	2			2	1
Zotu15085	2	1	2	3	2	2	2	
Zotu16661								1
Zotu9471	1	2	1			6		
Zotu11407	1	5				1		1
Zotu9149		1		1		3		
Zotu10921		1	1			1	1	2
Zotu18164								
Zotu10171	1				2	1	1	
Zotu5394								
Zotu4729								1
Zotu7262			1			1		
Zotu2250	7	1	1		1			3
Zotu16115		1	2					1
Zotu5815			1	3	1	2	2	3
Zotu8111	1	1		1			1	2
Zotu10611								
Zotu19450		3	1	1	4	1	4	1
Zotu20818		2	2	1	1	1	1	4
Zotu3314								
Zotu11895								
Zotu18110								2
Zotu7796								
Zotu8526	7	9	8	4	3	2	7	9
Zotu15796	5	8	12	8	6	7	7	12
Zotu20444								
Zotu15665	1		2					
Zotu10609								
Zotu1685							1	
Zotu3602							4	
Zotu8469							1	
Zotu72	1					6	14	2
Zotu305								
Zotu18733								
Zotu17394			3			1	2	
Zotu11820								
Zotu4722								
Zotu9789								
Zotu7001								
Zotu17381								
Zotu12352								
Zotu9521			1					
Zotu16445						1		
Zotu17824								
Zotu2699			3					
Zotu7413								
Zotu6012		1					1	
Zotu4553								
Zotu17255	1	7	3		3	3	13	3
Zotu3286		2	3	4	3		10	5
Zotu15558				1				
Zotu5048		2	1					
Zotu6804		1					2	1
Zotu10470		1	2	3				
Zotu17527			1				1	
Zotu18245								
Zotu15083		1						
Zotu5535		2						2
Zotu15428								
Zotu1403	4	12	8	7	4	7	30	21
Zotu11865							1	3
Zotu18821				1				
Zotu5473	2	3		1	1		9	
Zotu6376	2	1			1		5	1
Zotu3840	2	4	2	6		2	1	3
Zotu11013						1		
Zotu12638	1				1			
Zotu3155	2	12	3	2			6	5
Zotu16000								
Zotu8195						2	1	
Zotu4360	2	12	1	1		2	9	2
Zotu14458				2		2	1	
Zotu15170				1				
Zotu5309		1	1	2		11	2	8
Zotu13076		13		1		1		
Zotu6764	1	3	1	4	1			4
Zotu3002	4	10	4	22	4		8	
Zotu8587							1	
Zotu4800		2	4	3				
Zotu7366								
Zotu9522	3	1		1				2
Zotu12350								2
Zotu14877			1		1	1	1	3
Zotu20391	1		2	1			1	
Zotu6366	3	2	15	7	2		3	5
Zotu7254	1	5	3	1	1	3	2	2
Zotu12960	2				3		1	1
Zotu9300		3	1	7	1			3
Zotu7545	2	5	2	11	1		10	3
Zotu5208		3	1		1	2	1	10
Zotu4088		3	1		3	1	2	2
Zotu19200								1
Zotu6921	3				11		4	2
Zotu3806	3	36			2	1		13
Zotu4207	6	7	4	4	1	1		31
Zotu8182		1	1		4			
Zotu7524	2	2	5	2			1	
Zotu20402							1	
Zotu10141								3
Zotu505	13	16	17	52	12	13	17	21
Zotu11460	2	2		2	3			3
Zotu15040	1	1		1		1	4	
Zotu20827								1
Zotu9755		1	2	1	3	1	5	1
Zotu6575							38	14
Zotu15135								1
Zotu19868								
Zotu15744		1					2	2
Zotu19818								
Zotu5772		2	12	5			18	5
Zotu16162								
Zotu7995	3	3			1			
Zotu3198	9	5	4	1		1	3	
Zotu12009	2			1			3	
Zotu12155		3	1	1				15
Zotu15732		2			1			
Zotu9412	1			1				
Zotu6548			1	1			14	1
Zotu6133		2	1		3		14	12
Zotu6684	1	2		2	1			6
Zotu17665								
Zotu2247	3	20	9	3	2	1	2	13
Zotu1243	5	14	19	5	5	2	13	8
Zotu12058								1
Zotu17967		1	1	1				3
Zotu11450		1	1				1	1
Zotu19387			1			5		
Zotu19460		1						
Zotu8477	3		2	3			1	2
Zotu13937	5		1	1		3		1
Zotu8839				6	4			
Zotu19977			1	1			1	
Zotu3756	5	7	2	8	13	1	2	2
Zotu9743		1		2	1			
Zotu6054	2	4	1		1	1	6	
Zotu11025	3	3	3	7	2	4	6	5
Zotu6104	3		3		6	1	3	
Zotu4044	3	1	5	5	6	6	8	5
Zotu8233		1		2	1		4	1
Zotu12460				3				
Zotu8357			4		3		1	1
Zotu16502			2					3
Zotu16049	2							
Zotu19444							1	
Zotu16469	1	1	1	1		2		
Zotu741		5						1
Zotu14845			3					1
Zotu14462		13						
Zotu16577			1					2
Zotu9496	5				2	5	3	
Zotu8782	1					3		
Zotu7803	1	2	1		5	4	1	1
Zotu9464	1	1			1			
Zotu15834		2		1				
Zotu6605				2	1		1	
Zotu17166								2
Zotu1782								
Zotu13962								
Zotu17610		1						
Zotu20542								
Zotu8940		1						
Zotu19288								
Zotu18403								
Zotu14143								1
Zotu13264								
Zotu16450								
Zotu16819								
Zotu9388								
Zotu19806								
Zotu3737			1					
Zotu9171								
Zotu4835								
Zotu1528		6	2					
Zotu4288		2						
Zotu939		2	1					
Zotu2926		5						
Zotu1599		8						
Zotu2032		4						
Zotu2880		1						
Zotu2309		4						
Zotu10146						1		
Zotu6262			1					
Zotu15924								
Zotu20516								
Zotu6120			1					
Zotu2194		4						
Zotu5023								
Zotu15995								
Zotu17464								
Zotu18331	4	1	4	1	2		2	
Zotu17793								
Zotu13294								
Zotu18250								
Zotu9502								
Zotu14956								
Zotu9088								
Zotu14267								
Zotu4329								
Zotu16105								
Zotu20093								
Zotu20669								
Zotu19608								
Zotu19721								
Zotu15577			1			2		
Zotu17944			1			1		
Zotu19366								
Zotu16708	1							1
Zotu16717		1				2		2
Zotu14529							1	1
Zotu18382					3	1		
Zotu4962					1			
Zotu25		1						
Zotu117								
Zotu3192		3						
Zotu4364								
Zotu15474								
Zotu5546	1							
Zotu7970								
Zotu10275								
Zotu6243						1		
Zotu285	167	1	1	1	1		49	
Zotu13108	8					2	9	
Zotu20760							3	13
Zotu9	494	93	455	13	441	573	176	279
Zotu19967			3			2	2	
Zotu3559								
Zotu5973								
Zotu19596	1							
Zotu4692								
Zotu9178								
Zotu9905								
Zotu20345					3	2		
Zotu9565		5	6	2	2		5	
Zotu15961			1		2			
Zotu19899								
Zotu20610	3	4				1		
Zotu11326					1			
Zotu14178								
Zotu18832						1		
Zotu17880								
Zotu11834								
Zotu12075								
Zotu17202								
Zotu4798								
Zotu7468								
Zotu14271								
Zotu13213		2						
Zotu16219				1		3		
Zotu16164								1
Zotu2551			1		2	2		
Zotu13714								
Zotu17228								
Zotu6420								
Zotu18584								
Zotu3722			2					
Zotu3292	1	2		2				
Zotu3671			1	2				
Zotu4108						2		
Zotu9392		4						
Zotu2682		1	1	1	1			
Zotu14934		1						
Zotu18532		1						
Zotu13272								
Zotu19796					1			
Zotu10887	1						1	
Zotu13672					1			
Zotu9218	1							
Zotu9128								
Zotu13510								
Zotu3571		1		2				
Zotu17373								
Zotu1383	2		2			1	1	
Zotu9365								
Zotu7854								
Zotu12900			2			5	3	
Zotu1667	17	27	26	4	8	15	7	25
Zotu2377	5		10	4	4	1	1	5
Zotu7839	2				1	1	2	1
Zotu4158			1		2	2		2
Zotu6940	1	1		2	1		1	
Zotu20284		3						
Zotu16169		2		1				
Zotu7816							3	
Zotu1849	3	1	1	2			2	
Zotu11653	3		4				1	1
Zotu10389		1					1	
Zotu15695							1	
Zotu15810		1		1	1			
Zotu13949					2	3		
Zotu13720								
Zotu9590			1		2	1	1	
Zotu18207								
Zotu9227					1	2		1
Zotu2086	2	2	1	2		1		9
Zotu11847								1
Zotu18538								
Zotu2918	3	2	1	2	1		2	5
Zotu16729				1	1			1
Zotu11844								
Zotu11905	1							
Zotu16946				1				
Zotu4413		4		2		2	1	1
Zotu13631		1		1	1	4		1
Zotu9719						1		
Zotu18470								
Zotu9561	1							
Zotu13128								
Zotu11329			1					
Zotu11736				1		1		
Zotu1710	3	9	9	13	4	17	11	7
Zotu414	21	10	29	29	21	18	34	19
Zotu1008	8	16	15	8	8	10	16	15
Zotu10961				1			2	
Zotu3781	5	5	2	9	1	8	13	7
Zotu6632			2		3		4	
Zotu6912						1		
Zotu1462	3		3	5	3	3	9	2
Zotu6189		1						
Zotu10605		2						
Zotu13689								
Zotu16490			1					
Zotu14516		1	1	1				
Zotu15851							1	
Zotu16700								
Zotu10326					1	1		
Zotu18401			1					
Zotu16595		1						
Zotu12396								
Zotu18088								
Zotu9360		1						
Zotu3538		1			1			2
Zotu11850				1				
Zotu15007				1				
Zotu4227								
Zotu7535	3				1			
Zotu8970		1					4	
Zotu20683								
Zotu18054		2						
Zotu9665								
Zotu10338								1
Zotu14532								
Zotu5839								
Zotu19511		1				1		
Zotu20016								
Zotu20235							1	
Zotu9347								
Zotu1545	1	8	1	4	1	4	5	
Zotu2069				4				
Zotu8468								
Zotu6981	2							
Zotu16035								
Zotu19342								
Zotu15824	2							
Zotu11332		1						1
Zotu18600								
Zotu18356								
Zotu8074								
Zotu18653								
Zotu3246			2	2	1			
Zotu7985							1	
Zotu7094		1						
Zotu1123		1	15	1				1
Zotu7531	1							
Zotu18361								
Zotu9601								
Zotu16189						1		
Zotu3474	6	7	2	1	2	1	3	
Zotu18374								
Zotu17011								
Zotu6902	2	1	1		3			1
Zotu15479					1			
Zotu2460	2	7	3	2	3	4	2	1
Zotu4185	3	9	5	2	13			3
Zotu6993	2	2	1			1		
Zotu7495						1		
Zotu961	3	13	2	2	2	4	2	4
Zotu3341	2	1			2	1		
Zotu14717		1				1		
Zotu15368								
Zotu20131								
Zotu15385								
Zotu16276								
Zotu18291								
Zotu8244								
Zotu17848								
Zotu7267								
Zotu9263		1	1			1		
Zotu7587	1	5			2			1
Zotu9074					2	1		1
Zotu11984					1		1	
Zotu5917					3	4		
Zotu8130	1				1	1		1
Zotu9246		1		1				
Zotu7307		2						
Zotu11084		1	2			1		
Zotu19430					1			
Zotu15865								
Zotu12264						1		
Zotu5467		1					3	
Zotu2246	8	3	14	12	24	13	2	5
Zotu7345	1		2		1			2
Zotu11239								
Zotu11034								1
Zotu4480		2	1	1		1	2	2
Zotu12675						1		
Zotu1937	3	4	7	4		8	1	6
Zotu9030	1	1		1			2	1
Zotu2356	3		2					
Zotu17496								
Zotu7091			1	1				
Zotu10905			3					
Zotu19225								
Zotu17154		1			2			
Zotu12788		1	3		1			
Zotu15932			2	1				
Zotu9095						2		1
Zotu3211								
Zotu6702								
Zotu10042	1	1		1			1	2
Zotu13301								1
Zotu19595					12			2
Zotu14279		2			3			
Zotu13687								1
Zotu13062						2		3
Zotu14791					1			
Zotu15329								
Zotu12053			2		2			1
Zotu6523	2					9		
Zotu11003								
Zotu15668		1				2		1
Zotu17592								
Zotu18244							1	1
Zotu20352						1		
Zotu6457	2	2	11	1	1	1	1	1
Zotu2525	5				1	1		
Zotu14608			1					
Zotu3249	1	1					3	
Zotu2050	12	2	4		10	1	1	
Zotu3726					1			
Zotu590	6	16	4	24	139	2	13	9
Zotu586	49	5	9	9	29	5	23	1
Zotu6900	5		1	2	6			
Zotu496	44	11	30	5	14	8	9	1
Zotu1292	5	4	2	1	1		1	
Zotu1352	2		1					
Zotu2506								
Zotu6606								
Zotu16182							2	
Zotu4270	27	3		1			1	1
Zotu11214	8	1						
Zotu7370	1		1					1
Zotu14070								
Zotu10485	6	1				1	1	
Zotu13345	6							
Zotu6202							1	
Zotu1289	11	51	3		7	2		8
Zotu6377	1		1			1		
Zotu2311					1	1		1
Zotu12296					7	3		
Zotu3360		3				1	1	
Zotu12243								
Zotu15464								
Zotu5530	1	1					1	
Zotu20400								1
Zotu9181		2						
Zotu12383		4			5			
Zotu1444					2	1	1	3
Zotu3080	4					2	2	
Zotu8607		2		1	2			
Zotu3447	12	2			3			
Zotu5325								
Zotu7611					1			
Zotu12348	4							
Zotu17413	3							
Zotu18139						2		
Zotu4115								
Zotu12710								
Zotu18395								1
Zotu3706						1		
Zotu7047								
Zotu8719								
Zotu15647								
Zotu14367								
Zotu9158			2	1		3	3	2
Zotu19185								
Zotu9123			3	1		3		1
Zotu4872	1	1		1				4
Zotu10305								
Zotu12158		1	1	2				
Zotu4802			3	5		4		6
Zotu10025			1	1		1	1	
Zotu9093		1						1
Zotu11583								2
Zotu20467								
Zotu7774			1			2		1
Zotu11216				1				
Zotu18724			1					
Zotu11526	5	3	2					
Zotu13174			1		2	5		2
Zotu1851	18	18	20	18	20	20	7	12
Zotu14589	1	6	2	1	2		1	
Zotu5028	4	9	5	7	11	5	2	7
Zotu6504			2		1			
Zotu9341								2
Zotu16698								
Zotu8070			2				1	
Zotu16644								
Zotu10469								
Zotu16087								
Zotu14786	1	1					1	
Zotu20183	3	5	11	2	3	3	1	10
Zotu2589	9	5	9	3	4	1	7	8
Zotu6067	1	1	1		2	1	2	
Zotu2149	9	1	14	3	9	1	6	4
Zotu6786	1	1	1	2			3	
Zotu11614			2		1	1		
Zotu18528	1		1	1				
Zotu16962				1				
Zotu15215				2	5	4	4	
Zotu2609	1	1	5	5		3	7	3
Zotu8625	1		1		1			4
Zotu9129	2		1		2	5	2	
Zotu8517	1	6	3	2		3		
Zotu12453	1	1		1	1			2
Zotu2861	6	2	11	2	1	5	4	5
Zotu4765	3	2	4	2	1	2	2	
Zotu5475		1	3	1	1	2		2
Zotu13768				1	1			1
Zotu9216			1	1		2		
Zotu11608			1	2	4			
Zotu9135				1				
Zotu8797	1	1		3	1			1
Zotu6596		1	2	2		1		3
Zotu13656		1	1		1	1		1
Zotu8843	1	1	7		2	2		3
Zotu11776								
Zotu8646								
Zotu18101				1				
Zotu15699								
Zotu3725			1	8	5		3	1
Zotu4167	4		3	3			2	
Zotu15960			1					
Zotu4321	2	2		3			5	
Zotu17285	1						1	
Zotu3503	4	2		11			18	
Zotu2555	1	3	1	5	4	2	2	
Zotu9063				8				
Zotu10169			1		1			
Zotu7506							1	
Zotu2028								
Zotu6607					1		1	
Zotu3218		1	1	1	5	1		3
Zotu15427	1			1				
Zotu931	16	2	35	15	15	18	18	20
Zotu7398	1		1		1	2		1
Zotu5426		1	3	2		2	1	
Zotu4716					1			
Zotu15746						2		
Zotu18448								
Zotu966	9	5	10	12	17	10	10	20
Zotu1642	11	5	8	11	13	13	14	4
Zotu15291	2			1	2	1	1	2
Zotu2893	7	10	5	1	3	1	3	4
Zotu12458								
Zotu48	218	267	247	292	290	320	236	281
Zotu2764	8				11	4	6	1
Zotu6767					2		1	
Zotu7128							2	
Zotu1608	1	1		6	4	3	3	9
Zotu9499		1		1				1
Zotu3354	6	4	6	9	12	3	5	2
Zotu6726	1		3			2		3
Zotu3981	5	2		2	16	1	3	2
Zotu9829								1
Zotu20359		1	2		1			
Zotu20693				2	1	6		2
Zotu14090								
Zotu608	1	1	1	3				2
Zotu1932	1							
Zotu6441								
Zotu7165	2							
Zotu13457								1
Zotu15155								
Zotu19722								
Zotu7388	1							
Zotu9647								
Zotu16849		1		2	1		2	
Zotu3391	1	1	2	1		1		
Zotu5094						3	2	
Zotu5141	3	5						1
Zotu4847					3	2		2
Zotu10142	1	2		4	2	2	1	3
Zotu4697			4		1	2	3	1
Zotu2777	2	5	3	3	8	8	5	1
Zotu14218		1					3	1
Zotu17102				1		1		
Zotu14643	1	2						
Zotu4520		3	1		6	1		
Zotu8106								1
Zotu2974	1		5	3	1	2	2	2
Zotu319	16	15	24	34	24	37	15	18
Zotu919	10	15	15	8	3	14	6	9
Zotu6577		3	1	1	3			
Zotu17359					1			
Zotu299	7	15	22	26	15	17	9	10
Zotu12018								
Zotu19212	1		3	1	1	1	2	1
Zotu10774	2	1		1	1	1		1
Zotu16904		1		1				
Zotu9420		1		1				
Zotu5464	2		2		2		2	1
Zotu6025	1	2	1			1	4	2
Zotu6086								
Zotu7329			1					
Zotu14894		2						
Zotu18746	2							
Zotu1900	3	1	1	2	4	5	1	4
Zotu14347						2		
Zotu11126		1	1					1
Zotu12026					1			
Zotu732	7	9	19	13	15	20	11	13
Zotu8759					4			
Zotu15395								
Zotu3042	2	2	8	2	1		1	1
Zotu3060		1	12	3	3			
Zotu4427	1		2	1				1
Zotu7215								
Zotu8873				1				
Zotu11422				1	1	1		
Zotu11574								
Zotu5188		1		1		2		
Zotu15206							2	
Zotu5032		1	1	1	2	1		3
Zotu2201	1	1	4	6	2	7	3	1
Zotu6769				1		2		1
Zotu5656	2		1	2	1			
Zotu744	3	5	6	5	1	3		2
Zotu4805		3						
Zotu10955			3					1
Zotu19540	1							
Zotu10033		1					1	
Zotu19114								1
Zotu18350								
Zotu6906			1					
Zotu8698				1		1		1
Zotu10646	3	3	1					
Zotu19620				1				
Zotu9980								
Zotu5522			4		1	1		2
Zotu11893								
Zotu16914		1					4	
Zotu16860	1							
Zotu17283								
Zotu8741							1	
Zotu6196		2				3		
Zotu1683	3	6	1	6	5	3	2	2
Zotu8481								
Zotu18326		1						
Zotu5788		1				1	1	
Zotu8911	1	1					1	4
Zotu6620				2				1
Zotu4778	1	1	1	1				1
Zotu12397			1	2			2	2
Zotu3831		1				2	2	
Zotu7303	1	5			6			2
Zotu13009						1		1
Zotu2088		6	2				3	1
Zotu17704						1		1
Zotu985	1	6	2	10	7	7	3	5
Zotu10590		1	1			1		
Zotu5374								
Zotu773	1		2	5			1	
Zotu1072		6	2	1		1		
Zotu1567	2	2	2	2	1		1	2
Zotu4614								
Zotu12868			1					
Zotu2989			1		2			
Zotu18328	1		2		1	1		
Zotu10914								
Zotu12370								
Zotu15959		1	1			2		
Zotu15651				1				
Zotu1077	1	6	3	12	1	10	5	5
Zotu2130	1	2		2	1			1
Zotu4130			1					
Zotu12748	1		1	2				
Zotu704	6	10	6	16	7	13	6	6
Zotu4025				2	3		4	
Zotu699	2	5	7	5	3	10	6	4
Zotu10278		1			1			
Zotu7134			1			1		
Zotu5254							1	
Zotu4643		1			1			1
Zotu1634		3	1					
Zotu2568	1	2	1	3	2	2		
Zotu18050								
Zotu11638					1			
Zotu19557	2	4	2	2	2	2	7	2
Zotu18295								
Zotu2084	1	3	3		1	9	1	3
Zotu10312								3
Zotu19633								
Zotu2077	3	3	21		4	11	6	2
Zotu3963	2		5	1	1	3	1	4
Zotu3544	4		3	2	1	1	1	4
Zotu13058							2	1
Zotu7923				1	2	5	1	
Zotu6403	3	1	1			5	2	
Zotu13223	5							
Zotu13157	1							
Zotu14154	3							
Zotu13110	2				2	2	3	
Zotu13232								
Zotu16590								
Zotu10269	1		1					
Zotu3837	13	3	6		9	1	4	1
Zotu12212								
Zotu13253					2			
Zotu3302	1	3	1	1		3		
Zotu19709								
Zotu1880		1	1					1
Zotu15937								
Zotu2952	2		1	1	2	1	2	1
Zotu9503	1							
Zotu14644								
Zotu16442	1							
Zotu2206	5	2	6	2	3	3		5
Zotu6259			2		1	1	3	
Zotu7300		1						
Zotu3641			1	1				
Zotu11818							1	
Zotu10180				1				
Zotu10970			1	3	1	1		
Zotu14508								
Zotu8313					1			
Zotu18106	1	1		5	2		3	2
Zotu16008		2				1	1	
Zotu1171	3	5	4	3	7	7		3
Zotu307	11	22	21	17	17	39	17	28
Zotu20115			1					
Zotu309	2	23	9	13	4	14	9	14
Zotu61	68	120	67	61	39	135	39	105
Zotu18492		1	1	1				2
Zotu318	14	28	20	3	8	27	7	14
Zotu8394	13	6	12	7	5	12	6	13
Zotu17061		4	4	6	1	7	1	2
Zotu15433	3	4		1	1	5	1	4
Zotu381	24	19	17	9	12	30	15	19
Zotu9526	8	9	9	7		9	6	2
Zotu4093	1							
Zotu19241	2	1	4	5	2	3	6	
Zotu992	5	9	9	3	9	6	4	20
Zotu8092	3				1	1		
Zotu324	35	40	30	73	72	79	27	53
Zotu10631	1		2	1		1		
Zotu1534	9	19	14	25	6	24	14	14
Zotu7263					1		1	
Zotu14011								
Zotu1370	7	5	7	10		9	2	2
Zotu9080	5	1	2	2	4	1	1	7
Zotu18144						1		
Zotu2768				3				
Zotu6673					1			
Zotu16654		1	1					
Zotu19029								
Zotu3563	4	3	10	4	3	5	4	3
Zotu9757					3	1	2	2
Zotu7766		1	13			3	1	3
Zotu1694	3	4	6	3	5	6	3	6
Zotu1188	6	8	13	4	15	18	3	64
Zotu11790		1						
Zotu9865	16	5	20	16	20	20	5	22
Zotu16745	8	5	4	3	7	13	3	3
Zotu10558	8	17	21	14	7	20	9	20
Zotu12142	1	1			3	1		2
Zotu927	9	14	15	19	17	28	9	26
Zotu9568		1	1		4	1	6	1
Zotu3990	4	6	2			3	5	1
Zotu19115								
Zotu1130	15	17	8	12	11	9	16	16
Zotu4525	1	3	2	2	1	4		1
Zotu15839				2				1
Zotu3311	4	5	2	3		4		3
Zotu5939	2	2	3	3		2		
Zotu12459			1					
Zotu11512								
Zotu5884	3				1	9		2
Zotu19362								
Zotu4641	3	7	3			4	1	2
Zotu12744	8	12	8	22	4	18	6	9
Zotu20297	17	11	14	13	9	13	4	12
Zotu29	329	306	405	521	488	478	297	465
Zotu234	39	33	69	60	58	78	36	50
Zotu14827		1		1	1	2		2
Zotu849	8	8	5	11	6	10	2	5
Zotu14864	18	15	31	40	31	36	23	22
Zotu9433	2	1	2	1	1	2	1	1
Zotu754	8	24	12	11	4	14	5	33
Zotu9250	2	2	2	4	2	5	3	1
Zotu12552	2	1	1					1
Zotu595	25	25	36	36	16	35	21	33
Zotu3484		3	3	1	1	6		3
Zotu4324	4	6	4	5	2	10	6	1
Zotu443	30	37	50	36	22	52	25	38
Zotu1713	8	4	3	3		3	6	4
Zotu18304				2	4			
Zotu1610	9	6	8	7	4	13	2	3
Zotu11492								
Zotu16928	1		1					
Zotu1978	1	1	5	5	8	3	4	3
Zotu2252	2	3	7	13	6	5		4
Zotu13184	1	2		1			1	1
Zotu6283	2	4	5	2	10	6	2	7
Zotu9277		2	2	1		5	2	
Zotu9655	5	1	8	12	5	9	5	7
Zotu4129	1	5	3	4	1	4	4	5
Zotu20254	1			1		3	1	
Zotu3935	8	1	6		4	3	1	3
Zotu4599	1	2				2		
Zotu5710	2	5	1		1		2	1
Zotu3794	2	6	3	1	1	7		2
Zotu6818	2	3	2		2	2	2	
Zotu611	18	21	7	7	13	19	9	7
Zotu1378	6	10	8	2	3	10	6	8
Zotu8585	1	1						
Zotu5077	2	2		2	1		2	1
Zotu14710	1							
Zotu15689	1	1						
Zotu18886		1		2		9		
Zotu3387	2	1	2			1		3
Zotu4009	5	3	1	2	7	5	2	2
Zotu1258	5	3	2	7		3	3	3
Zotu2853	6	1	3	10	4	14	3	2
Zotu6109	3		2	5	1			
Zotu4733		2	1		2	1	3	2
Zotu20609								1
Zotu15415			1	2			1	
Zotu2874	3	5	2	3	6	1	3	3
Zotu10785	1		1	1				1
Zotu19931			1					
Zotu16936		1		2	1			1
Zotu1560	3	13	5	11	1	4	5	7
Zotu1720	12	3	11	5	6	6	5	7
Zotu16551								
Zotu13403		1		1		1		1
Zotu2158	5	6	15	6	11	3	3	1
Zotu16270	1							
Zotu2611	3	2	2	4	2	4	4	1
Zotu8189	2	1	2	7	5	3		4
Zotu20128	1		1	1	1		1	
Zotu11669	1		1			2		
Zotu5184	1	3	1	4		5	1	1
Zotu10878				1				
Zotu2184		2	3	2	4	6	3	2
Zotu3264		3	2		2	1	1	
Zotu19308								
Zotu17084					3			
Zotu2090	6	2	13	15	10	13	6	10
Zotu17778	2	2	1			1		4
Zotu4547	3		3	7	6	4	4	3
Zotu89	185	161	279	157	244	238	124	176
Zotu235	73	77	96	90	105	101	65	84
Zotu15358	1		5	2		1	1	2
Zotu13192	19	4	7	3	6	8	15	8
Zotu18437	5	10	7	15	2	10	3	6
Zotu2819	12	7	19	30	28	29	5	23
Zotu1554	2				17	2	15	
Zotu2444	9				5		27	
Zotu12072				1				
Zotu3873	1		3	1	9		6	
Zotu5555					1		2	
Zotu4260		1	1	1			1	6
Zotu4475		1	4	1	3	6	1	
Zotu14323	1			2				5
Zotu3864	1			4	3	4	4	4
Zotu10015				2	1		1	1
Zotu2241		1	1	3		1	3	
Zotu2761	5	1	2	1	1	2		2
Zotu2850		3	6	2	1	2	5	4
Zotu563	10	21	23	29	38	15	10	2
Zotu1142	1	2			6	1	2	
Zotu1726		1			3		1	1
Zotu2317	2	1	1		3	2	1	4
