ID	rs_ck_1	rs_ck_2	rs_ck_3	rs_ck_4	rs_ck_5	rs_ck_6	rs_ck_7	rs_ck_8
Zotu6008	5	1	2	1	3	1	1	
Zotu15728	1							
Zotu10228								
Zotu19714								
Zotu1520	5	14	8	1	4	4	1	2
Zotu18083				1				
Zotu5544		5	4		2	1	1	2
Zotu5687	4	2	1			4	1	2
Zotu770	3	17	10	6		18	2	9
Zotu8222	1	1	1	1		2		2
Zotu3157	4	2	3		1	4	4	12
Zotu6458	3							1
Zotu11057								
Zotu17270								
Zotu5072	2	1				1	1	
Zotu12819								
Zotu5160		4	2		1	1	5	
Zotu4517	2					1		1
Zotu15311			1					
Zotu19345								
Zotu2221	1	8		3	1	1	3	2
Zotu6513	1	1					2	
Zotu10249							2	
Zotu6399	3	1	1	2	1	1	1	1
Zotu8595								2
Zotu5346		1	1	1	1	1		1
Zotu8012			1			1	5	2
Zotu13746								
Zotu17064		1						
Zotu6889						1		2
Zotu16003	3					4	1	
Zotu14407		2						
Zotu16568	1		1	1				1
Zotu18111	2	1						
Zotu10808		2						
Zotu2497	5		3	6	3	4	3	2
Zotu3206	1	2			2	2	2	5
Zotu5655		3		2		1		
Zotu17042			1		1			
Zotu6153				1	2			
Zotu7340					1	2		
Zotu3335	3	6	3	1	3	1	1	7
Zotu12273		1			1			
Zotu17644								
Zotu20720								
Zotu7646		2	1			1	1	
Zotu12659	1							
Zotu17757		1						
Zotu15317								
Zotu7732		1					1	
Zotu14453								
Zotu17754								
Zotu295	1	2	2	1	1			1
Zotu4297				1		2		
Zotu13820								
Zotu18677								
Zotu11140								
Zotu11658					1		1	
Zotu8413								2
Zotu18964							1	
Zotu12611								
Zotu4700	6	5	2		2	3		2
Zotu5190	3	1		5	2	2	4	8
Zotu2447	7	8	4	1	1	14	1	1
Zotu11477		1	1			1		
Zotu7496		2				2		
Zotu16364	1	1						
Zotu10396		1						
Zotu19423	2	1						
Zotu11368		1						
Zotu9675			2			2	1	
Zotu19982								2
Zotu14790				2				1
Zotu8234		1	2	1		1		
Zotu17672					1			1
Zotu9896								
Zotu10496								
Zotu5209								
Zotu12871								
Zotu16506							1	2
Zotu11097			2					
Zotu17781	1							
Zotu14724								
Zotu11643	4	4				1		
Zotu13759			1					
Zotu11418								
Zotu7081	1	3				3		
Zotu9916		1						
Zotu17299								1
Zotu20749						1		
Zotu18323								
Zotu13312		4				4	2	
Zotu20206							1	
Zotu4163	2	4	2	4	5	10	3	4
Zotu15760					1	2		1
Zotu9760			1			2	4	
Zotu13627							1	1
Zotu20752		1				1		1
Zotu14973								
Zotu9798						2		
Zotu18512			1			1		
Zotu20855								
Zotu18352								
Zotu10849						3		
Zotu19129								1
Zotu2364	2	1	1	9	6	9	4	3
Zotu535	6	5	2	26	25	29	20	13
Zotu1015	1	3	7	15	1	3	3	3
Zotu4620	1		2	2		5		
Zotu11863	2							
Zotu20472								
Zotu7736	1		3				1	
Zotu5367	1	2	1	4	2	3	3	1
Zotu20069					1	1		
Zotu5525	2		1	1	2	2	3	
Zotu11557	1	1					1	
Zotu20514				1		1		
Zotu2717	2	7	4	5	4	9	6	10
Zotu6350	3	1		1	2	1		3
Zotu5833			1	1	2	1		2
Zotu10671				1	1	1		
Zotu20755								
Zotu18893					1	2		
Zotu15388								
Zotu19425								
Zotu20546				1		1		
Zotu6105								
Zotu10800		1	2					
Zotu7393	1	1	1			1		1
Zotu13376		1						
Zotu3098								
Zotu8041								
Zotu4116	4	1			1	2		
Zotu5945	2	2				4		1
Zotu14292								
Zotu16359		1						
Zotu14726	1							
Zotu19880								
Zotu15743		2			1			
Zotu7365				1			3	
Zotu20475								
Zotu2429	1		1			2	2	1
Zotu16971		1					1	
Zotu14653	1	3						
Zotu2831	3	2	2	1	3	6	2	10
Zotu6823	1	2			1	2		2
Zotu19329		5				2		2
Zotu2480	5	5	2	3	3		3	
Zotu10333	2				1	1	2	2
Zotu5182	1					2		1
Zotu11221								
Zotu18875								
Zotu13433		2						
Zotu19249						1		
Zotu1934	3	1	4	1	4	7	1	
Zotu3860				1	2			
Zotu4460	1	1	1				2	4
Zotu7136	1							
Zotu8650								
Zotu7644								
Zotu12906	1							
Zotu2851				1	1	1		2
Zotu715	2	3				1	1	2
Zotu2225		9	7			4	1	5
Zotu12917		1					1	
Zotu5538	3							
Zotu9847	1	1						1
Zotu16528								
Zotu2210	12	10	8	4	7	4	10	2
Zotu8052							1	
Zotu11032		1						
Zotu793	2	6	11	10	7	15	6	11
Zotu14394					1			
Zotu16186			1			1		
Zotu15509								
Zotu1024	1	3			1	3	1	4
Zotu18994						1		
Zotu14172			1				1	1
Zotu1975	3	5	3	4	2	6	8	1
Zotu7025								
Zotu9472								
Zotu11094								
Zotu19330		3						
Zotu9302						1	2	
Zotu2295		1	1	2		1		1
Zotu1581	6	1	5		1	1	2	4
Zotu13999		1				2		1
Zotu10732			1					
Zotu1018	1	2		1	1	5		
Zotu8716					2	2		
Zotu4135		1				1		
Zotu941	2	1	4	5	1	2	4	4
Zotu1577		1	3	2		2	1	2
Zotu5332			1			1		
Zotu13592								
Zotu4179								
Zotu9379				1				
Zotu13754			1					1
Zotu15615								
Zotu2188	15	28	4	7	4	7	11	14
Zotu10379	1	3						
Zotu4230			2		2	1		
Zotu9449	1					3	1	
Zotu9469					1	1	1	
Zotu18027					1		1	
Zotu9635						1		1
Zotu11837								
Zotu15564								
Zotu15254								
Zotu19144	1	3		1				
Zotu12209	1			1				
Zotu6761	1	1	2	4				3
Zotu3741		2	4	3		6	5	7
Zotu5279	1						1	
Zotu13647								2
Zotu2055		5	5	3	2	6	4	9
Zotu10268	1	2	1					
Zotu10085					2	1		1
Zotu7505		1					2	
Zotu6215			2	2			1	
Zotu7887				1		3		
Zotu5016		1	1	2	3	1		1
Zotu1050	6	13	11	8	4	9	4	12
Zotu1158	8	13	7	16	12	9	3	6
Zotu4376		1	1			4		4
Zotu19591								
Zotu10848								
Zotu12283								
Zotu14494				1				
Zotu3661		2						
Zotu12804		1				2		1
Zotu3441			2					
Zotu8624								
Zotu18884								
Zotu6074				1			2	
Zotu4921				1		1		
Zotu12472								
Zotu10508								
Zotu2394		3			2	2	1	2
Zotu9200			1					1
Zotu20569								
Zotu3113								
Zotu1487	2	2				5		
Zotu2229	2	3				2	1	2
Zotu12091								
Zotu4055		1	1	3				
Zotu11078						1		
Zotu6543								
Zotu16280								
Zotu12178				1				
Zotu19798								
Zotu1591	1		2	3		3	1	1
Zotu14273				1		1		
Zotu14685								
Zotu1016	11	4	4	4	3	9	8	5
Zotu8245			1					
Zotu16056	1							
Zotu88	33	30	46	65	31	54	71	65
Zotu2751	1	3	1	3	3	4	2	1
Zotu4459	1				1			
Zotu15257								
Zotu9667								
Zotu5045								
Zotu15277								
Zotu4375								
Zotu2072								
Zotu11988								1
Zotu5590								
Zotu12541								
Zotu10707								
Zotu19660								
Zotu20554							1	
Zotu20033								
Zotu8191								
Zotu19512								
Zotu17472								
Zotu12567								
Zotu15249	1							
Zotu8228					1			1
Zotu14904			2		1			
Zotu11560		2						
Zotu14706		2						
Zotu20432								
Zotu11881	3						1	
Zotu11201								
Zotu20465								
Zotu4077								
Zotu11274	3							
Zotu13823				3				
Zotu11554								
Zotu15487								
Zotu12791	1			2		1		
Zotu19204								
Zotu16334								
Zotu18309								
Zotu18199								
Zotu18347					1			
Zotu18699								
Zotu12358	1							
Zotu12512		1						
Zotu10735		1						
Zotu9827					1			
Zotu14628		1					1	
Zotu8671								
Zotu3613	1					1	1	
Zotu6685		2					1	
Zotu17998								
Zotu15260								
Zotu13321				2			2	
Zotu20302		1						
Zotu10804								
Zotu15417								
Zotu11416				3				
Zotu11826	1							
Zotu12892								
Zotu14587								
Zotu12170								
Zotu14987				9				
Zotu13331								
Zotu19916								
Zotu7461						1		
Zotu12630								
Zotu14560						1		
Zotu10705	1							
Zotu8310								
Zotu14141								
Zotu18059								
Zotu2449		2	1					1
Zotu16816						2		
Zotu19131								
Zotu13221								
Zotu16436							1	
Zotu737	2	9	4	1	2	4	2	3
Zotu1999		3						
Zotu9114			2					
Zotu18060	1							
Zotu5677						1		
Zotu15447								
Zotu20308								
Zotu11244								
Zotu15485				1				
Zotu8881								
Zotu13749								
Zotu9219								
Zotu11571								1
Zotu15066								
Zotu7466				2				
Zotu4806	1	1						
Zotu6335	1							
Zotu18201								
Zotu16023								
Zotu10173								
Zotu11410								1
Zotu2837	7		1					
Zotu7627								
Zotu11562								
Zotu12759						1		
Zotu11023			1	1	1			
Zotu18266								
Zotu20374								
Zotu6268				1				
Zotu16050								
Zotu9208			1					
Zotu10340								
Zotu14733			1					
Zotu10060						1	1	
Zotu20176								
Zotu4970								
Zotu11236								
Zotu20710		1						
Zotu8187								
Zotu17272								
Zotu12658								
Zotu1763								
Zotu18541								
Zotu11872		1						
Zotu4145	1	1			3			
Zotu4444		1	1		3			1
Zotu16381								
Zotu6953		1					1	
Zotu10652								2
Zotu19759								
Zotu12056								
Zotu16691								
Zotu17210								
Zotu9029								1
Zotu16846								
Zotu20579								
Zotu5440								2
Zotu13845						1	1	
Zotu11519								1
Zotu18464	2	3	1	3	3	3	4	3
Zotu17544							1	
Zotu19133								3
Zotu19051	20	35	31	34	22	51	41	45
Zotu17044	2	2	1	5	1	3	1	3
Zotu17613	1	4	7	11	13	18	13	12
Zotu13821	4		3	7	5	6	39	10
Zotu18261	3	3	8	6	2		3	15
Zotu13138								
Zotu2582	3	1	1		1	1		
Zotu15278	2	1	1					
Zotu2408	1	6	8	5	2	2	4	15
Zotu12271			1					2
Zotu4886	3	5	2		4	5	3	7
Zotu7763		1					3	1
Zotu1735	9	8	11	5	5	8	5	16
Zotu9370			2		2	2	1	2
Zotu14311								
Zotu669	9	10	12	11	12	11	7	8
Zotu2734	2	4		4		2	2	3
Zotu10651			1					
Zotu1553	10	8	15	5	6	7	14	27
Zotu12031	4			1		1		1
Zotu17917				1				
Zotu19757								
Zotu911	6	8	12	5	8	21	9	29
Zotu4510	3	2	4	2			3	2
Zotu2276	3	3	3	9		1	1	3
Zotu15354								
Zotu7870			1					
Zotu9703	1	1		1		2	1	
Zotu6579		1						
Zotu14556								
Zotu9070		1		1			1	
Zotu15126							1	
Zotu16620		1						1
Zotu9015		1	3		1			
Zotu14705								
Zotu15419								
Zotu14953								
Zotu15812								
Zotu2740	1	2				1		
Zotu19466								
Zotu5401								
Zotu13098			1					
Zotu4126		2	5			1	1	5
Zotu5698					1		2	5
Zotu12505								
Zotu5543								
Zotu7744		1		1	3		2	
Zotu2332		2		1	2		1	3
Zotu7665		1						
Zotu8033				1		3	1	2
Zotu3909	3	1			1			
Zotu9921								
Zotu13116								
Zotu4474		1			1		1	
Zotu5787	1		1	4	6			1
Zotu17589	1					1		
Zotu3325								
Zotu6551								
Zotu1879								
Zotu19178								
Zotu6556								
Zotu516	2	24	8	14	9	18	23	29
Zotu771	15	4	4	4	11	5	11	6
Zotu2230	1	8		9			15	
Zotu708	5		5	1		1	7	1
Zotu1665							9	
Zotu12102		3					1	
Zotu674	3	10	7	7	6	15	54	14
Zotu152	15	14	5	4	35	3	27	15
Zotu681	64	10	3	2	1		1	6
Zotu6388	2	2	2	1			2	1
Zotu7016	1					1	1	1
Zotu3592					1		3	1
Zotu2445	4	13	1		3	3	4	3
Zotu20626								
Zotu1834	3	3	3	4	11	8	14	5
Zotu7778						1		7
Zotu19799								
Zotu533	7	14	13	5	13	9	2	137
Zotu1205	2	21	13	4	4	4	8	39
Zotu1025	6	3	16	6	5	3	12	5
Zotu5145		7	3	1			1	6
Zotu2604	6	2	8	2		4		3
Zotu18997								
Zotu11612	1	1	1	3	1			
Zotu5087	1	3	6	2	1	2	4	2
Zotu10781		1	1			1	3	
Zotu17940					1		1	
Zotu11425			1	1				
Zotu3250	8	4	12	9	12	11	9	14
Zotu8120		1	5	5	1	2		
Zotu2373	1	3	5	2	4	8	2	10
Zotu8425	1					1		3
Zotu14121						1		1
Zotu3669								
Zotu10786	1				1	3	1	3
Zotu11693							2	1
Zotu17605			1				2	
Zotu14696	1	1			1	2		
Zotu1887		1	5	2	1	6	5	12
Zotu3849		3		1				2
Zotu9573								
Zotu9718					1			1
Zotu8305			1					
Zotu18775				1		1		
Zotu4788	2	1	3	1	1	1	3	1
Zotu14711								
Zotu3989		1	2	3	1	4	7	5
Zotu15700				1			1	
Zotu17178	1	1	1	1	1	2	1	2
Zotu17912		1			1	1		1
Zotu17466		1	3		1			
Zotu17971								
Zotu19312								2
Zotu5078	3				2	1	8	
Zotu384	1	20	3	12	23	1	7	13
Zotu5498			7					3
Zotu8196					2	1	1	
Zotu15675						1		
Zotu8473								
Zotu18793		1			4			
Zotu3120	1		3	2	3			3
Zotu20080								
Zotu286								
Zotu3086								
Zotu4635								
Zotu9597							1	
Zotu6318								
Zotu6576								
Zotu805								
Zotu3908					1			
Zotu1107					4	1	5	11
Zotu7843								
Zotu1348					3	3	1	1
Zotu5040		1		1				
Zotu5936								
Zotu4041	3	11	2	4		3	13	6
Zotu5434	2	6		1		2	4	
Zotu1173	32	17	45	21	17	2	51	24
Zotu12797			1	1			1	1
Zotu18392						1		
Zotu4157	2	4	5	3	3	1	6	7
Zotu2961	5	7	6	7	10	10	13	4
Zotu10474			1	1				
Zotu7045		2					8	2
Zotu6915					2		1	
Zotu17193								
Zotu20511								
Zotu8712				1	1	2		
Zotu18601						2		
Zotu15251			2				1	
Zotu5486			2		1		2	3
Zotu11346				4	1	2	4	1
Zotu8311	2						3	2
Zotu14119	1				1	3		
Zotu6222	4	1	1	3	1	1		
Zotu8361		1	1				3	
Zotu13328	1							
Zotu15032			1				1	
Zotu12481	1	1					2	3
Zotu16658					1		2	
Zotu12894		1	1		1	2	1	1
Zotu15602								1
Zotu18715		1	3					2
Zotu5451	5		2	6	1		6	4
Zotu6621		1	1				2	
Zotu560	84	15	321	27	138	5	117	102
Zotu1069	7	19	20	11	11	55	192	61
Zotu2605	81		2	8	30		12	8
Zotu991	71	36	32	26	87	19	60	30
Zotu3298	5		13	4	13	1	16	14
Zotu8294					1		1	3
Zotu1037	21	24	46	37	74	6	75	6
Zotu1533	8	8	10	13	11	16	30	20
Zotu18462			1				2	
Zotu3636	1	14	15	9	4	2	5	2
Zotu8056			3	1	2		1	
Zotu19617								
Zotu11331		2	2		1			
Zotu16853							1	
Zotu6875					1		3	1
Zotu17058		1						
Zotu10288		4						
Zotu2521	5	2			3	6	3	4
Zotu3550	2					1	3	3
Zotu14349								1
Zotu18186					2			
Zotu11697		1					1	
Zotu6404	2	2	1		4	7	3	
Zotu10661					1	3	4	3
Zotu9986	2	3	4			2	1	
Zotu15923								
Zotu14629								
Zotu2667	6	2	6	2	3	10	5	7
Zotu12420						3		
Zotu18404			1		1	3	2	1
Zotu13748								
Zotu18767								
Zotu5850								
Zotu6952	2	2	1	1	2	1	2	1
Zotu1652					17			1
Zotu16619								
Zotu17151							1	2
Zotu8158		1					3	
Zotu10335					1			
Zotu6977					1			
Zotu20332								
Zotu8515								
Zotu6846	1							
Zotu13039		1			4			
Zotu2104		12	1				7	4
Zotu1270	1	2	1	3		2		1
Zotu4283							1	
Zotu6397				1	1	1		
Zotu3845					8			
Zotu14153			1					
Zotu6492					1		2	
Zotu18961								
Zotu18851								
Zotu20634								
Zotu4209								
Zotu18989			2					
Zotu19240			1					
Zotu7991		2		1				
Zotu15371								
Zotu11153				5	1	1	1	1
Zotu11353					1			
Zotu2075			2			2	2	2
Zotu2355	7	3	12	5	4	5	7	6
Zotu19005								1
Zotu16222	3	1		2		2		1
Zotu20186								
Zotu5617	1	2	3				1	
Zotu9410			1		2	2	2	3
Zotu7951		1		4	1			2
Zotu8952								
Zotu12131			1	1				
Zotu18947					2			
Zotu10005		1						
Zotu6849			3				2	2
Zotu4117		1	6	3	1	9	4	5
Zotu8386				1	1		1	
Zotu4326		1	7	4	2	5	2	
Zotu8238					2			
Zotu12934					1			
Zotu4971	1		2	2	1	2	3	6
Zotu14856								1
Zotu6591	1	3	1	5	1	4	2	3
Zotu17163								
Zotu1401	10	6	18	7	3	16	18	21
Zotu14912								
Zotu20258								
Zotu7922	2		11	6	2		5	7
Zotu1068	3	1	2		1	1		1
Zotu3709								
Zotu10105	1							1
Zotu3498	3	7	4	5	3	4	4	12
Zotu10684								
Zotu15196								
Zotu19876								
Zotu12171				1	1			
Zotu4122	2					2	2	1
Zotu16010								
Zotu11313					2			
Zotu5366	1		4			1	2	2
Zotu14826	1							
Zotu4194	8		7	3	1		4	5
Zotu768	1		1		2		1	
Zotu915	23	13	4		1			3
Zotu2780		1	1	2			1	5
Zotu19213							1	
Zotu19610								
Zotu5264	1				1	1	2	
Zotu4239		2						
Zotu7806			2				2	2
Zotu1369	2		5	3		2	1	1
Zotu1647		3		1	1		2	2
Zotu4086			1					
Zotu13211								
Zotu7464					2			
Zotu14812							1	
Zotu19702								
Zotu18131								
Zotu20147							2	1
Zotu20507								
Zotu5485								
Zotu3506		1				1		
Zotu4617		5			1			
Zotu19140							1	
Zotu2612	1	1	9	10	7	5	10	19
Zotu4860		2		2	2	4	10	3
Zotu9260	3		2	1	2		4	4
Zotu17186								
Zotu1530	4	61	18	35	1	6	1	18
Zotu2845		3	2		5	1	6	
Zotu11787								
Zotu922	1	1	1					
Zotu3931			5					
Zotu4743			2					
Zotu2508								
Zotu13081					2			
Zotu18441	3	5	13	15	23	7	23	8
Zotu18312	3	1	5	1		1	6	3
Zotu19017								
Zotu9648								
Zotu19419								
Zotu15942								
Zotu19210		7		3		1	4	14
Zotu17636	7	6	9		8	3	14	1
Zotu4174								
Zotu4257								
Zotu8586								
Zotu8173								
Zotu2977			1					
Zotu16142								
Zotu18594			1					
Zotu6521		3				1		
Zotu6430								
Zotu4249								
Zotu6609								1
Zotu14286		1			1			
Zotu5447			2					2
Zotu5295			1				1	5
Zotu9879	1							1
Zotu18121								
Zotu2901		1						
Zotu16859								
Zotu18330								
Zotu8221							2	
Zotu18503								
Zotu14886	2							
Zotu20652								
Zotu19420								
Zotu8	121	355	104	432	4	2	3	2
Zotu33	21	95	32	169	1			
Zotu43			1					
Zotu97						1	1	
Zotu15693					1			
Zotu18067								
Zotu15955								
Zotu12016							1	
Zotu12793								
Zotu2858	2	3	5		3	1	1	2
Zotu10616				2			2	
Zotu4983		1	9		1		1	
Zotu4079	4	1	1	1	1	1		1
Zotu10280				2				
Zotu14821								
Zotu20647								
Zotu837	6	4	6	9	13	3	5	9
Zotu4689	2	1	1	1	5			1
Zotu4004							1	1
Zotu7525				1			1	2
Zotu7986								1
Zotu13930			2	1			1	
Zotu14283							1	
Zotu7452				1		2	2	
Zotu2860	1		4		2	1	1	4
Zotu10617					1			
Zotu4854			1	1				
Zotu14174								
Zotu11340								
Zotu16840					2			3
Zotu9933								
Zotu8381			1					
Zotu5124								
Zotu9610						1		
Zotu9016								
Zotu18167								
Zotu9842								
Zotu3729			2				1	
Zotu13780								
Zotu17280								
Zotu20372								
Zotu7431		1		1	3		1	1
Zotu11696								
Zotu3516								
Zotu18296								
Zotu3705					1			1
Zotu16817								1
Zotu19612								1
Zotu9055		1			3			1
Zotu11417								
Zotu18839								
Zotu19326								
Zotu20029								
Zotu19831								
Zotu13945								
Zotu8280								
Zotu9707	38							
Zotu17694						1		
Zotu18426								
Zotu18321								
Zotu11715	3	1	1		1	1	3	
Zotu1611	2	3	86		2	7	50	8
Zotu5019		1			1	30		5
Zotu1725		1						
Zotu4925								
Zotu6891								
Zotu8928		1						
Zotu12195		2						
Zotu13508						1		1
Zotu17176						1	1	
Zotu17124								
Zotu3426		1	3	4	3		6	10
Zotu5142		1	4	1	1	2	1	1
Zotu20839								
Zotu15815		1	1					
Zotu17458			1					
Zotu9137								
Zotu13822								
Zotu7685								
Zotu8479								
Zotu9973								
Zotu15183								1
Zotu9820	4			1				20
Zotu7910		1	3		1		2	2
Zotu15420	2		3	1			2	
Zotu2968	1	5	6	3	2			1
Zotu685	30	46	65	20	20	10	59	175
Zotu19907			2					
Zotu2849	2	4	1	5			11	2
Zotu14582								1
Zotu5413	4	3	4			1	2	7
Zotu17136			1					2
Zotu10342		4						1
Zotu4035			7	6	15		5	1
Zotu5856	5	1			3		1	2
Zotu14308								
Zotu19226			1		1			
Zotu17471							1	1
Zotu18892								
Zotu20696								
Zotu8273		1			5			
Zotu7404		3			1			2
Zotu16243								
Zotu20091							1	
Zotu15386								
Zotu17564						1		
Zotu17129		1				1		
Zotu5111		1		2	3	2	1	3
Zotu8525					1	1	1	3
Zotu19174								
Zotu19599	2	1				2		
Zotu12116								
Zotu17524		1					2	4
Zotu15018			1		1			
Zotu9586								
Zotu10703								
Zotu12346								
Zotu1366		3	4	2		2	1	2
Zotu2838				1		1		2
Zotu8267					1		1	
Zotu9966								
Zotu3046						1		
Zotu5836								
Zotu1963			2	3	2	1	3	1
Zotu16039								
Zotu2113		1		4	1			1
Zotu8107		2			2			
Zotu1951	1	3	2	2	1	1	1	2
Zotu7256				1				
Zotu4026				3		1		
Zotu11237								
Zotu15138								
Zotu10257								1
Zotu12652					2			
Zotu2847		1						2
Zotu12674				1			1	
Zotu6754			1				2	
Zotu14447			1	2				
Zotu14660								
Zotu14004				1				
Zotu1342	3	11	4	4	4	6	13	18
Zotu3234		4	2	8		1	1	
Zotu4947		1	2	3				1
Zotu267	3	7	6	9	4	7	10	6
Zotu9354		1						1
Zotu4877	1	1		4			4	
Zotu17691								
Zotu9154	1							
Zotu20694								
Zotu12484			1					
Zotu3977		2	2			1	1	5
Zotu12285								
Zotu19725								
Zotu17720				1				
Zotu12401								
Zotu16321		2				1		
Zotu18814								
Zotu1306	4	6	6	8	5	7	3	4
Zotu2483	1	2	5	3	2	6	6	5
Zotu2097	1	3	2	1	2	1	3	2
Zotu14277	2							
Zotu6603							2	1
Zotu13875								
Zotu8442								1
Zotu14581								
Zotu13354		1		1				2
Zotu8630				1			1	3
Zotu19386								
Zotu11185								
Zotu10334				1				
Zotu16899								
Zotu13954				4				
Zotu14059					1		1	
Zotu7576		1	2	1		4		
Zotu10348								
Zotu20440		1						
Zotu1556	5	3	4	3		12	4	6
Zotu5085		1				1		1
Zotu13188		1						
Zotu10155								5
Zotu15635		1					1	
Zotu14369	1			1	1			
Zotu3658	1	1		1	1			1
Zotu1620	2	3		1	2	3	1	1
Zotu13246								
Zotu15624		1	1					
Zotu17932								
Zotu1909	3	4		2		1	1	1
Zotu17791								
Zotu2330	1	1	1			1		9
Zotu8262					1			
Zotu14888								
Zotu4120	2					1		1
Zotu16751								
Zotu1154	2	4	3	4	1	1	1	
Zotu3217	2	3		1		3	3	
Zotu3079			1			1		
Zotu17319				2				
Zotu4864		1						
Zotu6842	2		1					
Zotu1043	4	5	4	2	2		1	2
Zotu3052	1	1		1		6		
Zotu1161	2	2	7	6	1	6	3	3
Zotu6802								1
Zotu1094	2		3		2	1	1	3
Zotu20428		1						
Zotu10246					1			1
Zotu14921								
Zotu19539		1			2	1		1
Zotu1176	2	2	1	3		1	3	3
Zotu11160	1		1					
Zotu9744			1					
Zotu12500								
Zotu15391								
Zotu12824								
Zotu8784							1	
Zotu607	6	13	11	9	20	21	18	33
Zotu19804							1	
Zotu15064			1	2		2		1
Zotu3170	1	3		8	1	3	3	4
Zotu11532								
Zotu1981	1	1	5	3	1		2	4
Zotu4151	1	2	1	2	2	2		1
Zotu4954	2	1						
Zotu1651	1	7	4	4	1	5	2	7
Zotu2608	2	5	2	1		2		
Zotu9020	1	2	1	1				
Zotu3604		1		1				
Zotu11357				1				
Zotu3531			6					
Zotu10358								1
Zotu1938	7	2	4	5	1	2	10	12
Zotu19186		1	1			1		
Zotu13405					1		1	
Zotu343	9	18	13	23	20	17	21	31
Zotu1442		9		3	1		4	4
Zotu13637						2		1
Zotu364	5	17	19	23	18	12	14	20
Zotu2362								
Zotu3761			2	2	1	1		1
Zotu1431	3	2					1	
Zotu5425	1	4	1	6	1		3	1
Zotu6704				2		1		
Zotu9920	1							
Zotu2417		2		1	4	2	3	4
Zotu10390					1	1	1	
Zotu14663				1			1	
Zotu2575	2	1	1	1	3	4		1
Zotu8108			1					2
Zotu8822								1
Zotu10439		1	4			3	2	
Zotu19642	1	3						
Zotu3095	13	8	2	9	6	6	15	9
Zotu19297				3		1	2	
Zotu8724		1		1		3	1	4
Zotu20125			1					
Zotu1406		2	2	4	2	4		2
Zotu13380								
Zotu20853	1							
Zotu16112								1
Zotu1770	10	12	11	4	5	11	7	4
Zotu2381		3	2	2		1		3
Zotu18338								
Zotu5172	1	2	1	1	1	1		5
Zotu6167	1	1		1	2		3	
Zotu8345		2	2	1	1	2	2	
Zotu3579	1	4	1	2	2	2	4	4
Zotu5751	1	2						3
Zotu17707	1				1		1	
Zotu18529								
Zotu13469								1
Zotu2328	1	4	1			1		
Zotu14416								
Zotu3655		1					1	
Zotu6056				1		1		
Zotu11319								
Zotu16832								
Zotu18252								
Zotu14592						1		
Zotu19243					1			
Zotu20164								
Zotu20312								
Zotu9289		1		1	1			
Zotu18112								
Zotu12728								
Zotu8429	1					1		
Zotu17371						2		
Zotu17750								
Zotu9084		2		1		2		1
Zotu18389								
Zotu15819				1			1	2
Zotu16954								
Zotu2670	2	1	1			1	1	4
Zotu3280	1	2	2	1		2	3	2
Zotu6273			1					
Zotu18645								1
Zotu17468								
Zotu16001								
Zotu11471			1		1		1	
Zotu14023					1	1		
Zotu458	12	8	16	24	11	15	23	17
Zotu1033	3	2	4	13	8	5	4	6
Zotu7899						2	1	1
Zotu19232								
Zotu15086								
Zotu17660								
Zotu18970						1		
Zotu4898				2		2		2
Zotu15625								
Zotu7906					1	1		1
Zotu5520								
Zotu5531		2			1			
Zotu6930						2		
Zotu7352		2	1					1
Zotu10637						1		
Zotu17342				1			1	
Zotu19322				1				
Zotu18659								
Zotu8544								
Zotu14841								
Zotu13670								
Zotu4020					1	1	1	2
Zotu10506		1	1					
Zotu10793				1				
Zotu6604						2		
Zotu20172				2				
Zotu9073								
Zotu11151				1		1		
Zotu19158								
Zotu16477					1		1	
Zotu20219								
Zotu12394						1		
Zotu367	22	29	22	21	19	33	28	42
Zotu802	6	3	13	10	7	23	15	7
Zotu9534				1		1	1	2
Zotu7266	1	1	2		1	2	2	
Zotu1066	7	5	5	7	4	7	5	6
Zotu1843		3	6	5	4	3	2	8
Zotu5219	1	1	1	2				
Zotu7743			2		1	2		3
Zotu483	12	33	33	24	26	42	27	25
Zotu4498			1	1	2	3	1	
Zotu6140			2	1		1		
Zotu12095				1				
Zotu3757	1	3	1		4	3	1	1
Zotu2463	6	1	1	1	3	1	5	8
Zotu1238	5	5	10	17	16	13	11	13
Zotu3413	5	2	3	3	2	3	2	4
Zotu12618				1				
Zotu2030	2		3	8	10	5	2	4
Zotu493	9	15	14	22	10	20	11	15
Zotu924	7	5	13	9	14	18	9	14
Zotu4935		3	3	6	3	1		1
Zotu5794		1	1			3		5
Zotu1021	3	5	9	15	11	9	7	14
Zotu5183		2	3	5	4	2		2
Zotu453	22	29	33	41	28	40	15	36
Zotu6070	1			1	1	1		1
Zotu7180		2	2		2			
Zotu2192	3	3	8	5	9	1	2	8
Zotu4963	1	2	3	1	1	1		3
Zotu11738					1			
Zotu345	33	30	49	57	46	53	29	55
Zotu15572	1							
Zotu1278	4		8	5	5	8	5	11
Zotu3596	12	21	32	29	26	29	15	38
Zotu4234	1	3	2	3	4	2	5	1
Zotu6274		3	2	2	2	3	2	3
Zotu11082					1	1	1	
Zotu7878	1		1	1		3	2	2
Zotu10235				1		1		2
Zotu976	4	17	13	19	17	15	16	17
Zotu1082	4	7	18	12	15	12	4	17
Zotu2753	7	1	3	6	7	7	5	6
Zotu15820			4			1		
Zotu15863								
Zotu16030								
Zotu12206								
Zotu13292		2		1			1	
