ID	hps_cd_1	hps_cd_2	hps_cd_3	hps_cd_4	hps_cd_5	hps_cd_6	hps_cd_7	hps_cd_8
Zotu5094		1		2			1	
Zotu5141					1		1	
Zotu4847								1
Zotu10142								
Zotu4697	2	4		2	4		3	2
Zotu2777	9	3	3	3	6	3		1
Zotu14218							1	
Zotu17102		2					3	4
Zotu14643		1	2	1				
Zotu4520		1			4			
Zotu8106								
Zotu2974	1	5	2		2		1	2
Zotu319	28	23	10	28	30	29	18	25
Zotu919	13	23	8	4	6	16	4	9
Zotu6577	2	2	5	2	2	2	5	2
Zotu17359	1	1				1		
Zotu299	46	43	103	35	38	64	46	54
Zotu12018								
Zotu19212		1	2	3	3	1	1	3
Zotu10774								
Zotu16904								
Zotu9420		2						1
Zotu5464		2					2	
Zotu6025	1	2						
Zotu6086						1		
Zotu7329	1							
Zotu14894								
Zotu18746								
Zotu1900		1			1	2		5
Zotu14347								
Zotu11126		2			2			
Zotu12026								
Zotu732	9	14	2	2	16	13	6	17
Zotu8759								
Zotu15395								
Zotu3042	3	5		2		3	2	1
Zotu3060		5		2	2		1	
Zotu4427							3	
Zotu7215					1			
Zotu8873							1	
Zotu11422	2	2	3			2	3	
Zotu11574								
Zotu5188	1					2	1	2
Zotu15206								
Zotu5032		1	1		2			2
Zotu2201		1	4	2	4	2	4	3
Zotu6769	1			1	5			
Zotu5656					1	2		
Zotu744	1	4	1	2	2		2	2
Zotu4805				1				
Zotu10955			3		2	1		
Zotu19540								
Zotu10033								
Zotu19114								
Zotu18350								
Zotu6906								
Zotu8698			1		1		1	
Zotu10646					1			
Zotu19620								1
Zotu9980				2	1			
Zotu5522	1		1		2			1
Zotu11893								
Zotu16914								
Zotu16860								
Zotu17283								
Zotu8741	2			1	3			
Zotu6196		1				2	1	1
Zotu1683	2	10	4	12	4	3	2	1
Zotu8481			2	2	1	1		
Zotu18326								
Zotu5788			1	3	1		1	
Zotu8911	1				2			1
Zotu6620				1	1			
Zotu4778		3			2	2		4
Zotu12397		1	1	4		1	1	
Zotu3831				25		1	4	1
Zotu7303				7		1	2	
Zotu13009			1			1	1	
Zotu2088	9	5	11	1	5	4	4	1
Zotu17704								1
Zotu985	5	15	4	7	4	24	10	16
Zotu10590					2			
Zotu5374								
Zotu773	14	2	14	6	6	4	14	11
Zotu1072	10	6	8	6	6	13	3	6
Zotu1567	7	8	14	10	2	7	13	1
Zotu4614	3	4	1	1	2	2		3
Zotu12868	1	2	5	2	2	5	1	
Zotu2989	2	2					2	1
Zotu18328								
Zotu10914					1			
Zotu12370				1				2
Zotu15959					2			
Zotu15651	1							1
Zotu1077	4		8	3	9	2	4	6
Zotu2130	1	1		1	5	5		2
Zotu4130			2	1				
Zotu12748	1					1		
Zotu704	5	3	4	1	14	9	2	12
Zotu4025		2					6	3
Zotu699	2	3	5	4	9	2	9	4
Zotu10278			1		2			
Zotu7134					3		1	1
Zotu5254			1					1
Zotu4643	1		1		1	3		1
Zotu1634	1			3		10		
Zotu2568	1	2	1	2	3	14	1	4
Zotu18050								
Zotu11638						1		
Zotu19557	1	1		1	3			2
Zotu18295								
Zotu2084	1		1		2	1		
Zotu10312	1							
Zotu19633								
Zotu2077	2	2		1	2	2	2	4
Zotu3963			2		1	2		1
Zotu3544		1	2	1	1	3	2	2
Zotu13058								
Zotu7923				1				
Zotu6403								
Zotu13223								
Zotu13157								
Zotu14154								
Zotu13110								
Zotu13232								
Zotu16590								
Zotu10269					1			
Zotu3837								
Zotu12212								
Zotu13253		1						
Zotu3302	1	2		7	2	1	6	2
Zotu19709								
Zotu1880	11	5	25	1	12	21	15	7
Zotu15937		1				2	2	
Zotu2952	2	4	1	3	7		3	5
Zotu9503	1		2					2
Zotu14644	1							
Zotu16442				1			1	
Zotu2206	7	5	2	3	10	15	4	1
Zotu6259	3			2			1	1
Zotu7300					1			1
Zotu3641			3	3	1		3	
Zotu11818		3		4		2	2	
Zotu10180						1	2	
Zotu10970	6		1					
Zotu14508						1		
Zotu8313								
Zotu18106		2						1
Zotu16008		1		1	3	1		
Zotu1171	14	15	8	17	7	3	3	18
Zotu307	48	34	22	54	43	42	29	49
Zotu20115	1	2	3			1		
Zotu309	72	35	23	45	79	44	16	113
Zotu61	210	158	128	146	236	187	86	274
Zotu18492	2	2	6	2	5	4	1	6
Zotu318	89	42	23	38	86	30	12	85
Zotu8394	20	4	9	8	13	17	6	11
Zotu17061	22	12	9	12	19	17	4	24
Zotu15433	2	6	2	2	6	4	2	11
Zotu381	61	40	26	37	40	42	24	55
Zotu9526	12	6	3	8	4	11	9	9
Zotu4093				2				
Zotu19241	5	4	4	1	4	4	5	9
Zotu992		46	4	14			58	3
Zotu8092				1		1	3	
Zotu324	4	3	5	11	7	3	5	6
Zotu10631								
Zotu1534					3	1		
Zotu7263						1		1
Zotu14011								
Zotu1370	9	2	5	2	16	15	10	15
Zotu9080	2	1		2	1	2	2	2
Zotu18144						1		
Zotu2768								
Zotu6673								
Zotu16654					1			
Zotu19029								
Zotu3563	3	1		1		2	1	
Zotu9757						1		4
Zotu7766								
Zotu1694	1	1		1	5	1	2	1
Zotu1188	1		1		2			2
Zotu11790								
Zotu9865	10	3		15	4	4	7	6
Zotu16745	2	4	2	2	3	4	2	1
Zotu10558	9	1	3	2	5	5	4	4
Zotu12142				2	1			1
Zotu927	10	8	1	5	11	18	14	7
Zotu9568				2			1	2
Zotu3990		2		4	1			
Zotu19115								
Zotu1130	4	5	7		9	11	8	5
Zotu4525				1	1	2	1	3
Zotu15839	2		1			1		
Zotu3311	1		1	1	1	1	1	3
Zotu5939					1		2	2
Zotu12459					1			
Zotu11512		1	1					
Zotu5884				5		5	1	2
Zotu19362								
Zotu4641	3	1		1	1	1	1	2
Zotu12744	21	15	4	10	8	17	6	17
Zotu20297	29	18	18	19	33	19	16	22
Zotu29	360	236	213	190	280	406	238	212
Zotu234	52	38	37	51	30	69	48	16
Zotu14827		1		2				1
Zotu849	19	9	9	6	8	14	6	8
Zotu14864	44	22	18	21	35	24	18	23
Zotu9433	3		1			4	1	1
Zotu754	27	7	6	4	23	11	14	24
Zotu9250		1				1		
Zotu12552	1				3	1		1
Zotu595	25	31	4	13	18	2	14	26
Zotu3484	2	1		2	7	1	2	8
Zotu4324	1	2						1
Zotu443	45	21	13	9	17	21	30	30
Zotu1713	3	4		4	7	7	5	3
Zotu18304	2				1			
Zotu1610	4		3	1	5	4	2	3
Zotu11492								
Zotu16928								
Zotu1978	3	2	4	4	7	12	6	1
Zotu2252	6	4	2	1	2	2	4	
Zotu13184		1				1		1
Zotu6283	2			1		1		1
Zotu9277					1			
Zotu9655	1	5		1	1	5	3	
Zotu4129		10		3	4	2	1	5
Zotu20254							1	1
Zotu3935			1		4			
Zotu4599	6			1	3	2	1	1
Zotu5710	3	2	1			1		2
Zotu3794	3	2	1	2	4	2		3
Zotu6818	1	1		2	2	3		3
Zotu611	27	33	20	17	19	16	18	35
Zotu1378	16	4	6	4	6	7	6	23
Zotu8585	1			2				2
Zotu5077		1				2		
Zotu14710								
Zotu15689								
Zotu18886	1	1	1					1
Zotu3387	5	2	2		3	6	6	5
Zotu4009	1		1	2	1	2		
Zotu1258	13	13	17	9	14	5	11	25
Zotu2853					1	1		
Zotu6109	1		3		1		2	2
Zotu4733	2	3	5		2	4	1	6
Zotu20609	1							
Zotu15415	2						1	
Zotu2874	1	2		6	3	3		3
Zotu10785					1	2		
Zotu19931		1						1
Zotu16936			4					
Zotu1560	19	7	2	3	6	7	5	6
Zotu1720	10	7	5	2	5	30	5	5
Zotu16551					1			
Zotu13403					1			1
Zotu2158	3		3	2	1	1	4	5
Zotu16270			1			3	1	
Zotu2611	4	2	1	2	2	1	4	9
Zotu8189	1	3						
Zotu20128		1						
Zotu11669								
Zotu5184			2	1				1
Zotu10878			1					
Zotu2184	5	7	1	7	6	4	8	6
Zotu3264	4	1	2	1	1	2		8
Zotu19308								
Zotu17084								
Zotu2090	6	3	2	4	5	5	2	5
Zotu17778								
Zotu4547		2			3	2	3	2
Zotu89	68	47	29	38	71	80	41	108
Zotu235	33	25	12	18	42	43	23	35
Zotu15358			1		2			2
Zotu13192				2	1			
Zotu18437		1		1		2	4	2
Zotu2819	1	3	1	1	3	5	6	1
Zotu1554								
Zotu2444								
Zotu12072								
Zotu3873								
Zotu5555								
Zotu4260	4	3		2		4		3
Zotu4475		4		3	1	2		3
Zotu14323								
Zotu3864		4	1	1	2	4	1	
Zotu10015			1			1		
Zotu2241	2	9	1	1	1	8	4	1
Zotu2761	6	1			3	1	1	4
Zotu2850	4	5	1	1	2	6	2	
Zotu563		2		1	1	1		
Zotu1142								
Zotu1726								1
Zotu2317	4	6	1	2	5	8	4	6
Zotu15315				1				
Zotu7681	2	1		1	1			
Zotu1432	11	7	4	3	5	9	6	1
Zotu2009	1	1	1	5	3	3	2	5
Zotu3370		2	1	1		3	3	
Zotu2665	7	7	10	2	1	5	3	2
Zotu13169			1					
Zotu2242								
Zotu13575								
Zotu1669							6	
Zotu11196								
Zotu6608								
Zotu12059								
Zotu8171								
Zotu8788								
Zotu12234								
Zotu16697								
Zotu3659								
Zotu956							1	
Zotu11703								
Zotu4231								
Zotu5979								
Zotu3885								
Zotu17674								
Zotu8705							1	
Zotu3666			3	6			2	
Zotu4121		7					2	5
Zotu3916		2					13	3
Zotu20113								
Zotu14991	1	5						
Zotu14057	1							
Zotu10638	1	2					12	3
Zotu2908	2				1			2
Zotu4140		1	4		4	7	1	3
Zotu12064								
Zotu14020								
Zotu17945								
Zotu14105								
Zotu3194	3	2		1	2	3	1	
Zotu7023	1				1	1		1
Zotu2331								
Zotu6847								
Zotu1404				1			1	
Zotu354		3			1	1	1	
Zotu450		4			1	1	7	1
Zotu528		6						
Zotu2432		1				3	1	
Zotu129	1	2			2		5	
Zotu4698								
Zotu6455					1	1	2	1
Zotu18123								
Zotu7274		1				1		1
Zotu14697								
Zotu2953	4	1	1			1	1	2
Zotu373	38	27	25	16	22	39	25	27
Zotu201	39	54	38	28	31	52	53	50
Zotu1701	3	9	3	14	8	11	6	4
Zotu421	18	20	22	9	27	25	24	21
Zotu1884	9	7	4	6	5	12	7	5
Zotu2840	4	3	1	2	1	9	4	2
Zotu4294					1	5	2	
Zotu16919								
Zotu1598	5	7	5	6	2	4	1	5
Zotu4057		1					2	5
Zotu6750	2					2		
Zotu20806					1		1	
Zotu868	3	11	8	9	6	12	6	12
Zotu1925	4	7	7	3	4	3	4	2
Zotu2240	1	1	1		4	3	1	
Zotu9909								
Zotu20234								
Zotu9993								
Zotu673		4	3	1				
Zotu7510								
Zotu1931	7	1	2	3	1	8	2	5
Zotu1315		19		5		5	74	1
Zotu2321								
Zotu2552			3					
Zotu12766								
Zotu11069								
Zotu1542								
Zotu3628								
Zotu1156		5	2	2	3	5	33	2
Zotu5177					1		1	1
Zotu474	1		1	2	4		4	2
Zotu799			1			2	1	3
Zotu6677							1	
Zotu9686								
Zotu18221								
Zotu1471		5		24			25	2
Zotu9650				1				
Zotu10433				4				
Zotu5911								1
Zotu16626	3							
Zotu4766		1		5			1	5
Zotu18339								
Zotu10662				5			1	
Zotu15710								
Zotu18635								
Zotu11907							1	
Zotu4318					1			1
Zotu5432			1	1				
Zotu11278			1	16				
Zotu6625								
Zotu12315								1
Zotu20463	2							
Zotu9474						1		
Zotu5317					2			
Zotu6137			1					
Zotu2773		1			1		3	3
Zotu11482		1			2	1		
Zotu5006								
Zotu18966			1					
Zotu195				1	1		2	1
Zotu64	4	15	3	2	25		14	7
Zotu13047								
Zotu13100								
Zotu16055								
Zotu6126								
Zotu9245								
Zotu13913								
Zotu1330					1			
Zotu5524								
Zotu6373								
Zotu8635								
Zotu9327								
Zotu16965			1					
Zotu3578								
Zotu8342						1		
Zotu2044			3				1	
Zotu2475	2		3	1	1			
Zotu18860								
Zotu2591								
Zotu13922								
Zotu13835								
Zotu14804								
Zotu14937								
Zotu8000								
Zotu16358								
Zotu2108								
Zotu1192	5	10	6	4	4	15	6	
Zotu6535					1			1
Zotu3886	5	1	1	1		1	1	2
Zotu20723	16	14	8	18	8	6	10	14
Zotu5002			1	1	1	2	2	2
Zotu269	20	19	16	19	24	31	9	36
Zotu1477	1	1				1		2
Zotu38	339	300	308	338	332	405	331	381
Zotu3400	9	9	17	4	13	12	12	4
Zotu955								
Zotu11488				1				
Zotu1594		55	2	101			8	
Zotu1805	1	10	1	2				1
Zotu3069		1		1			1	3
Zotu7106								
Zotu17167								
Zotu1717	3			2	2		1	1
Zotu1957	2	1		1	3	1	1	2
Zotu15897								
Zotu431	44	25	31	21	29	31	29	20
Zotu627	10	8	13	7	8	15	4	16
Zotu457	54	36	22	41	35	47	11	45
Zotu2812	2	2	3	2	1		1	1
Zotu5171								1
Zotu11101								
Zotu4426	1	1	2	3	1	2	1	3
Zotu14207						2	2	
Zotu18917					1			
Zotu2336								
Zotu11603				10				1
Zotu3588								
Zotu8289								
Zotu16377								
Zotu1817		17	4	128	1		69	
Zotu19081							2	
Zotu8284								
Zotu751	16	9	12	11	15	20	12	4
Zotu11015		1	2	2			1	
Zotu2110	5	6	6	10	11	19	4	19
Zotu20328								
Zotu3127	4	7		1	1	3	1	1
Zotu7040	2			1	4	2		8
Zotu18362		1						
Zotu19157	10	7	7	2	12	9	12	12
Zotu19274	7	7		3	5	8	7	2
Zotu2685	5	2	2	3	2	3	2	6
Zotu3044	5	1	4	2	6		4	1
Zotu5251	14	5	10	9	8	6	2	5
Zotu3957	3			2	1	2	2	
Zotu68	253	178	155	145	290	287	155	289
Zotu371	34	24	25	15	29	40	42	32
Zotu1613	15	9	14	7	13	12	8	10
Zotu3406	12	4	6	5	5	3	5	7
Zotu17470	8	1	12	1	5	10	3	13
Zotu19586	3	1	4	1	8	5	4	4
Zotu4261	5	1	14	1	6	6	1	1
Zotu15945	4		9	3	6	3	4	2
Zotu310	84	62	149	34	60	73	62	79
Zotu630	47	24	64	22	61	58	39	45
Zotu7036	1	3	3	1	1	2		4
Zotu15355	3		4			1	1	1
Zotu422	60	29	64	46	51	71	23	50
Zotu5018	2	4	3	1	7	1		6
Zotu4095	13	3	5	1	3	3	2	4
Zotu19315	10	5	13	5	10	18	4	15
Zotu8013	3	1					2	
Zotu2800	39	31	53	40	54	67	28	47
Zotu15627		2	1	2				
Zotu4484	1	5	14	2	2	2	4	
Zotu1377	2	5	4	5	3	5	9	1
Zotu12801						1		
Zotu7941		1				1		
Zotu16051						1		
Zotu3755	12		9	5	4		2	9
Zotu2393	3		3	3	11	3		1
Zotu11570								2
Zotu18831	2		1	2	5			4
Zotu1501	4	1	7	3	6	3	6	2
Zotu11115				1	1	2	4	
Zotu193	26	7	23	23	35	34	13	28
Zotu1565	3	3			14	5	5	2
Zotu4307								
Zotu2827	1	1		5	12	6		4
Zotu17323								
Zotu9261		1		8				
Zotu3381								
Zotu18742	5	4	5	11	5	8	5	6
Zotu9493	1			1	1	1	1	
Zotu13947								
Zotu728	1							
Zotu5820	2	5		5	1		1	
Zotu7242	2							
Zotu6266			1	4		1		
Zotu4740	1		1					
Zotu20100								
Zotu20469								
Zotu6359	2	1						
Zotu17469	2							
Zotu16420								1
Zotu4064	4	3	1		3	1		3
Zotu12258								
Zotu7764				1				
Zotu20777				2				1
Zotu3765				4				1
Zotu18286								
Zotu2335				2			2	1
Zotu3144				3		1		4
Zotu7837				1				
Zotu1199	22	9	8	11	20	7	2	17
Zotu2026	6	2	3	4	5	5	4	8
Zotu8747	5		1		1		1	1
Zotu15952	1	1						
Zotu8179								
Zotu3091		3		5	1		4	
Zotu1715		4		9	1	2	37	10
Zotu1941		2		23	1	4	9	3
Zotu5322	2	1			1			2
Zotu7171	1						1	
Zotu8257	3	2	2	1	1	1	2	7
Zotu3229	2		2	1	2			18
Zotu1653	5	5	3	10	19	26	6	4
Zotu3863		1	3	1	2		1	
Zotu7512		2			1			
Zotu7987					1			
Zotu2231	2	5			1	2		
Zotu9248								
Zotu11202	2			2				
Zotu19077						3		
Zotu4483	1							
Zotu18130					1			
Zotu4936		2		1		2		1
Zotu5409	5					2	1	1
Zotu10495							3	
Zotu16151						1		
Zotu13850		1						
Zotu19402				2				
Zotu15084								
Zotu16895		1						1
Zotu3497			1	2		3		
Zotu7325		2	1	2	2	1		
Zotu5759							2	
Zotu13474	3				1			3
Zotu16293			2	1	2		1	2
Zotu15702	2		6	1	3		2	2
Zotu18214	1	1	2					
Zotu11203	1	3	4	2	3	4	2	
Zotu15878			2	3	1			
Zotu12782			2	1		4	1	
Zotu15293		1	2			2	2	1
Zotu9630		1			5		2	
Zotu16719	1							
Zotu9892	3	2	1	4	1	1	7	3
Zotu18983				2		2		
Zotu20371	2	2	2	2			1	
Zotu20690				2				
Zotu15705			1					1
Zotu15210								
Zotu18708					2	1		1
Zotu15535		1				1		
Zotu18494		2	1		1		1	1
Zotu11227	1		2	2	1	2		1
Zotu17344			1			1		
Zotu19368		1			1		1	
Zotu20739								
Zotu15299	1	1				2		1
Zotu17070		1	3				3	2
Zotu18451	1			2	2	1	1	3
Zotu17767				2	1		16	1
Zotu20616				4			34	2
Zotu17715	15	20	7	12	13	6	8	11
Zotu17733	22	21	16	20	14	29	13	19
Zotu19986	6	7	5	9	13	6	7	5
Zotu9668				1			3	
Zotu2695		4		8		1	5	
Zotu4705	3	4	1		1	3	1	
Zotu7038	1			1			2	
Zotu10248								
Zotu9602								
Zotu1184		1		1	4		1	2
Zotu7624								
Zotu11649								
Zotu4758		1						1
Zotu14122	1				1			
Zotu12688				4				1
Zotu16431					2	2		
Zotu4653						17		22
Zotu5551	3				6			
Zotu4914			2			1	1	
Zotu13890		2						
Zotu5041					2		3	
Zotu7149				4			5	1
Zotu4717		1		3			23	
Zotu16053								
Zotu1637		4				1		
Zotu15800							1	
Zotu2888		8				1	1	5
Zotu1744		1	1				5	
Zotu6244			2				1	
Zotu10541								
Zotu18008								
Zotu17678								
Zotu14948								
Zotu16969				8				
Zotu14398								
Zotu13259	1	2	1	2	2			1
Zotu1296	6	12	4	8	3	3	4	9
Zotu4858	1		2			2	1	4
Zotu7897		1			1	5		2
Zotu11572			1	1			1	
Zotu8754	1	3						1
Zotu6482							1	
Zotu15441		1						
Zotu2173	3	1	3	3	4		2	2
Zotu7051				2	2			1
Zotu7068				1				
Zotu3621								
Zotu6162	1				2			
Zotu11065								
Zotu15984								
Zotu17742								
Zotu20305								
Zotu5898								
Zotu15833								
Zotu7487	1		7	3		1	2	
Zotu8971	2		1				5	
Zotu8781	2		1	2	2		2	
Zotu8249								1
Zotu11848							3	
Zotu12585				1				
Zotu19461								
Zotu16242								
Zotu8021					2			
Zotu15312					1			
Zotu19695								
Zotu7799								
Zotu845	8	1	1	8	1	7	1	4
Zotu2490	2	1	3		2		5	2
Zotu8437						1		
Zotu4287							1	
Zotu16733		1						
Zotu5003								
Zotu9881								
Zotu13591								
Zotu1101		14		6			10	
Zotu7123		2						
Zotu2805								
Zotu10868								
Zotu2759						2	2	
Zotu6664			1				9	
Zotu20738								
Zotu16629								
Zotu15378						2		
Zotu3465		1		32	1		2	3
Zotu19060								
Zotu11901								
Zotu7530		1						
Zotu6077								
Zotu6171								
Zotu2637		1					2	
Zotu1636								
Zotu12048								
Zotu2549								
Zotu1822						1		
Zotu10994								
Zotu6885		1		2			9	1
Zotu20549								
Zotu4153								
Zotu413	6	1	2			1	3	
Zotu1692								
Zotu9444		1					1	
Zotu3107						3		
Zotu11522								
Zotu16353								
Zotu9103								
Zotu14522								
Zotu6200								
Zotu10441	1							
Zotu10696								
Zotu5933		1				1		
Zotu18037								
Zotu20076								
Zotu9366	4				2	3		2
Zotu12422		1		1	1			1
Zotu16864								
Zotu8296								
Zotu19468								
Zotu15435	1							
Zotu17769								
Zotu12380								
Zotu8247					1			
Zotu7964					1			1
Zotu9922	1			1			2	
Zotu6858								
Zotu8376								
Zotu10963		1		3		1		
Zotu15622								
Zotu12379						1		
Zotu5296							1	
Zotu9076			1		2			
Zotu20361					1			
Zotu12993								
Zotu15483								
Zotu20750					1			
Zotu2573								
Zotu8919								
Zotu20110								
Zotu5234								
Zotu20357								
Zotu13587								
Zotu16605								
Zotu15373								
Zotu6944								
Zotu8631				6				
Zotu5431				2				
Zotu16937								
Zotu676	2	3	2	2		3		16
Zotu3136								4
Zotu478		1	1	7	1	6		6
Zotu1075				1	2		2	
Zotu9024							1	
Zotu2705	2			3				
Zotu2022	1		1		1	3		2
Zotu12456					2			
Zotu1499	1			4	2			
Zotu14320								
Zotu4995	15		2			11		
Zotu1344	6	3	2	9	21	10	9	16
Zotu10380					1			
Zotu15468								
Zotu13831					1			
Zotu1447								
Zotu3094								
Zotu16934								
Zotu4000								
Zotu5892							1	1
Zotu15683				12				
Zotu20611				10				
Zotu17801								
Zotu20584								
Zotu18287								
Zotu20193								
Zotu4345		3						
Zotu8923								
Zotu5391								
Zotu19193								
Zotu19946								
Zotu14392								
Zotu10102								
Zotu13697								
Zotu14066								
Zotu11617								
Zotu5493				1				
Zotu4818								
Zotu14806	2	6	1					
Zotu7480						1		
Zotu8214							2	
Zotu14959								
Zotu5510								
Zotu6487								
Zotu16932								
Zotu2833		1						
Zotu2986		2	2					
Zotu7225		1						
Zotu11164								
Zotu11977								
Zotu16398								
Zotu6865								
Zotu16659								
Zotu6790					1			
Zotu19590								
Zotu7914								
Zotu5211		1						
Zotu5822								
Zotu5800								
Zotu14466								
Zotu9192								
Zotu2821								
Zotu5278	1		4		1	1	1	3
Zotu5513		1	2	2	3	3		
Zotu5614	3		1		1	1	2	
Zotu17317								
Zotu8718								
Zotu5068								
Zotu17487								
Zotu12482								
Zotu1648								
Zotu2200								
Zotu13293								
Zotu3342							1	
Zotu10863								
Zotu12001								
Zotu14278								
Zotu3176								
Zotu5526		2					2	4
Zotu8731								
Zotu7876				1				
Zotu13481								
Zotu7861								
Zotu2129								
Zotu18747								
Zotu13073								
Zotu9535								
Zotu86							2	
Zotu16564								
Zotu18922								
Zotu9658								
Zotu11766		1						
Zotu14998		2			1			
Zotu8626								
Zotu10806		1						
Zotu19170	1							
Zotu1469		4	2	15	1	2	8	11
Zotu10399						2	2	3
Zotu9766								
Zotu15553								
Zotu11430	1							
Zotu11650	1	1						
Zotu6258								2
Zotu16576								
Zotu7868					9	28	2	
Zotu16734								
Zotu7728		2		2				
Zotu6148	1		3	4	2		1	
Zotu13900			1					
Zotu5256	2				1	1	2	
Zotu14883								
Zotu10044								
Zotu10811	3		6	2				
Zotu7391	2				1			7
Zotu9908								
Zotu15813								
Zotu7572	2		2	4		1		
Zotu15041								
Zotu18550			2	10				
Zotu7929				5				
Zotu19805								
Zotu8147								
Zotu5754			1	4	1			
Zotu13391					1			
Zotu5857			6		1			
Zotu9727					5			
Zotu2500	2	4	43		4			1
Zotu7787								
Zotu2836		1			1			
Zotu8812								
Zotu7358	2	2	2		5	1		3
Zotu7720		1		2	3			1
Zotu4668	2	3		3	7	3	1	6
Zotu9042	2				4	3		5
Zotu19085	1			1	1			
Zotu13206	2			1				
Zotu441	37	32	25	18	97	59	13	47
Zotu304	49	57	54	33	96	50	25	34
Zotu5340	5		1		4	2	1	1
Zotu11883	2			1				
Zotu1547	4	9	9	2	26	10	3	5
Zotu15785								
Zotu4579		2	2	2	2	2	1	3
Zotu8410		1						
Zotu7304	3	1			1	1	1	
Zotu448	26	29	33	27	41	17	26	26
Zotu930	13	12	24	19	9	19	14	9
Zotu6423	1	4				1		
Zotu4920		1	1	4		4	1	
Zotu4118	5		5	3		1	7	1
Zotu8063		1	1		1		1	
Zotu13905					1	1		
Zotu19763			1		2			
Zotu7328				4	3	1		
Zotu828	25	16	11	17	35	8	13	21
Zotu6419		2		2	3		2	1
Zotu4193	5		2		8			5
Zotu16376	1	1			3			3
Zotu13346		1			4	1		3
Zotu4131	2	7	5		8	4		2
Zotu16350		1	1		3	1	1	
Zotu4104	6	3	1	1	7		2	8
Zotu4038	1							1
Zotu18797					1			1
Zotu5775								
Zotu5053		1		2	3		1	1
Zotu766	4	3	2	9		1	5	4
Zotu14984								
Zotu11064								
Zotu19778								
Zotu9320							1	
Zotu10589								
Zotu19040								
Zotu11054						1	1	1
Zotu13001				3				
Zotu7629				3	1			
Zotu1815								
Zotu3000								
Zotu13833		1		8				
Zotu7259								
Zotu1913								
Zotu16657								
Zotu6794								
Zotu10195								
Zotu15384								
Zotu632								
Zotu1901								
Zotu5225								
Zotu18306								
Zotu10864								
Zotu6190								
Zotu656								
Zotu9257								
Zotu3415								
Zotu18710								
Zotu8334								
Zotu17772						3		1
Zotu11659					1			
Zotu9609	1					1		
Zotu12820						2		
Zotu20776								
Zotu1345				1				
Zotu13101								
Zotu14670								
Zotu12123					2			
Zotu5549								
Zotu16283								
Zotu1942		1						
Zotu5992								
Zotu9903								
Zotu10301								
Zotu6269	1	2	4	4	9	2	2	2
Zotu5865	1					1		
Zotu7271								
Zotu6561		1			1			
Zotu14704				1			1	
Zotu3535	3	1						
Zotu4265	1				2	4		
Zotu3631		9						1
Zotu12891				1				
Zotu6832		2	1	1		2		1
Zotu10174		1		5				
Zotu20379								
Zotu11782		1			1	1	1	
Zotu14216						1		
Zotu9461								
Zotu9709								
Zotu11806								
Zotu4191			2				1	
Zotu9494	1							1
Zotu2154		1						8
Zotu16643	1							
Zotu3891	7			2		2	1	
Zotu12504								
Zotu18934				2				
Zotu17550								
Zotu12987			2		2		1	
Zotu2778								
Zotu11147					1			
Zotu11247								
Zotu6425								
Zotu12231								
Zotu7933								
Zotu10709				1		1		1
Zotu11264								
Zotu2811	4	2		3	4	9	4	2
Zotu16040		1						
Zotu4325	5		1			2	1	
Zotu5001	2					1		
Zotu9983		1				1		
Zotu8446								1
Zotu6476	1	2	1	3	1	1		2
Zotu12286								
Zotu13557			1			3	2	
Zotu18053			2					
Zotu18557								
Zotu14616						2		
Zotu12757		1						2
Zotu16894								
Zotu1929				7				
Zotu18516								
Zotu8246					1			
Zotu6055	7	1		1	1			5
Zotu10487	1	2				1		
Zotu12908								
Zotu16663								
Zotu9324								
Zotu11817			2					
Zotu16468		1						
Zotu3482		1		1				
Zotu14876			1					
Zotu7454	1				2			
Zotu2164			2	4		2	1	2
Zotu10499	2			1				
Zotu5560	1	1						
Zotu16167								
Zotu18415								
Zotu1200	4	7	1	1	6	5	4	2
Zotu13027					1			
Zotu15925					2			
Zotu13095								
Zotu20427								
Zotu17914								
Zotu1621	5		1	2	1	1		
Zotu3142	3	1		2				
Zotu6053								
Zotu17324								
Zotu13817								
Zotu13362								
Zotu1337	7	1	6	9	12	9	5	16
Zotu872	8	12	12	13	9	15	12	6
Zotu1779	6	1	1	6	7	3	1	4
Zotu13516								
Zotu1764		2						
Zotu19016								
Zotu10243								
Zotu16554								
Zotu4611				2				
Zotu4225								
Zotu11637					1			
Zotu4285								
Zotu7775								
Zotu8975								
Zotu2824								1
Zotu8588								
Zotu8415			3					
Zotu2040								
Zotu16031								
Zotu14107	1							
Zotu3168								
Zotu15026								
Zotu12838								
Zotu4535		1		3	1		5	
Zotu17131							1	
Zotu20364								
Zotu10813						10		
Zotu15742						1		
Zotu5345				1				7
Zotu4533		4						1
Zotu13060								
Zotu18511								
Zotu8549								
Zotu17492								
Zotu14451	1							1
Zotu18907	1							
Zotu16922	1					1		
Zotu3067								
Zotu4138								
Zotu7649							1	
Zotu10321								
Zotu5557								11
Zotu5588							1	
Zotu4904							1	
Zotu435	1					1		
Zotu3385							1	
Zotu2938								
Zotu10627								
Zotu631		1	1	358		5		1
Zotu3216								
Zotu10857								1
Zotu4112								
Zotu1673				2				
Zotu4490				1				
Zotu4400								
Zotu2656								
Zotu14542								
Zotu9255								
Zotu6740								
Zotu4311			1					
Zotu4669							1	
Zotu5807								
Zotu13693								
Zotu5253								
