ID	bs_f_cd_1	bs_f_cd_2	bs_f_cd_3	bs_f_cd_4	bs_f_cd_5	bs_f_cd_6	bs_f_cd_7	bs_f_cd_8
Zotu2755		3					7	3
Zotu4216		2	2		1			16
Zotu400	5	4	2	4	3	3	5	1
Zotu24	56	71	60	73	52	48	95	46
Zotu1892								
Zotu18820								
Zotu7145								
Zotu19813		1						
Zotu10688	1	2			1			
Zotu2693								
Zotu3824								
Zotu4718								
Zotu17677								
Zotu8654								
Zotu16245	1							
Zotu12366		1			2		3	1
Zotu2653		1	2	5	2		4	1
Zotu3778	1		1	4	2		3	1
Zotu3348	1							1
Zotu2535	1			1				
Zotu3811	1	1				6		
Zotu15688								
Zotu14444								
Zotu2566	1	1	1		1			3
Zotu1132				2	1		1	6
Zotu7979	3	2	4	1	2	1	7	1
Zotu3646					1	1		
Zotu16135		1						
Zotu7542								
Zotu19093								
Zotu17313								
Zotu5446								
Zotu13313								
Zotu15919								
Zotu8048								
Zotu12983								
Zotu6260								
Zotu13586								
Zotu19435								
Zotu15205								
Zotu5786	3	3						
Zotu5159		4	1	2	2	3	11	
Zotu7243								
Zotu9283							1	
Zotu6069		1	1		1	1	1	1
Zotu13466					1	1		
Zotu16465						1		
Zotu11158				1				2
Zotu568								
Zotu9054								
Zotu15611								
Zotu15377								
Zotu17295								
Zotu648								
Zotu18468	1				1			
Zotu3710								
Zotu8925					2			
Zotu12676		1					3	
Zotu12877								
Zotu1240	1	1			2	2	2	
Zotu6618			2					
Zotu14537	1							
Zotu19476						2		
Zotu5232	1						2	
Zotu7497		1					2	1
Zotu13476		3		1		1		
Zotu3433	1	1		2	4	2	6	
Zotu3721	1	4		9	2	7	3	
Zotu8140	1	1	2		2		2	
Zotu20787		1	2	4	1	2	1	1
Zotu1597	8	2	9	16	9	9	8	12
Zotu1787	6	11	5	6	9	12	2	4
Zotu19090	3	1		6	3	4	4	2
Zotu17418							1	
Zotu8491			1	4	4	6	1	
Zotu15911	2					4		
Zotu4323	1	1	4		1	1		4
Zotu13818								
Zotu16328					1		6	
Zotu2168	3	1	7	3	5	2	3	5
Zotu13694		1		1				
Zotu16043			1	1				
Zotu10356		2	1		2			
Zotu20249								
Zotu6935								
Zotu8428								
Zotu1873	4		3	1	1	1	3	4
Zotu1079	7	1	4	6	5		2	3
Zotu1379	4	2	2			2	1	6
Zotu8281			1		2	1		
Zotu4377	2	2		1	2	4	1	5
Zotu2407	8	5	6	3	1	4	4	4
Zotu2000			3					1
Zotu1711								
Zotu11272				1	1			
Zotu1126							1	
Zotu2291	2		1	2	2		2	3
Zotu19779								
Zotu4739								
Zotu15057								
Zotu5701	1		2					
Zotu119	12		4	2	1	2	2	2
Zotu16690								
Zotu240								
Zotu433								
Zotu625			3			1	4	
Zotu7133				2	1	1		
Zotu18728								
Zotu3499							1	
Zotu19640								
Zotu8947								
Zotu6119	6	14	11	17	16	6	22	6
Zotu18638	6	4	6	8	3	4	9	5
Zotu17775	3	3	6	3	4	4	4	2
Zotu18001	3	1	8	4	5			
Zotu2610			1					
Zotu1186	7	8	13	4	2	4	9	4
Zotu334	5	8	9	6	4	6	29	17
Zotu268	7	4	23	5	12	13	26	7
Zotu1496	3	5	3	1	5	3	1	
Zotu128	37	52	62	72	62	41	59	61
Zotu821	6	15	11	15	11	12	22	12
Zotu338	10	14	8	8	9	8	36	10
Zotu224	18	6	6	6	8	12	26	12
Zotu1012				2	1	1	54	11
Zotu11312							2	
Zotu2895							3	
Zotu244	5	20	7	3	11	17	25	3
Zotu1298	7	1	2	3		3	6	
Zotu467	3	13	9	9	11	4	10	8
Zotu951	2	5	1	1	9	5	3	1
Zotu1346	1		3	2	1	2	2	
Zotu16921	1		1		1		1	1
Zotu19099								
Zotu12594								
Zotu645	2	4	9	4	7	3	6	3
Zotu7755					1			
Zotu2598			7		3		2	
Zotu4514			2			1		
Zotu10262		1		1			2	
Zotu12964			1		2			
Zotu17521		4				1	2	
Zotu14013								1
Zotu13778						1		
Zotu20151					2		1	1
Zotu13	249	360	364	345	332	256	392	252
Zotu972	8	14	23	16	24	18	16	14
Zotu108	30	52	53	42	45	44	53	38
Zotu60	90	131	118	126	104	103	112	88
Zotu866	8	14	12	17	11	7	14	10
Zotu130	53	66	81	89	60	76	36	56
Zotu551	12	18	10	21	17	20	9	20
Zotu1007	6	9	7	3	7	10	7	12
Zotu174	43	60	41	47	41	61	61	52
Zotu326	26	21	32	37	27	27	30	14
Zotu231	20	27	31	28	28	24	26	22
Zotu261	16	26	18	26	17	32	20	28
Zotu850	6	8	3	12	11	13	2	5
Zotu361	28	22	18	39	49	26	26	25
Zotu15512								
Zotu2396	2	3	2		2		2	2
Zotu1718		1			2	1	1	2
Zotu3640								
Zotu962	8	16	15	17	12	17	20	12
Zotu1395	1	1	5	1	3	1	2	1
Zotu11972	1		1	1	1		2	
Zotu871	6	5	7	9	6	13	13	11
Zotu3753	2		4	1	3	3	5	3
Zotu84	83	127	92	120	108	97	96	96
Zotu1054	11	6	3	6	8	4	21	10
Zotu4929	1	1	2	1		1	4	
Zotu3468	20	12	9	11	15	10	12	11
Zotu91	63	81	69	56	72	47	89	60
Zotu4411		4	4	2	3	2	8	6
Zotu6593	1		1				2	
Zotu107	64	82	118	98	74	92	81	72
Zotu2390	4					4	6	2
Zotu2973	1	3	4	4	1	1	2	1
Zotu7661	2	8	8	6	6	7	10	2
Zotu17889							2	
Zotu55	23	19	31	18	30	13	37	15
Zotu4060		6				2	2	
Zotu4293								
Zotu1100	2		2		1			
Zotu10771								
Zotu9961								
Zotu2085								
Zotu8601								
Zotu8071								
Zotu2345							1	1
Zotu1065	1		2	3		5	18	3
Zotu2662							4	
Zotu6110	1							
Zotu202								
Zotu5095								
Zotu11573								
Zotu4334								
Zotu16413								
Zotu14602								
Zotu7138								
Zotu13005								
Zotu8558								
Zotu14164								
Zotu16057								
Zotu16677								
Zotu8576								
Zotu18297								
Zotu15639								
Zotu6566	2	1		2	2	1		6
Zotu8894		1	1					
Zotu16944	1							1
Zotu3942			1	1	2			
Zotu20631	1				1			
Zotu1105	9	4	8	9	6	9	11	12
Zotu11103		2					2	2
Zotu15211							1	
Zotu18977				1			1	
Zotu19173				1	1			1
Zotu10826								
Zotu11548								
Zotu14037								
Zotu20019								
Zotu14208					1	11		
Zotu14913								
Zotu19553								
Zotu7973								
Zotu16257						8		
Zotu14074								
Zotu10881								
Zotu16449								
Zotu11269	1			1			1	2
Zotu18897	2				2			
Zotu17199								
Zotu18667								
Zotu19588	2							
Zotu7723							1	
Zotu13080								
Zotu13775							1	
Zotu11161							1	
Zotu3972	1	1	4	2	3		4	7
Zotu20503							1	
Zotu3884								
Zotu20576				1		1	1	
Zotu15608								
Zotu16072					1			
Zotu18580				1	1			
Zotu11595	2				1		1	1
Zotu19223								
Zotu12553					1			
Zotu12008								
Zotu14504								
Zotu11664								
Zotu15353								
Zotu20807								
Zotu16298								
Zotu13023								
Zotu17004								
Zotu14579								
Zotu20620								
Zotu6785	1		1		2	2		2
Zotu11951						1		
Zotu3386	3	2	4	1	5	5	1	6
Zotu12165			2					
Zotu1343	6	9	3	6	6	5	15	6
Zotu181	5	6	7	19	6	20	7	15
Zotu574	14	18	13	5	8	16	11	14
Zotu3126		1	1	1			1	
Zotu4900							1	
Zotu2574	2	3	7	3	2	1	4	1
Zotu4113						1		
Zotu14001					1			
Zotu6724								
Zotu1682								
Zotu6236	2	1	1					
Zotu3821			1					
Zotu7877	4		2	2	1		1	
Zotu9146	1							
Zotu2485	4	5	8	6	5	6	4	2
Zotu18077	1		1			1	1	
Zotu7722								1
Zotu12760					1			2
Zotu10875	1				1			
Zotu6294	2		1	2	2			1
Zotu7669	1			5	3			2
Zotu7648								1
Zotu4823	2	1			1		1	
Zotu1439			1		1	1	3	1
Zotu2872	1	3	2	4	1	5	2	
Zotu4190	1	1		1	1			
Zotu16161					2			
Zotu1055	7	5	8	5	5	5	8	6
Zotu7115					5			
Zotu3784								
Zotu6351			1					
Zotu5291								
Zotu31			2	5				
Zotu3097	1	3	3	11	6	12	5	
Zotu12214		2			1		2	
Zotu9380								
Zotu13867								
Zotu11500	1		2					
Zotu13208								2
Zotu7918								
Zotu9617						2		
Zotu18458				3	2			
Zotu615								
Zotu17766				1				
Zotu13305			1					
Zotu12006								
Zotu19514								
Zotu18985							3	
Zotu15571								
Zotu18411		1				2		
Zotu2346								
Zotu8253								
Zotu9756								
Zotu13987					3			
Zotu14905							1	
Zotu11600								
Zotu17860				1				
Zotu15656	1	1						
Zotu9292					1		2	
Zotu969							1	
Zotu3834								
Zotu2789								
Zotu4085								
Zotu5361	1							1
Zotu6882								
Zotu16752								
Zotu16196								
Zotu15287		1		2		1		
Zotu15375	1							
Zotu16042								
Zotu14901								
Zotu9040			1	1	1			1
Zotu10138				1		3		
Zotu19643								
Zotu20801								
Zotu14691				1				
Zotu17038								
Zotu14196			1			1		
Zotu5109		2			1		1	4
Zotu15091							1	
Zotu9082								1
Zotu10528							1	2
Zotu10706	1						2	
Zotu2791	6	6	8	7	5	7	10	5
Zotu9418	2		1		1			
Zotu1747	5	11	8	10	10	5	11	3
Zotu2722	4	2	2	8	8	5	2	2
Zotu2937	8	4	4	5	1	1	3	1
Zotu12347	1		1			1		
Zotu5558	3	1	1	2	2			1
Zotu7620			1					
Zotu11981								
Zotu11504								
Zotu5921			2					2
Zotu16290								
Zotu16980	1						3	
Zotu14018								
Zotu16268								
Zotu2119	2		2	2	3	1	4	3
Zotu4546				2	1			
Zotu10916				1	1			2
Zotu20836								
Zotu11150								
Zotu6862			1					
Zotu9919						1		2
Zotu13144								
Zotu17226		1						
Zotu18534								
Zotu12219								
Zotu11955								1
Zotu16227								
Zotu18029								
Zotu18558								
Zotu14199								
Zotu15404							1	1
Zotu7095		1		1				
Zotu19933								
Zotu19598								
Zotu9560								
Zotu6299								
Zotu8204								
Zotu6276				4				
Zotu14885	1							
Zotu19742								
Zotu7596					2			1
Zotu14931								
Zotu16634		1						
Zotu20788								1
Zotu12359			1					
Zotu12166								
Zotu8711			1					
Zotu20451								
Zotu10405								
Zotu20241								
Zotu6914								
Zotu17132								
Zotu987								
Zotu2784								
Zotu1374								
Zotu12798								
Zotu952								
Zotu1464								
Zotu7082								
Zotu13336								
Zotu16454								
Zotu6520								
Zotu11908								
Zotu4047								
Zotu7696								
Zotu19046								
Zotu15416		1		1				2
Zotu3317								
Zotu9825								
Zotu16028					1			2
Zotu19335								
Zotu20119			3	1			2	
Zotu16675			1					
Zotu6589	2	1		1	1	1	2	
Zotu1568	6	2	4	4	7	7	6	4
Zotu1559		2	5	2	3		2	3
Zotu10400	1						1	
Zotu17666					1	1		
Zotu8478		1	1		1		1	1
Zotu10267	2	1				1	1	
Zotu2155	1	1	1	2	1	2	3	4
Zotu3238			3		5		1	
Zotu12506								
Zotu1514	3	7	5	4	2	1	13	13
Zotu3833		1	5		4	2	2	2
Zotu19281		1					1	
Zotu471	28	26	34	8	19	25	45	38
Zotu1185	9	4	12	8	5	7	14	7
Zotu14305								
Zotu9083	5		1	2		1	2	
Zotu9291					4			
Zotu15686								
Zotu12876			1					
Zotu19623								
Zotu16927						1		1
Zotu959	6	11	9	4	15	10	7	8
Zotu6127			1	3	2	2	2	2
Zotu5645	1							1
Zotu6401							2	
Zotu8364								
Zotu15340	2					1		
Zotu20594								
Zotu16287				1				
Zotu8672						4	1	
Zotu9687							2	
Zotu8639								
Zotu6168								
Zotu1943								
Zotu8831								
Zotu19641								
Zotu17095	1					1	2	
Zotu17599					1			
Zotu1738	1							1
Zotu8303								
Zotu14195								
Zotu18141								
Zotu14348								
Zotu12901								
Zotu15090								
Zotu10292								
Zotu7269			1					
Zotu4497								
Zotu11874								
Zotu5137		4		1	2			
Zotu12173		2				3		
Zotu13517								
Zotu17195								
Zotu8040								
Zotu12691								
Zotu14868								
Zotu16275								
Zotu5130	2		1		2			1
Zotu9858								1
Zotu10783		4					1	
Zotu9978								
Zotu2795	3		1	1		1	2	2
Zotu4447		1	1			15		2
Zotu3791					1		1	1
Zotu11044								
Zotu2516	3	5	1	2	1	3	2	4
Zotu19965								
Zotu13840				2			2	
Zotu6694				1			4	1
Zotu11333				1	1		1	
Zotu19847								
Zotu15946								
Zotu15681								
Zotu13022								
Zotu5632								
Zotu13543								
Zotu11723								
Zotu13309								
Zotu3994								
Zotu18258								
Zotu8024								
Zotu2523								
Zotu3327								
Zotu15694								
Zotu2514	1	2	1		1	2	2	
Zotu4892		2	2			4	3	
Zotu18658								
Zotu20531								
Zotu15965				1				
Zotu1259	7	4	2	1	3		7	10
Zotu17652		1				1		1
Zotu12646			1			2		
Zotu1784		1						
Zotu3838		8						
Zotu18133								
Zotu11448					2			3
Zotu15992								
Zotu1927								
Zotu5133								
Zotu10140								
Zotu15726								
Zotu1894	1	1					1	1
Zotu5357	1	2		2				
Zotu9941	1							
Zotu12640						1		
Zotu16325								
Zotu4671							1	1
Zotu5784								
Zotu2399				1		2		
Zotu1497		2		2	2	8	2	
Zotu14524			1	1				
Zotu523	13	20	6	4	6	6	11	4
Zotu948	2	4	1	2	2	3	2	2
Zotu1109		1	3	1	2			4
Zotu3202		3	1	1				
Zotu4530					1			1
Zotu2409		12	1		1	1		
Zotu5439								
Zotu757	2	9				4	5	2
Zotu83	32	34	28	47	44	27	53	53
Zotu1801		19	1	4	2			
Zotu3125	2						1	
Zotu11523				4				
Zotu13538				1		1	1	1
Zotu12298				2				
Zotu7600	1			1		1		1
Zotu8539	1			2		1		1
Zotu2089		8	5	2	1		6	1
Zotu10711							1	1
Zotu12686			1					
Zotu15988								
Zotu10950								
Zotu7805					1			
Zotu18695								
Zotu11055								
Zotu7955				1			1	
Zotu14495		2						
Zotu2266	3	7	4	5	2	3	1	6
Zotu1301	4	7	11	10		4	25	13
Zotu12967								
Zotu1627		3		2	2	1	5	4
Zotu609	15	43	14	4	9	9	34	30
Zotu705	9	21	18	13	7	10	17	20
Zotu472	20	32	13	7	13	6	11	27
Zotu556	20	31	18	13	10	18	30	17
Zotu6936		1					2	1
Zotu10165								
Zotu16446								
Zotu13059				1				
Zotu19955								
Zotu16851								
Zotu11402							2	
Zotu7501		2	3			1	3	
Zotu10606								
Zotu18158								
Zotu14994				2				
Zotu7909	1							1
Zotu18048								
Zotu10109		1	1	1				
Zotu18855								
Zotu18984								
Zotu9883	1		2		1	2		1
Zotu18125								1
Zotu9713			1					1
Zotu12734			1					
Zotu16646								
Zotu17157		2						1
Zotu5707				1	2	2		1
Zotu6300		1					1	1
Zotu2327	2	1	6	5	2	5	4	3
Zotu4306	3	2		1	1			1
Zotu18358			1					
Zotu11880								
Zotu9475	1	1		2		1	1	
Zotu5371								
Zotu4793		1			2			
Zotu10932					2			
Zotu2020	1	3	4	3	4	5	7	5
Zotu5030	1	4		3	1		5	3
Zotu12294	1					1		
Zotu6011		2	1		1	2	1	3
Zotu7421	3	4	2				2	2
Zotu13556								
Zotu13793								1
Zotu5763								
Zotu13104							6	
Zotu6706					1	2	2	2
Zotu13320				1				
Zotu5115						2	2	
Zotu7978						1	1	2
Zotu11956				1				
Zotu6864								
Zotu11656		1						
Zotu7467			1	1				1
Zotu8593			1	1				
Zotu19145						1		
Zotu8373		1			1	1		1
Zotu19167						2		
Zotu6533	2	1			2	1	1	
Zotu12107					1	2		
Zotu12010	1	1						
Zotu15662						1		
Zotu12068		1		1		2		
Zotu13843								
Zotu18723								
Zotu8096	2						1	
Zotu10239						2		2
Zotu15642		1		1				
Zotu14735								2
Zotu15730								
Zotu18570								
Zotu3944	1	1	1	1	2			1
Zotu3020	1	3	3	1	9	3		3
Zotu3299	3		2	5	3	4	1	2
Zotu16327							1	
Zotu8508								
Zotu1022	8	2	3	4	3	4	3	5
Zotu2707	1			4	1	2		1
Zotu12528		1				3		
Zotu3809			1		1			
Zotu4465								
Zotu7177								
Zotu11092								
Zotu11745					2	5		
Zotu5640							1	2
Zotu1402	3	1	2	1	5	2	4	
Zotu15587				1				
Zotu5090				1	2			5
Zotu6723								
Zotu10409					1			
Zotu8887			2	2				
Zotu10037								1
Zotu5323	2					7	3	2
Zotu14605							1	
Zotu8510					2			
Zotu14750	1		1			1		1
Zotu20111	1			1			1	1
Zotu15115	1		1	2			1	
Zotu19559								
Zotu20210								
Zotu2322			1		1		1	1
Zotu14110				1				1
Zotu10982	1			1			1	2
Zotu11833								
Zotu16802								
Zotu13132								
Zotu5389								
Zotu3066	1					2		
Zotu5957								
Zotu5547								
Zotu8208	2			1				
Zotu12953								
Zotu9212		1	2		6	3	5	1
Zotu409		1		1		2		
Zotu5627	1		1			2	1	
Zotu17509			1	1			1	1
Zotu5224				1	1		1	1
Zotu16338								
Zotu11287								
Zotu16685			2					
Zotu18876								
Zotu13355		1				1		
Zotu13738				1				
Zotu16742								
Zotu16741								
Zotu17417				1				
Zotu7086	1	1			1		1	
Zotu13085	5					1		
Zotu3448	1	1	1	1				1
Zotu4634	2	1	1	1		3		
Zotu16989						1		
Zotu19336								
Zotu1814	9	7	7	10	6	5	7	6
Zotu12407	1	2				1	1	
Zotu1759	9	7	10	7	6	4	4	4
Zotu6023	2			4	1			1
Zotu7924								
Zotu2505	3	1	4	4	2	7	1	
Zotu11435	1			1			1	
Zotu11973			1			1		
Zotu16908								
Zotu7990						3		
Zotu12409				1				
Zotu4676			1	1	1		1	2
Zotu17818								
Zotu2488	7	1		4	2	2	1	2
Zotu4200	2			1	1	1		
Zotu8986	1							
Zotu1372	9	3	3	3	5	3	4	7
Zotu7527						1		
Zotu12047						1		
Zotu8291		1		1				
Zotu820	12	4	3	8	8	14	8	6
Zotu13284	1	1	2					
Zotu16521								
Zotu13003								1
Zotu14890		1						
Zotu14930	1							1
Zotu13560								
Zotu13950					1			
Zotu7407				2				
Zotu4811							1	1
Zotu8939							1	1
Zotu6845				1				1
Zotu10969						3		
Zotu8452			3			1	1	
Zotu3889	1	1	4	1			3	1
Zotu11109								
Zotu14008	1							
Zotu6528	2							
Zotu17764								
Zotu12232				2				
Zotu10000	3	1		1	2		1	
Zotu1479	7	3	3	9	7	6	4	8
Zotu5603	1	1		1		1		
Zotu2094	1	4	5	4	2	2	1	5
Zotu10902	1	2		1	1	2		
Zotu18195								
Zotu16466								
Zotu7500			3		1	1		1
Zotu11461	1							
Zotu8745	1			1				
Zotu18602							1	
Zotu14087								
Zotu19097								
Zotu7410					1		1	2
Zotu8933	1				2		1	1
Zotu17520		1						1
Zotu9113						1	1	
Zotu18795								
Zotu2955	2	3	7	3	2	3		1
Zotu11458				1				1
Zotu11509			1					1
Zotu18016								
Zotu10003								
Zotu19845								
Zotu19400								
Zotu6728		1	1		2	3	1	1
Zotu1708								
Zotu4076	1			1		2	1	1
Zotu9556	1							
Zotu10066	2							
Zotu5631	1				3	2		
Zotu9989	1			1				
Zotu11167			1	2		2	2	
Zotu11427								
Zotu6124	2				1		1	2
Zotu16647						1		
Zotu4809			1					1
Zotu3675	2		1	2	1	2	1	4
Zotu8062				1		1	1	
Zotu14591	1	1		1			1	
Zotu7821								
Zotu1398	12	10	7		15	8	19	12
Zotu10258			1				2	
Zotu9349	1							
Zotu19671			1			1		
Zotu18623								2
Zotu800	4	11	3	5	16	13	7	4
Zotu3530	2	1	1	4		6	1	
Zotu9465			1		1			1
Zotu10975			2			1		2
Zotu7260	1			1		4		
Zotu12336	1			1				1
Zotu12833	2							
Zotu11080							1	
Zotu17142								
Zotu7048	3	3		1			1	1
Zotu17155								
Zotu14842		1				2		
Zotu20380								
Zotu16668		2		1				
Zotu2763	8	2	5	2	2	1	1	3
Zotu6637	3	1		2	3			
Zotu15891								
Zotu5015	2			1	1	2	4	1
Zotu10271								2
Zotu2779	6	3	1	2	1	8	8	1
Zotu6136	2	3	2	3		5	1	
Zotu10907								
Zotu5726		1		1	1			1
Zotu16193								
Zotu13050		1						
Zotu15461						1		
Zotu14753								
Zotu18729								
Zotu9185	1					4		
Zotu13701				2				
Zotu19839								
Zotu6982								
Zotu5652								
Zotu13841								
Zotu9429	1							
Zotu1179	1	5	1	3	2		1	4
Zotu3513	1	4	1		7	1		1
Zotu9569		1			5	1		
Zotu11552	2				1			
Zotu5803					1			
Zotu17635								
Zotu18036								
Zotu9417								
Zotu19350								
Zotu10789	1							
Zotu17482						1	1	
Zotu13332						1		
Zotu12653	2						1	
Zotu2131	5	3	3	9	5	3	2	1
Zotu6297			1	2	1	3		1
Zotu7446				2				2
Zotu9856			1	1		1	1	1
Zotu16618	1						1	
Zotu11327	1							
Zotu13088								1
Zotu15884					1	2		
Zotu14487				1		1		
Zotu18593						1		
Zotu16876								
Zotu17086								1
Zotu19800								
Zotu17645								
Zotu2873	1	1	1	5	1		2	4
Zotu11712				1	1			
Zotu17555			1		1			
Zotu14294						1		
Zotu13016						2	1	1
Zotu10034							1	1
Zotu19944								
Zotu3760			3	2	1	4	1	1
Zotu5931								
Zotu14915								1
Zotu6699							1	1
Zotu3862	4	3	3		2	1	2	1
Zotu13836			1					
Zotu4822	5	5	3	2	1	1	1	3
Zotu7459								
Zotu19570								2
Zotu11053								1
Zotu2641	1	1		1	4		1	3
Zotu3926	4	2	1			1		
Zotu7750					1			
Zotu7148		1				1		1
Zotu17829		1						
Zotu2928	4	1	1	2		1		1
Zotu3190	2							
Zotu19594								
Zotu12718								
Zotu19853								
Zotu20746								
Zotu15515								
Zotu19337								
Zotu12105								
Zotu12497							1	
Zotu7883							1	
Zotu12329								
Zotu10125	1							
Zotu16208						2		
Zotu13936								
Zotu15426				1		1		
Zotu5146				2			1	2
Zotu7638					2	3		
Zotu7157	1							
Zotu18714				1				
Zotu19664	1							
Zotu2645	3	3	2	2	3	3		2
Zotu11142		1						
Zotu17372								
Zotu17315					1			
Zotu6064	1	3		1	1			
Zotu11791		1						
Zotu5653	1	3	3	2	1			2
Zotu6471				2	2	1		
Zotu14764	1			1	1			
Zotu8432						3		2
Zotu14538								
Zotu12751	1							
Zotu2186								
Zotu6174								
Zotu7469								
Zotu9850								
Zotu17788								
Zotu7917								
Zotu14129								
Zotu15580								
Zotu6565					2			
Zotu14411				1				1
Zotu7811							1	
Zotu13800								
Zotu12356								
Zotu4775	1			1		1		2
Zotu12794								
Zotu6090								
Zotu5280								
Zotu19395	1				1			
Zotu17081								
Zotu6710							1	
Zotu14298							2	
Zotu17012								
Zotu3610		7	1		1	1	2	1
Zotu5507	1			3	1	1		
Zotu10501								
Zotu12817				1		1	2	
Zotu8803	1							
Zotu11127	1			1				
Zotu3379				5	1		3	2
Zotu5423		1		1				
Zotu17027								
Zotu16707	1							
Zotu4980		2	2	4	4	5	2	
Zotu9299	1				1			
Zotu10660								
Zotu6616								
Zotu11513					1			
Zotu15443								
Zotu19745								
Zotu16582								
Zotu4495						1		
Zotu16584								
Zotu10775								
Zotu20701						1		
Zotu2023								
Zotu11789								
Zotu6246				1		1		
Zotu312						1		
Zotu20191								
Zotu6963	4	2				1		
Zotu17562				2				
Zotu17512							2	
Zotu19730								
Zotu12297			1	1		3	4	
Zotu14482						1	4	
Zotu7911		1		2	1			
Zotu16253	1							
Zotu16515		1						2
Zotu16170	1			2				
Zotu11733						1		
Zotu17278	1							1
Zotu19936						1		
Zotu18351								
Zotu5922	1			2	1	1	1	2
Zotu13691			1					
Zotu6611								
Zotu1308								
Zotu9633								
Zotu18540								
Zotu13498								
Zotu2681					2	1		
Zotu18405								
Zotu3872								
Zotu16380								
Zotu14979					1			
Zotu13467								
Zotu7491	3	2					1	1
Zotu9515	2			3	1		2	
Zotu10559	3		4			2		
Zotu19246	1				2		1	
Zotu16609							2	
Zotu19820	1			1	2		1	
Zotu19984			1	1				1
Zotu3796	1	1	3	3	4	2	2	3
Zotu4279			1	1				1
Zotu9211	1	1	2			1	3	
Zotu12897				2				
Zotu5358		1		3	1		1	
Zotu9439				2	1		3	2
Zotu14809				1				
Zotu14938		1					2	
Zotu9059								
Zotu14919								
Zotu18660								
Zotu19013								
Zotu19415								
Zotu12429		3	1				1	
Zotu3435			1		2		2	1
Zotu3700	2		1		1			2
Zotu5662	3	1			1			1
Zotu14618	4			1				
Zotu12735	3	1	1					
Zotu19580			1					
Zotu14161								2
Zotu6937	1							
Zotu14503							2	3
Zotu11989								
Zotu19065						2		
Zotu17075				3				
Zotu2868	1			2	1	5	2	4
Zotu11007	1	1	3	1				1
Zotu5877	2							
Zotu7881		1						
Zotu19219								
Zotu11156			1			1		
Zotu13528					1			
Zotu17239	1	4						
Zotu11749		2			1	1		1
Zotu17182								
Zotu10869	2					1		2
Zotu13902	2					1		
Zotu17488								
Zotu6078					1		1	
Zotu12269	1							
Zotu17876								
Zotu13021								1
Zotu15322	1		1					
Zotu5375	3	1	3		1	2	3	2
Zotu12507							3	
Zotu18576			2			1	2	
Zotu17611								
Zotu8326								
Zotu7118								
Zotu16181		2				1	2	
Zotu6442						2	1	
Zotu11930			1					
Zotu13829								
Zotu4638								
Zotu6631	2		4		1	1		
Zotu3480								
Zotu15300	1							
Zotu12167								
Zotu9344								
Zotu18398								
Zotu10156	2							1
Zotu12334							2	
Zotu17293		1		1			1	
Zotu241	12	4	6	7	4	7	6	6
Zotu114	1	7	4	4	5	6	2	
Zotu32	47	27	12	27	18	35	17	14
Zotu165	7	4	3	6	3	1	3	1
Zotu51	35	28	12	10	8	37	15	9
Zotu122	25	31	11	20	6	34	15	6
Zotu942	2	1	2	1	2	2	2	2
Zotu485	11	12	3	6	1	15	8	1
Zotu7450			1	2	2	3		
Zotu20695				1		1		1
Zotu17325					2			
Zotu3967	4	1	1			2	2	1
Zotu11777		1		4	1	1		
Zotu15725					1		1	
Zotu2808	5	1	1	5	3	4	6	13
Zotu4869	9	1		2	2	5	5	2
Zotu3568	3		1	2	3	1		1
Zotu6245	1	2		1				1
Zotu5717	1	3		1	1	4		1
Zotu10052		1		4		1	1	1
Zotu14151	1		1			1		1
Zotu12322							2	
Zotu16079				1				
Zotu6999		2	1					
Zotu17795								
Zotu14223		2		1		1	1	
Zotu10655	2			1	2			2
Zotu943	11	14	15	43	15	14	66	7
Zotu19988	2				2		1	
Zotu1118	8	7		6	2	2	6	3
Zotu1215	5			3	1	1	1	1
Zotu995	15	15	6	17	8	8	7	12
Zotu878	22	42	18	29	19	34	31	15
Zotu4075						2		
Zotu16471						2		
Zotu13786	2	3	4	2		4	5	2
Zotu16015	5		1	1		3	1	1
Zotu17349	1		2			3		
Zotu2170			2	1		2		
Zotu2650		2					1	2
Zotu13518								
Zotu27	102	72	30	71	34	103	41	36
Zotu4720								
Zotu2302	5	1	1	7	1		1	
Zotu11705		1				1		
Zotu34	16	3	8	4	5	2	5	1
Zotu110	8	6	10	7	5	4	6	1
Zotu37	81	72	43	68	30	43	32	42
Zotu339	3	1		1		3	1	
Zotu278	82	71	43	80	30	66	108	36
Zotu15259	1	3	2	1	1	2	5	1
Zotu19	38	39	30	44	19	36	19	29
Zotu359	12	12	7	7	6	4	13	3
Zotu20518	1	1		1				
Zotu1791	1	2	2	1	3	1	1	1
Zotu18475		1		2			1	
Zotu16765	2			3				
Zotu736	17	12	5	7	4	10	8	7
Zotu437	50	65	26	41	34	36	83	13
Zotu9247		1			4			1
Zotu10168					1			
Zotu156	128	172	111	155	99	163	228	76
Zotu2984	5	6	5	1			3	2
