ID	rs_f_1	rs_f_2	rs_f_3	rs_f_4	rs_f_5	rs_f_6	rs_f_7	rs_f_8
Zotu6823		4		1			2	
Zotu19329						1	1	
Zotu2480	1	1	3	4	2	2	7	2
Zotu10333	2	1		1	1			
Zotu5182	2	2	3			1	7	
Zotu11221							2	
Zotu18875						2		
Zotu13433							1	2
Zotu19249		1	1					
Zotu1934	1	8	4	6	11	5	7	7
Zotu3860	3	1	4		3	1	3	1
Zotu4460	1	5	6	1	2	4	3	3
Zotu7136		2						
Zotu8650								
Zotu7644								
Zotu12906		1	1					
Zotu2851		1	4	1	1	4	1	1
Zotu715	2	22	10	4	6	4	8	
Zotu2225		10	10	1	7	3	14	
Zotu12917				1	1		2	
Zotu5538		5					4	
Zotu9847		1	1		1			
Zotu16528								
Zotu2210	12	16	15	3	15	18	3	3
Zotu8052	5	1	1	1		7	4	
Zotu11032			2					1
Zotu793	12	20	10	4	24	19	11	
Zotu14394						2		
Zotu16186				1				
Zotu15509			1					
Zotu1024	8	13	11	6	4	6	2	6
Zotu18994								
Zotu14172	1	3	2	1	1	1	1	
Zotu1975	3	3	5	2	16	11	7	3
Zotu7025								
Zotu9472					1		1	
Zotu11094								
Zotu19330	1					1	1	
Zotu9302	1	1			3	1	1	
Zotu2295	1	4	3		1		2	
Zotu1581	2	4	14	2	1	6	12	5
Zotu13999						1		
Zotu10732							1	
Zotu1018			3	3	2	3	11	3
Zotu8716	2	1	1		3		1	
Zotu4135		1				5	1	
Zotu941	6	8	7	2	11	7	5	1
Zotu1577	8	5	2	1	6	4		
Zotu5332								
Zotu13592		1					1	
Zotu4179	1	1	5	3	1	1	1	1
Zotu9379		1	1			1	4	1
Zotu13754					1	1		
Zotu15615								
Zotu2188	12	19	39	1	12	12	43	2
Zotu10379		2	4	3			1	2
Zotu4230	2	3	4	2	1	2	2	2
Zotu9449		1	2	1				
Zotu9469	2			1	2		2	1
Zotu18027			1					1
Zotu9635		1		2				
Zotu11837							1	
Zotu15564								
Zotu15254		1	1					
Zotu19144		1						
Zotu12209	1			2	2	2		
Zotu6761	2	3			4	1	5	
Zotu3741	4	2	2	3	2	5	3	
Zotu5279		2				1		2
Zotu13647			2		1	1		
Zotu2055	7	16	14	2	11	15	8	2
Zotu10268	1	7			3	1		
Zotu10085	1	1			1		2	
Zotu7505		1	1			7	2	1
Zotu6215		3	4	3	2	1	1	1
Zotu7887							2	
Zotu5016	6	3	4	1	3	1	2	2
Zotu1050	13	25	31	5	19	9	32	8
Zotu1158	15	17	28	6	14	8	31	4
Zotu4376		5		2	2	1	3	
Zotu19591								
Zotu10848								
Zotu12283								
Zotu14494			1					
Zotu3661								
Zotu12804	1						2	
Zotu3441				1	2		4	
Zotu8624			1					
Zotu18884								
Zotu6074			1	2			1	
Zotu4921		1						
Zotu12472			1					1
Zotu10508								
Zotu2394	2		1	1	2	1		1
Zotu9200					1			2
Zotu20569								
Zotu3113								
Zotu1487			4	1	3	1	1	2
Zotu2229				1	1	4	2	3
Zotu12091					2		1	
Zotu4055	1					1		
Zotu11078			1				1	
Zotu6543		1		1	1	2		
Zotu16280							1	
Zotu12178								
Zotu19798		1						
Zotu1591	2							1
Zotu14273				1				
Zotu14685								
Zotu1016	4	5	6	2	7	5	9	6
Zotu8245	1			1		2		1
Zotu16056				1				
Zotu88	35	35	49	36	57	61	32	29
Zotu2751		2	5	1		1	3	2
Zotu4459					2			
Zotu15257								
Zotu9667								
Zotu5045								
Zotu15277								
Zotu4375								
Zotu2072								
Zotu11988								
Zotu5590			1					
Zotu12541								
Zotu10707								
Zotu19660								
Zotu20554								
Zotu20033								
Zotu8191								
Zotu19512								
Zotu17472								
Zotu12567								
Zotu15249								
Zotu8228							1	
Zotu14904		1						
Zotu11560				2	4			
Zotu14706								
Zotu20432								
Zotu11881	1		1					
Zotu11201								
Zotu20465			1					
Zotu4077						1		
Zotu11274	4	1		2				3
Zotu13823								
Zotu11554								2
Zotu15487								
Zotu12791						2		
Zotu19204					1			
Zotu16334			1					
Zotu18309								
Zotu18199		2						
Zotu18347								
Zotu18699								
Zotu12358						1		
Zotu12512								
Zotu10735								
Zotu9827	1							
Zotu14628		1					4	
Zotu8671			1	1				
Zotu3613		6	1	1	3	1		13
Zotu6685	1	1		1				
Zotu17998								
Zotu15260								
Zotu13321				1				
Zotu20302								1
Zotu10804		1						
Zotu15417		1						
Zotu11416								1
Zotu11826					1			
Zotu12892					1			
Zotu14587	1							4
Zotu12170		1		1				
Zotu14987								
Zotu13331				1				
Zotu19916				3	1			
Zotu7461								
Zotu12630								
Zotu14560								
Zotu10705		1						
Zotu8310				1				
Zotu14141								
Zotu18059								
Zotu2449		3	3	1			2	1
Zotu16816		1			1			
Zotu19131		1						
Zotu13221					1			
Zotu16436								
Zotu737	6	5	1	8	7	3	6	28
Zotu1999			1		4			2
Zotu9114		1						
Zotu18060								
Zotu5677								
Zotu15447								
Zotu20308								
Zotu11244								
Zotu15485								
Zotu8881								
Zotu13749								
Zotu9219								
Zotu11571		1				1		
Zotu15066								
Zotu7466		2	1	2				
Zotu4806			1					1
Zotu6335				2			1	
Zotu18201								
Zotu16023								
Zotu10173							2	
Zotu11410			1					
Zotu2837	4	6	7	5	3		1	4
Zotu7627								
Zotu11562								
Zotu12759		1						
Zotu11023								
Zotu18266								
Zotu20374								
Zotu6268	1	3	1	2	7			1
Zotu16050								
Zotu9208	2		1					2
Zotu10340								
Zotu14733								
Zotu10060							1	
Zotu20176								
Zotu4970								
Zotu11236				1				
Zotu20710								
Zotu8187		1						
Zotu17272								
Zotu12658								
Zotu1763								
Zotu18541		1						
Zotu11872								
Zotu4145			3			1		
Zotu4444	1			1				
Zotu16381								
Zotu6953								
Zotu10652								
Zotu19759								
Zotu12056								
Zotu16691			1					
Zotu17210								
Zotu9029								
Zotu16846						2		
Zotu20579								
Zotu5440						1		
Zotu13845								1
Zotu11519							1	
Zotu18464	6	5	5	3	5	2	1	3
Zotu17544	4		3			1	1	
Zotu19133	1							
Zotu19051	44	40	50	23	47	53	40	35
Zotu17044	1	4	4	2	6	2	2	3
Zotu17613	6	5	8	4	15	4	3	10
Zotu13821	1	4	3	3	2	5		1
Zotu18261	6	1	9		1	8	1	
Zotu13138								
Zotu2582						1		
Zotu15278			2			2	1	
Zotu2408	4	3	6	5	3	9	4	1
Zotu12271			3				1	
Zotu4886	1		4			1	2	4
Zotu7763			1		1	2		
Zotu1735	5	3	9	7	3	3	4	9
Zotu9370	1			1	2	2	1	
Zotu14311	2					1		
Zotu669	11	5	14	11	13	15	6	11
Zotu2734			4	6	1	4	1	6
Zotu10651			3	2	1	4		1
Zotu1553	10	4	16	8	7	19	3	19
Zotu12031	1		2	1	1	1		
Zotu17917		2	1					
Zotu19757								
Zotu911	6	4	9	4	9	9	3	2
Zotu4510	4	6	3	2	4	4	2	2
Zotu2276		2		3				7
Zotu15354						1		1
Zotu7870						2		1
Zotu9703								
Zotu6579					1	1		
Zotu14556								
Zotu9070	1							1
Zotu15126								1
Zotu16620								
Zotu9015								1
Zotu14705							2	
Zotu15419								
Zotu14953								
Zotu15812								
Zotu2740								
Zotu19466								
Zotu5401								
Zotu13098								
Zotu4126					2			
Zotu5698	1							
Zotu12505								
Zotu5543								
Zotu7744	1		1					
Zotu2332								
Zotu7665								
Zotu8033				1	2			
Zotu3909				14				1
Zotu9921							2	
Zotu13116								
Zotu4474	149		2		1	8		
Zotu5787	1	1	32	39	9			6
Zotu17589			1				3	
Zotu3325								
Zotu6551								
Zotu1879								
Zotu19178								
Zotu6556								
Zotu516	7	3	24	18	4	4	1	22
Zotu771	2	3	8	7	5	1	3	7
Zotu2230	1			1		2	1	
Zotu708		1		3		2	2	4
Zotu1665								
Zotu12102					1			
Zotu674	5	8	5	17	5	1		13
Zotu152	10	5	1	26	4	4	4	18
Zotu681	1			1	1		1	8
Zotu6388	1							
Zotu7016	2		2	2				
Zotu3592		1		1				
Zotu2445	3	1	3	8		2		4
Zotu20626								1
Zotu1834	3		5	6	1	2	10	2
Zotu7778	2	1	1					
Zotu19799								
Zotu533	61	42	17	19	15	80	69	23
Zotu1205	29	19	10	16	4	7	13	10
Zotu1025	9	18	8	2	7	8	20	2
Zotu5145	8	5	5		1	20	6	4
Zotu2604	1	1						3
Zotu18997			1					
Zotu11612			2					
Zotu5087			3	1	1			
Zotu10781			2			3		1
Zotu17940	4		2			2		1
Zotu11425	1			1				
Zotu3250	2		5	3	4	5	3	3
Zotu8120		2				1	1	
Zotu2373	3	3	3	6	3	7	6	2
Zotu8425	2		2	1	1	2	2	
Zotu14121		3						
Zotu3669	5							
Zotu10786	1	1	2	1	1	1	2	
Zotu11693		1		1	3	1	5	
Zotu17605						1		
Zotu14696								
Zotu1887	1		2	3	2	1		2
Zotu3849			1	1		2		
Zotu9573			1					
Zotu9718		1	2	1				
Zotu8305								
Zotu18775	1							
Zotu4788		1	2	5	3		1	
Zotu14711			1		1			
Zotu3989		1	3	4	10			
Zotu15700				1	2			
Zotu17178	1		1	2	3			
Zotu17912								
Zotu17466								
Zotu17971	1		1				2	
Zotu19312	1							
Zotu5078	1			50	1	2	3	
Zotu384	4	16	7	40	9	4	12	32
Zotu5498								
Zotu8196							1	4
Zotu15675								
Zotu8473								
Zotu18793								
Zotu3120		2		3		1		
Zotu20080								
Zotu286			1	1				
Zotu3086								
Zotu4635								
Zotu9597								
Zotu6318							4	
Zotu6576	2							
Zotu805								
Zotu3908								
Zotu1107	14	11	9	7	5	5	7	
Zotu7843								
Zotu1348	2			1		1	2	
Zotu5040								
Zotu5936								
Zotu4041	4		4	1	1			1
Zotu5434	4	1	1				2	2
Zotu1173	16	1	15	41		13	4	9
Zotu12797	3	2	1		1	1		2
Zotu18392			1		1			
Zotu4157	1	4	1	4	2	1		
Zotu2961		4	2	4	3	5		3
Zotu10474		1				1		
Zotu7045			1	2	3	1	2	
Zotu6915		1		1		2		2
Zotu17193					1			
Zotu20511								
Zotu8712			1		3		1	
Zotu18601					1		1	
Zotu15251			1			2		
Zotu5486	1			1	1			
Zotu11346								
Zotu8311		1	3	3				
Zotu14119		1	1					
Zotu6222	2	1				2		2
Zotu8361	2	1		1		2		
Zotu13328	2				2	2		
Zotu15032		1	4	1				
Zotu12481	1		2					
Zotu16658				3				
Zotu12894	1		4			2		2
Zotu15602			2					
Zotu18715			1				1	
Zotu5451	3			1	5			2
Zotu6621			3	2	2	1		
Zotu560	52	11	101	69	17	48	96	58
Zotu1069	15	11	10	10	6	28	4	13
Zotu2605	11	2	20	6		7	4	4
Zotu991	6	19	51	44	8	17	11	9
Zotu3298	11		2	9	5	5		
Zotu8294		3		2		2		1
Zotu1037	37	10	154	56	2	42	10	10
Zotu1533	2	3	9	13	1	6		7
Zotu18462								
Zotu3636	2	3	1	1	1	3		4
Zotu8056	2		1	1	1			
Zotu19617								
Zotu11331	4	1		1	1			2
Zotu16853			1					
Zotu6875	1	3	1		2	1		
Zotu17058	1							
Zotu10288							1	1
Zotu2521	3	1	1					
Zotu3550	1			1	1		1	
Zotu14349	3		1			2		
Zotu18186	3		1	1	1			
Zotu11697	2					1		
Zotu6404	3	2		2				
Zotu10661	5			4				
Zotu9986			2	2		2		
Zotu15923								
Zotu14629			1					
Zotu2667			4		1	4		
Zotu12420			3			2		
Zotu18404	2							
Zotu13748	1							
Zotu18767	1					1		
Zotu5850								
Zotu6952			1		3			
Zotu1652	1		1	1		1	6	1
Zotu16619								
Zotu17151	1		1				2	
Zotu8158								1
Zotu10335	2		2					2
Zotu6977	1		2					
Zotu20332								
Zotu8515								
Zotu6846								
Zotu13039	1							4
Zotu2104			1	3				7
Zotu1270	2			1		1		1
Zotu4283								1
Zotu6397								
Zotu3845								2
Zotu14153								
Zotu6492			1					
Zotu18961						2	9	2
Zotu18851				4				
Zotu20634				1				
Zotu4209			1					
Zotu18989								
Zotu19240								1
Zotu7991								
Zotu15371								
Zotu11153		1	1	1		1		3
Zotu11353								
Zotu2075			1	1			2	
Zotu2355	4	2	4	6		4	3	1
Zotu19005			3					
Zotu16222			2					
Zotu20186	1							
Zotu5617	3		2	2	2	1	2	3
Zotu9410	1					1		
Zotu7951				1		5	1	1
Zotu8952				1	2			1
Zotu12131	1				1			
Zotu18947								
Zotu10005								
Zotu6849					1			
Zotu4117	3		1	1	1		2	
Zotu8386	2		1		1			
Zotu4326		2	2	2		1		
Zotu8238			1					
Zotu12934				2				
Zotu4971			2		1	2		
Zotu14856								
Zotu6591		1	2	1	2	1	1	
Zotu17163								
Zotu1401	3	1		10		5	2	11
Zotu14912								
Zotu20258						2		
Zotu7922		1	1	3		1		
Zotu1068		1	2	1	2	2		3
Zotu3709								1
Zotu10105								
Zotu3498		1	2	4	4	2	1	3
Zotu10684		1		2				
Zotu15196				1				
Zotu19876								
Zotu12171								
Zotu4122	2			7		1		
Zotu16010								
Zotu11313				1				
Zotu5366	3		2	15		1		
Zotu14826								
Zotu4194	1	1	4	87	1			12
Zotu768		2		10	1	1	1	
Zotu915		9	69	44			1	9
Zotu2780	3			7				
Zotu19213			1					
Zotu19610				1				
Zotu5264				1	1			1
Zotu4239	1			5				
Zotu7806	3		3			2		
Zotu1369			5	1				
Zotu1647		1	4		1			2
Zotu4086			1					
Zotu13211								
Zotu7464								
Zotu14812								
Zotu19702								
Zotu18131								
Zotu20147				1				
Zotu20507								
Zotu5485						2		
Zotu3506					1		5	1
Zotu4617				1				
Zotu19140								2
Zotu2612	1		2	5	1	1	2	5
Zotu4860	2		2	1		3		3
Zotu9260					1			
Zotu17186			2					
Zotu1530	2	2		29			3	3
Zotu2845	3	2	1	2		8		5
Zotu11787						2		2
Zotu922								
Zotu3931							1	
Zotu4743					3			
Zotu2508								
Zotu13081							2	
Zotu18441	4	2	6	14	2	8	4	8
Zotu18312			2	2		1		4
Zotu19017								
Zotu9648								
Zotu19419								
Zotu15942								
Zotu19210		2			1	2	1	
Zotu17636	2		3	2		2	1	8
Zotu4174								
Zotu4257								
Zotu8586								
Zotu8173								
Zotu2977								
Zotu16142								
Zotu18594		1						
Zotu6521					1	1		
Zotu6430								
Zotu4249			1					
Zotu6609								
Zotu14286	2							1
Zotu5447		11		3				
Zotu5295	1	5	2	1		1		
Zotu9879		1						
Zotu18121		1						
Zotu2901	1							
Zotu16859			1					
Zotu18330				1				
Zotu8221		1			1			1
Zotu18503								
Zotu14886						2		
Zotu20652								
Zotu19420								
Zotu8	1	1		3	1			4
Zotu33				1	1		2	
Zotu43	1			1				
Zotu97	1							
Zotu15693								
Zotu18067								
Zotu15955			3		3			
Zotu12016		1						
Zotu12793		1						1
Zotu2858	2	3	3		1	2		1
Zotu10616						2		3
Zotu4983				1	1	1		
Zotu4079	1	1	1	2	2	1		
Zotu10280								1
Zotu14821						1		
Zotu20647	1	1	1				1	
Zotu837	11	6	8	4	7	7	2	15
Zotu4689	3		1		3			3
Zotu4004	3			1				
Zotu7525	1							
Zotu7986	1				1			
Zotu13930								
Zotu14283								
Zotu7452				1	1			
Zotu2860	2	1	3	3				1
Zotu10617		1	1					
Zotu4854								
Zotu14174								1
Zotu11340								
Zotu16840								1
Zotu9933				1				
Zotu8381								
Zotu5124								
Zotu9610	2						1	
Zotu9016							7	
Zotu18167			2					
Zotu9842								
Zotu3729			1					
Zotu13780								
Zotu17280								
Zotu20372								
Zotu7431	1		1	1	3			5
Zotu11696								
Zotu3516								
Zotu18296	1							
Zotu3705	1							
Zotu16817								
Zotu19612								1
Zotu9055	2		2			1		
Zotu11417								
Zotu18839							2	
Zotu19326								
Zotu20029			1		1			
Zotu19831								
Zotu13945			1					
Zotu8280						2		
Zotu9707		4			1			1
Zotu17694								
Zotu18426								
Zotu18321								
Zotu11715		1	5	3		1		2
Zotu1611	4	2	2	5	2		2	2
Zotu5019								2
Zotu1725		1						
Zotu4925								
Zotu6891								
Zotu8928		1						1
Zotu12195					1			
Zotu13508						1		
Zotu17176		1						
Zotu17124								
Zotu3426	1		4	16	1	4		
Zotu5142			1	2		3		
Zotu20839						1		
Zotu15815	1							
Zotu17458							1	
Zotu9137								
Zotu13822		1						
Zotu7685								
Zotu8479								
Zotu9973								
Zotu15183				12				1
Zotu9820				1		1	2	2
Zotu7910						4	1	
Zotu15420								
Zotu2968	1		5	23	1			7
Zotu685	67	18	26	122	12	210	16	31
Zotu19907		1	1				1	
Zotu2849				25	1	1	1	
Zotu14582								
Zotu5413	3		1	29	1			3
Zotu17136							1	
Zotu10342								
Zotu4035	2			12		16	2	2
Zotu5856				1		1		
Zotu14308				1				
Zotu19226								
Zotu17471	3			1			2	
Zotu18892								
Zotu20696								
Zotu8273			1			2	2	2
Zotu7404	1						1	2
Zotu16243			2					
Zotu20091		1				1		
Zotu15386								
Zotu17564			1	1				
Zotu17129						2		
Zotu5111		1						
Zotu8525			1	1	1	2		
Zotu19174					2		1	
Zotu19599	1			1	2	1	2	1
Zotu12116								
Zotu17524			1			1	1	
Zotu15018							2	
Zotu9586								
Zotu10703		1			1			
Zotu12346								
Zotu1366	4		6		1		4	3
Zotu2838	1		1		3	1	1	
Zotu8267			1					
Zotu9966								
Zotu3046			2		2			
Zotu5836		2		1	1			
Zotu1963		1	3	1				
Zotu16039								
Zotu2113								
Zotu8107				1	1	1		
Zotu1951		1		4	1	1	3	4
Zotu7256					2			
Zotu4026			1	1				
Zotu11237								
Zotu15138								
Zotu10257							1	
Zotu12652								
Zotu2847			1			3	1	
Zotu12674								1
Zotu6754			3		2	3	1	
Zotu14447								1
Zotu14660								
Zotu14004								
Zotu1342	8	4	3	8	3	2	7	1
Zotu3234			1			1	2	
Zotu4947						1		
Zotu267	2	5	8	4	6	8	3	4
Zotu9354	1						1	2
Zotu4877		1		1	2		1	
Zotu17691								
Zotu9154						1		
Zotu20694	2				2			
Zotu12484	1		1			1		1
Zotu3977	1	1	1		3	1		2
Zotu12285								
Zotu19725								
Zotu17720		1	1					
Zotu12401			1	1				
Zotu16321						2		
Zotu18814					1	1		
Zotu1306	1	2	4	5	5	1	2	
Zotu2483	1	1	6	2	2	2	3	2
Zotu2097		2	5	2	2	2	1	1
Zotu14277							1	
Zotu6603			3					
Zotu13875					1			
Zotu8442			1					
Zotu14581		1						
Zotu13354				1	1			
Zotu8630					1	1	1	
Zotu19386								
Zotu11185								
Zotu10334						1		
Zotu16899								
Zotu13954				1				
Zotu14059								
Zotu7576		1				1		
Zotu10348								
Zotu20440								
Zotu1556	8	12	9	2	8	11	18	8
Zotu5085			1			3	3	2
Zotu13188	2		2	1				2
Zotu10155	1	1						
Zotu15635						1		
Zotu14369						3	1	
Zotu3658	1	2	2	2		3		
Zotu1620	2		7	1	1	4	3	5
Zotu13246								
Zotu15624	1						1	
Zotu17932						2		
Zotu1909	2	1	3			1	2	2
Zotu17791								
Zotu2330	2		1			1	2	1
Zotu8262								
Zotu14888								
Zotu4120	2	1						
Zotu16751								
Zotu1154	6	1	4	3	5	7	4	1
Zotu3217	1	1	7	2	1	3	2	2
Zotu3079	1	4	6		2	3	7	
Zotu17319								
Zotu4864		3	1		1	2	1	
Zotu6842			1	1			1	
Zotu1043	4	5	1	2	1	2	3	3
Zotu3052	4	1	1	2	7	2	1	1
Zotu1161	3	9	11	3	7	1	6	2
Zotu6802						1		
Zotu1094	6	7	2	4	1	13		2
Zotu20428								
Zotu10246	1				1	2		
Zotu14921	1							
Zotu19539	2	1		2		1		
Zotu1176	1	3	5	1	4	4	1	1
Zotu11160					1		1	
Zotu9744	1							
Zotu12500								
Zotu15391			1					
Zotu12824								1
Zotu8784								1
Zotu607	9	4	12	4	4	6	14	12
Zotu19804								
Zotu15064	1	2			1		3	1
Zotu3170	2	1		7	2	3	7	1
Zotu11532			2					
Zotu1981	1	3	2	1	1	4	3	
Zotu4151			1	1	1		3	1
Zotu4954		1	2			1	2	1
Zotu1651	3	4	4	8	3	4	7	1
Zotu2608		1	1	1	2	2	1	1
Zotu9020							1	
Zotu3604			1				3	
Zotu11357						1		
Zotu3531								
Zotu10358			1					
Zotu1938		2	1	5	3	6		5
Zotu19186		1	1				1	
Zotu13405								
Zotu343	10	11	11	9	14	10	17	13
Zotu1442		1					1	6
Zotu13637				1			1	
Zotu364	15	12	27	16	21	15	20	21
Zotu2362								
Zotu3761	1							
Zotu1431			2	2				1
Zotu5425	1	1		3	2	1	1	1
Zotu6704		1			3			1
Zotu9920				1	1			
Zotu2417		3	2	2	1	2	3	2
Zotu10390								
Zotu14663							2	
Zotu2575	1			1	3	4	1	
Zotu8108		2	1	1				1
Zotu8822		1				1	1	
Zotu10439	4		1		1	1	3	
Zotu19642			2					
Zotu3095	13	19	8	9	9	9	10	6
Zotu19297		1			1	1		
Zotu8724	1	3	2	1	4	3	1	1
Zotu20125				1		1		1
Zotu1406		3	4	3	1	1	1	1
Zotu13380								
Zotu20853			2					
Zotu16112	2	1		1				
Zotu1770	9	8	19	5	6	7	7	10
Zotu2381	2	2	15	4	1	1	3	
Zotu18338								1
Zotu5172	2	2	2		4	3		1
Zotu6167	1		1	1	1			
Zotu8345	2	2	1	2		1		1
Zotu3579	5		2	6	8	5	5	3
Zotu5751			1	2	3	2	2	
Zotu17707	1							3
Zotu18529								
Zotu13469						1		
Zotu2328				2		1	1	1
Zotu14416				1				
Zotu3655	1		2	1	1			
Zotu6056								2
Zotu11319								
Zotu16832								
Zotu18252								
Zotu14592						1		
Zotu19243								
Zotu20164								
Zotu20312			2					
Zotu9289		1	1					
Zotu18112	1							
Zotu12728								
Zotu8429								
Zotu17371								
Zotu17750		1				1		
Zotu9084	1	3						
Zotu18389	1	1						
Zotu15819				1				
Zotu16954								
Zotu2670		1	4	2	3	1	2	
Zotu3280		1	1		2	3	2	6
Zotu6273								
Zotu18645				1				
Zotu17468								
Zotu16001								
Zotu11471			2					
Zotu14023					2			
Zotu458	11	25	29	15	27	22	21	34
Zotu1033	3	7	5	6	11	9	6	
Zotu7899					3			
Zotu19232								
Zotu15086								
Zotu17660								
Zotu18970								
Zotu4898		2	2			1		2
Zotu15625								
Zotu7906						1		
Zotu5520				1			1	
Zotu5531								
Zotu6930			1					
Zotu7352			2					
Zotu10637								
Zotu17342			1				2	
Zotu19322								
Zotu18659								
Zotu8544					2			
Zotu14841					1	1	1	
Zotu13670							2	
Zotu4020			1		2	1	3	1
Zotu10506			1	1				
Zotu10793								
Zotu6604	1						2	
Zotu20172						1		
Zotu9073					1			
Zotu11151			2					1
Zotu19158			1					
Zotu16477								1
Zotu20219								
Zotu12394	2			2	1			
Zotu367	25	39	39	17	28	45	24	48
Zotu802	5	11	12	4	19	13	9	13
Zotu9534			1	2		2	1	
Zotu7266		1		1	2	1		
Zotu1066	7	11	9	5	11	15	9	8
Zotu1843	4		5	3	6	8	1	4
Zotu5219	1	3	1		1	1	1	
Zotu7743		1			1			1
Zotu483	27	32	24	14	30	33	28	30
Zotu4498		1	4		3	2	1	
Zotu6140	2			3			3	
Zotu12095								
Zotu3757	1	6	7	1	9	6	1	4
Zotu2463	6	4	6	2	4	6	4	3
Zotu1238	9	18	18	23	19	12	2	8
Zotu3413	4	1	2	2	2	2	1	
Zotu12618		1		2		1		
Zotu2030	2	4	3	4	10	3	2	3
Zotu493	18	22	22	15	27	24	17	16
Zotu924	9	17	13	9	17	14	11	5
Zotu4935	2	5	3	3	6	1		
Zotu5794	4	1			2	1		
Zotu1021	7	6	3	1	16	8	2	7
Zotu5183		2	2	3	2			1
Zotu453	34	43	49	38	49	55	26	36
Zotu6070	1	1	1	2	3	1	1	
Zotu7180		1			1	1		
Zotu2192	7	9	8	8	11	6	7	5
Zotu4963	1	1	2		3	4		1
Zotu11738		1				2		
Zotu345	55	54	54	35	59	46	43	33
Zotu15572	4			1		1		
Zotu1278	7	13	12	5	10	6	6	12
Zotu3596	33	41	41	25	52	39	22	30
Zotu4234	4		2		2	1	2	1
Zotu6274	1		2		1	3		2
Zotu11082			1		2	1		
Zotu7878		1	3		2	6	1	1
Zotu10235	1		2		2	2		
Zotu976	14	13	5	13	19	15	5	11
Zotu1082	8	12	20	13	15	12	9	6
Zotu2753	1	7	6	3	5	3	1	5
Zotu15820		1						
Zotu15863			1	1				
Zotu16030					1			
Zotu12206								
Zotu13292						2		
Zotu12162			2					
Zotu12277		1						
Zotu9639	1							
Zotu8081	3	1						
Zotu5597		3	1		1			1
Zotu9045	2		1	2	1	2		
Zotu10858	1						1	
Zotu4961	2	1	6	1	1	2	2	2
Zotu8180		1	1	1		1		
Zotu16797			1				1	1
Zotu11033		2	1			1		1
Zotu16826								
Zotu6278				2	1	1		1
Zotu5122	1			1				
Zotu2817	1	3	6	1	7	4	2	
Zotu17438	1	1						2
Zotu634	11	9	9	10	7	24	6	7
Zotu6752	3				2		1	
Zotu15296		1				1		
Zotu12391		1					2	
Zotu3383	2	5	1	2	2		1	2
Zotu2117	6	5	4	3	4	2	2	3
Zotu5954	2		2	1	3			
Zotu6866	1	2	2	2	1		1	2
Zotu4819	1		3		2	2	1	1
Zotu5668	1	3	1			3	1	3
Zotu15481								
Zotu9364		1		1				1
Zotu11011			2		2			1
Zotu2071	6	6	7	1	7	5	1	4
Zotu3377	2	3		1	5	2	1	2
Zotu4647	1	4	2	1		2		
Zotu19737							2	
Zotu18535								
Zotu8808	1	1				1	1	
Zotu7712			4				1	
Zotu10720						1		
Zotu5714	3					5		
Zotu19680				1				
Zotu6382		2		3	2	2		
Zotu8335		1	1		1		1	1
Zotu18719						2		
Zotu17334							1	
Zotu10618	1							
Zotu18052								
Zotu20784								
Zotu15738								
Zotu20043			1					
Zotu907	7	10	4	5	4	7	2	2
Zotu1950		1		1	1	1	2	
Zotu6372			1		1			
Zotu6657		1	4			2		
Zotu1206	5	5	3	6	7	4	7	6
Zotu2547	2	1	5		3	3	2	3
Zotu3055	5	5	3	2	1	3	2	3
Zotu4881	2	1		1		1	2	
Zotu9031					1			1
Zotu6494						1		
Zotu13965						1		
Zotu17072								
Zotu874	1	3	4	4	5	2	7	1
Zotu1309	9	4	6	2	5	12	3	6
Zotu19489								2
Zotu3812	2		2	3		5	1	1
Zotu1775	5	4	6	5	1	4	12	2
Zotu7124		1	1			1		1
Zotu3021	1	3	6		4	1	5	2
Zotu10901	1						1	
Zotu7346								
Zotu13992	2		2			1		
Zotu18259								
Zotu18613	2						1	
Zotu18231	1							
Zotu9880	1					1		
Zotu19037	2					1		
Zotu4670	5	1		3	5			
Zotu14234						1	2	2
Zotu15929	3			1				
Zotu4084	8		1	5	3	10	1	1
Zotu6676	3		1	4		5		
Zotu15469	1							
Zotu5472	3		1			1		
Zotu12185					1			
Zotu6622			3	3				
Zotu2537				3	4	1		4
Zotu7335								1
Zotu15274								3
Zotu16461			2					
Zotu1689	6		9	6	1	13	1	10
Zotu2634	4		7	4	3	8		2
Zotu6580		1	1		1			
Zotu14983								
Zotu5750			2		3	1		1
Zotu4773					1			1
Zotu1603	12	2	1	2	3	16	1	1
Zotu5575	1		2					
Zotu6716					1	1		
Zotu9912								
Zotu13484	2							
Zotu9520				1		3		
Zotu14425					1			
Zotu5007			1	1		2		1
Zotu14695								
Zotu1124								1
Zotu2148								
Zotu5923						2		
Zotu17633	1		4	1	2	1		
Zotu19074	3	1		6	1	4		
Zotu792								
Zotu15869							4	
Zotu20718	12	2	2	10	4	14	2	
Zotu6325						1		
Zotu5748		1		1				
Zotu7776								
Zotu8785	1						1	
Zotu8001								1
Zotu9600	1							1
Zotu6410								
Zotu3679	5	1		1		1		
Zotu13795	1		2		2			
Zotu8566	2	1		1				1
Zotu4226	2		5	4	1	3	1	
Zotu3730	2		1	2	2	1		
Zotu7994	1				1	1		
Zotu10899	1					1		
Zotu16128					1			
Zotu7069	1		1	3	2	1		2
Zotu15151					1			
Zotu17105				1				
Zotu11089				2	1			
Zotu13665								
