ID	rs_cd_1	rs_cd_2	rs_cd_3	rs_cd_4	rs_cd_5	rs_cd_6	rs_cd_7	rs_cd_8
Zotu17380								
Zotu17838								
Zotu4948	3	11	1	4	3	1	7	1
Zotu16732								
Zotu4829	3	5	3		4		1	
Zotu17995			1					
Zotu9110	1	2	1	1	1	4	8	
Zotu13471	1		1				2	1
Zotu18882								
Zotu17252		3	1					
Zotu17716		2	2					
Zotu18643			1					
Zotu18496								
Zotu13506				1				
Zotu2771	2	9	1	1	5	2	4	2
Zotu17570	1	1		2	1		1	
Zotu10099		1			1		2	1
Zotu12333			1	1				
Zotu3195	4	11	1	3	4	2	8	1
Zotu14775			1	1			2	
Zotu6391	1	3	1	2			7	
Zotu11549							1	
Zotu9161	5	4				1		
Zotu3102		1						
Zotu20632								
Zotu14135								
Zotu16653	3	3						
Zotu4890	6	16	1	1				
Zotu9177	1	1	1				1	
Zotu18479		3						
Zotu6370	2	1	6		1	4	3	
Zotu16426		4						
Zotu4280	1	8	3	2	6	1	4	
Zotu4222	6	7	6	1	6	3	3	3
Zotu7570	4	4	2	2		2	4	
Zotu15326		2					1	
Zotu7211	4	5	2				2	
Zotu14043	1	5		1			1	
Zotu7586	7	5	4		2	5	3	
Zotu16221	2	5	1		1	1	1	
Zotu11400		2	2				1	
Zotu1390	1	1		1	1		1	1
Zotu15559		2					1	
Zotu7730		3	3				5	6
Zotu17790				1				
Zotu20344		1						1
Zotu17554		1		1		1		
Zotu12722			2	1		1		
Zotu17621								
Zotu17675								
Zotu13348			4		3	1		
Zotu15290						1		
Zotu8870		3	1			1	1	
Zotu14470								
Zotu12247		1						
Zotu14170			2	1		1		
Zotu19679	1	2				1		
Zotu19230	1							
Zotu18938								3
Zotu20245								1
Zotu14849	1							1
Zotu10842	3	2	1					5
Zotu14414	1	2			1			1
Zotu17854		1				3		
Zotu19607								
Zotu17584								
Zotu8534								
Zotu6675								
Zotu16886							3	
Zotu11371			7	3	1		3	4
Zotu20686			1					4
Zotu13995								
Zotu15896	1				4			
Zotu4097	4	1	1	1	4	1		1
Zotu5495	2	2						4
Zotu12070				3				1
Zotu10518								
Zotu12227					1			
Zotu18435								
Zotu2464		2	4	2	4	1	1	5
Zotu6660				1				
Zotu1881	2	3	3	3		2		
Zotu6512	1		1	1				
Zotu12632								
Zotu17152				1				
Zotu6308		1						
Zotu16848								
Zotu8690								
Zotu17049								
Zotu10725								
Zotu13683							1	1
Zotu16323	2				1			
Zotu17462	1					1		
Zotu1197	9	4	2	3	6		8	11
Zotu6894					1			2
Zotu15108		1					1	1
Zotu6860			1		2			5
Zotu20081								
Zotu19751								
Zotu7281	3			2		2		
Zotu16188								
Zotu18939								
Zotu13017								
Zotu13539								
Zotu20676								
Zotu18717								
Zotu3025	1	2		2		4		3
Zotu11443							1	
Zotu10100								
Zotu6468							2	1
Zotu20116								
Zotu10016							1	
Zotu9336			2		2			
Zotu11716								
Zotu1952	2	1	1					
Zotu8565					1			2
Zotu15077								
Zotu7135	4				1		1	
Zotu17328								
Zotu19125								
Zotu11106								1
Zotu9286								
Zotu16303								
Zotu10111								
Zotu3509	4		1	1	2	4		4
Zotu9265		1			1	1		1
Zotu9683								
Zotu10009								
Zotu9138								
Zotu5644			1					
Zotu17647		1			2			
Zotu14025								
Zotu5537	1	3	2	1	4		2	1
Zotu14521	1							
Zotu10163								
Zotu9801								
Zotu20060	1				1			
Zotu2070		2	5	1	4	4		4
Zotu3830	1		1	1	2	1	2	1
Zotu8083		1			1			
Zotu6198								
Zotu11683								
Zotu10823								
Zotu13449								
Zotu19311								
Zotu16898								
Zotu18537			1					
Zotu2600								
Zotu17459								
Zotu20415								
Zotu16174								
Zotu4624	1		1	1	2	1		6
Zotu13415			1					
Zotu8768			2	1			3	
Zotu11602								
Zotu14949								
Zotu5013	3	1			3			
Zotu14910								1
Zotu15247								
Zotu11121				1	1			
Zotu12620								
Zotu8811								
Zotu9001	10	7	11	7	39	1	7	67
Zotu7249	5	5	3	6	3	3	5	11
Zotu18698		1			1			
Zotu17752		1			1		1	
Zotu10557	1	4	1	1	4			6
Zotu8360	5	7	4		1	2	6	2
Zotu17794					1		3	11
Zotu9039		1		2				
Zotu9316	1							
Zotu13276					1			
Zotu15240		1						
Zotu2942			2	1	4			5
Zotu4660					1			2
Zotu5062			1					
Zotu2709	2			1			1	
Zotu2906	1							1
Zotu7822	1	1						
Zotu2492			2	2	1			
Zotu601	3	9	7	21	8	10	11	27
Zotu5755	1	2	2	1		2		4
Zotu11343								
Zotu5161	2			2		2		1
Zotu4794								
Zotu12650			1					
Zotu833	8	2	8	2	4	8	5	4
Zotu1090	11	1	2	4	2	1	7	4
Zotu6068								
Zotu2862	1	1			1	3	1	2
Zotu841	9	2	4	2		3	4	9
Zotu14284								
Zotu1140	5	3	2	1	4	2	7	3
Zotu8710		1	1		1			
Zotu4406	1			2				2
Zotu14386								
Zotu17759								
Zotu3715		2		1				
Zotu14518								
Zotu18497								
Zotu8647				3				
Zotu1115	1	3	1		1	5	2	2
Zotu3430	1					1		
Zotu1045			3	3	1	3	3	1
Zotu1794	1	3	3				2	
Zotu10965				1		1		
Zotu18180								
Zotu20052				1				
Zotu7414								
Zotu9421								
Zotu10229					1			
Zotu6852	1							
Zotu19235								
Zotu16918								
Zotu20103	2							
Zotu15074			1					3
Zotu11987								
Zotu11578								
Zotu11182								1
Zotu17256								
Zotu12755								
Zotu17205								
Zotu15394								
Zotu2818			1	1	3	1	1	
Zotu10038							1	
Zotu6263		3		1	1			1
Zotu4526								
Zotu17437								
Zotu8960								
Zotu20653								
Zotu18732								1
Zotu15590								
Zotu8829						1		
Zotu14461								
Zotu8827		1						
Zotu5976	1							
Zotu16144	1			2				
Zotu19826								
Zotu13605			1					
Zotu20615	1							
Zotu18533		7			1			
Zotu10081	1		2		2	1		
Zotu11423	2			5	1		1	
Zotu14422	1		1	1	1	1	2	
Zotu15107	2					2	1	
Zotu17396	1							
Zotu10254			2	6	4		1	
Zotu10851	2			2	2	3	4	
Zotu7354	3	1		1	1	2	3	
Zotu5661		2		3			2	
Zotu8271			1	1	1		1	
Zotu14838	1						2	
Zotu17536			1	2	3			
Zotu6045	4	10	8	2	1	1		
Zotu7753	6	17	2		1	5	3	
Zotu10443	4	5			2			
Zotu3072	5	2	1	8	2		4	
Zotu3444		4	4	3		1	1	
Zotu19604		1						
Zotu19616				1		1	1	
Zotu10050		1		1				
Zotu14539		2		1			3	
Zotu15021				3				
Zotu20232	1							
Zotu8701	3		15		1	1	2	
Zotu15958	1		2		2			
Zotu19171							1	
Zotu14071		1	1					
Zotu13588							1	
Zotu19935								
Zotu6918	1	3			3		2	
Zotu8746	1				1	2		
Zotu13031	4							
Zotu19674				1				
Zotu20471								
Zotu11936	1		2		2	1		
Zotu10979	2	1		3		3	1	
Zotu3268								
Zotu2015		2	1					
Zotu9782								
Zotu13585		1						
Zotu10873	2	5		1				
Zotu18782								
Zotu17941		1		2				
Zotu13602	1	5					2	
Zotu5983		1						1
Zotu17722								
Zotu17336					1			
Zotu15178								
Zotu20544								
Zotu11555		1						
Zotu6365		1	2			1		3
Zotu15531								
Zotu13549		1						
Zotu10838				1				1
Zotu16823	2						1	
Zotu13423			5					
Zotu17717	1							3
Zotu14136								
Zotu14723								
Zotu18629	1			1	1			1
Zotu19862								
Zotu19963								
Zotu6256								
Zotu20742								
Zotu19918								
Zotu10500								
Zotu20670								
Zotu6524								
Zotu19536								
Zotu2304		4	1			1	1	
Zotu10055	1		1					2
Zotu15633	1				2			
Zotu11024	1		1		1	1	1	1
Zotu10746	1				1			4
Zotu13727								
Zotu14383								
Zotu7853	1		1	2			1	3
Zotu8924	3	2	2				1	3
Zotu10946		1		1				
Zotu16405								7
Zotu19577	2					1	1	2
Zotu17204		1					1	1
Zotu14034	6							10
Zotu14464		1						
Zotu17010		2						
Zotu14690								5
Zotu11730								2
Zotu19102	1						1	
Zotu7790								
Zotu8178			4					1
Zotu20225	4							
Zotu16890								
Zotu14465		14						
Zotu19703	2						1	
Zotu2421	35	11	6	6			32	13
Zotu8805		2	1					1
Zotu7801	1	2						1
Zotu8604			34					1
Zotu15270						1		
Zotu7655	3		16		2			13
Zotu15207					1			
Zotu17622								
Zotu18481								1
Zotu19524								
Zotu7360		3						7
Zotu20399								
Zotu6467								
Zotu15421	3							1
Zotu16926								2
Zotu13435								
Zotu19999					2			
Zotu20228					1			
Zotu9652			1			2		
Zotu19199						2	1	4
Zotu15169								
Zotu14535		1						
Zotu19581								
Zotu6741		7	36	1		1	1	2
Zotu18718								
Zotu13953								
Zotu16999			3					
Zotu12082		5					2	1
Zotu8418	4		2			1	2	
Zotu11812								
Zotu11827					1			2
Zotu13589		3		1				
Zotu9061	2		1	1		5		1
Zotu11903		5	5			1		3
Zotu13781		1			1	2		1
Zotu8027		4						
Zotu18446								
Zotu7377		1	1					2
Zotu10831	20						2	
Zotu18551			2					
Zotu7891	11	1		3		2	11	
Zotu19421								
Zotu14773								3
Zotu6321	1	6	2			2	3	7
Zotu9425	16	9				6		
Zotu9598						2		
Zotu17300		2						
Zotu10681	13			1		30		
Zotu15198								3
Zotu6736	3	1	5	1	1	2		1
Zotu8421	1			1	1	2		
Zotu10722	1		4					3
Zotu12774								
Zotu13011		1	3			2		
Zotu4437	1			2		101		1
Zotu3654	8	5	16		2		5	4
Zotu10403	6	1	3			9	1	2
Zotu19934		1						
Zotu8216	16	2						25
Zotu5266		15	20	4		1		2
Zotu15380	1		1					
Zotu12390		1		1		2		
Zotu2476			11	1	1	1		3
Zotu921	4	598	16	1	2	115	16	2
Zotu3896		165	1			12		1
Zotu8197	3							
Zotu17837								
Zotu8175			18		1			1
Zotu20826	1							
Zotu13122	4		1					
Zotu18890		2						1
Zotu20038							1	1
Zotu4850	8	5	2	1			2	51
Zotu12679	1	1	1			2	2	16
Zotu9685	1							
Zotu10298	5	1						
Zotu6239								
Zotu3319	6	3	2		2	3	9	87
Zotu19684								9
Zotu13249			1					
Zotu17248	1							
Zotu16393	1				1			
Zotu4803	7	6	2		2	1	2	9
Zotu17355	4	1			2			
Zotu11969		1			1			
Zotu9740							2	1
Zotu15749	1	1	8			2		
Zotu3375	2	4	10	4	2	2	2	20
Zotu8944	2	2	1					
Zotu3001	4	17	19	7	1	24	3	12
Zotu18274								
Zotu11212	1	12		3		8	2	2
Zotu9484				1		1		1
Zotu8447	2	3			1			1
Zotu16097		2			1			2
Zotu4470	7	2	4	2	2	14	5	2
Zotu10944	6						1	1
Zotu11918	5	5				2		
Zotu16412	1	3						
Zotu9531						2		1
Zotu18363			1			1		
Zotu18117								4
Zotu16360		2				1		
Zotu18982						2		
Zotu8143		4	17					
Zotu2654	6	8	11	3	6	46	9	21
Zotu7528	2	1	10	1	1	4		6
Zotu15136	1	2		2			1	
Zotu4757	3	2	8	1	1	5	3	6
Zotu10113	1	1					1	1
Zotu10773	1		3			11	2	2
Zotu9329	2	2	1	1	1		1	1
Zotu20476					1	3		
Zotu9298	2	9	1			3	1	8
Zotu8591	1	4	2		2	1		1
Zotu14021		1						4
Zotu13318		3			1		1	1
Zotu15778					1			7
Zotu8330	1	5			1		1	1
Zotu13690	1	3				1	2	2
Zotu17082		1		3			1	3
Zotu13815								
Zotu10491								
Zotu13418								3
Zotu17063	1	2			1	3		2
Zotu7054		3			1	3	1	11
Zotu8948		2	2					12
Zotu19571								
Zotu10098	10	2	4		1		2	3
Zotu16597		1					2	2
Zotu20108	2							
Zotu14352					1			1
Zotu19683			6					
Zotu8492								1
Zotu9583		1	1		1	1		3
Zotu14897		1					2	
Zotu5125	6	2	2		1	6	2	7
Zotu14200	2	1				4	2	
Zotu16107	1							7
Zotu9965	2				1			
Zotu18864	1	1				1	1	3
Zotu18987	1				1		1	1
Zotu17501					1			
Zotu15119	3							3
Zotu5995	1	1	1	1	1			8
Zotu11821		4					3	12
Zotu8789	1		1	1	1			13
Zotu13463					1			1
Zotu3961	10	4	1	1	3	2		19
Zotu10438								
Zotu6568	2	1	1	1		2	10	2
Zotu17294							4	1
Zotu5436								3
Zotu9673	1	3						4
Zotu7219						2		
Zotu9202	1	4	4	3		2		4
Zotu15275		1	7					
Zotu18819						3		
Zotu13248	1					1		6
Zotu13653	2							
Zotu8368	2	2		1		2		
Zotu9777	1							
Zotu18422						2		1
Zotu15088		1	1				1	
Zotu8336	6	1	1	3		5	2	10
Zotu13478					1			
Zotu13451		1		1				
Zotu15877		2				1		
Zotu4996		2	4			1		1
Zotu8068	1		3				4	
Zotu15858					2	1	1	3
Zotu4777	7	7	2	12		14	1	9
Zotu6560	2	12	2	1		1	2	9
Zotu18218								
Zotu18883								2
Zotu19941			5					1
Zotu12436						18		
Zotu15783		2				10	1	1
Zotu19369								
Zotu10687		4					2	
Zotu12975		3		1	1			
Zotu14350		4	4	1				2
Zotu14891		1						
Zotu9745						2		
Zotu11920	1		1					8
Zotu6954	2					1	1	
Zotu7240	1	1						2
Zotu10245			2	2		1	3	
Zotu9107								
Zotu10633		4						1
Zotu12233	1				3			
Zotu13394	1	1						2
Zotu16688	1						1	
Zotu19027								
Zotu13227			1					
Zotu13977								
Zotu20835	1			1				
Zotu4600	1				3			2
Zotu8016								2
Zotu2244		2		1	1	1		
Zotu9538								
Zotu8391					1			
Zotu20840					2			
Zotu11265								
Zotu16911								
Zotu5349								
Zotu19409								
Zotu20505								
Zotu11379	1					1		5
Zotu13222								
Zotu19112								1
Zotu12884					2		1	2
Zotu14515				1				1
Zotu17316	1							
Zotu13501		1			1			1
Zotu7590	3	2					4	
Zotu18903								
Zotu7066	2	1			3			2
Zotu15095					1			2
Zotu16004			4		3			
Zotu13927			3		1			2
Zotu1751	10	5	17	7	14	5	5	12
Zotu8103	1				1			
Zotu16067					2			
Zotu15640	2				1			
Zotu7738	10	6			10	2	1	3
Zotu6763	10	6	1		1	5		3
Zotu19398	3		1					1
Zotu10769	1	1						
Zotu18692								
Zotu17698								
Zotu10716		1						
Zotu17609								2
Zotu16108								
Zotu5758								
Zotu17030								
Zotu15230								
Zotu13619								
Zotu5899								
Zotu9715								
Zotu3139					1			
Zotu15405								
Zotu15667								
Zotu11966		1			1	1	2	
Zotu11991			2		1		1	3
Zotu9705	6	1		1			1	
Zotu9488	1							
Zotu17606								
Zotu17402	4							2
Zotu19088		2						
Zotu6456	1							
Zotu10361	4	1					1	
Zotu16156								
Zotu15511		2						3
Zotu18507								
Zotu4254							1	
Zotu9897		3		1		1		
Zotu13571								
Zotu13388								
Zotu17361		1						
Zotu12468					2	1	4	2
Zotu20173								
Zotu4580	4	1	1	3	4		4	2
Zotu15063		1				1	1	
Zotu10847		6	3		3		1	3
Zotu10948	2	3		1			1	
Zotu10814					2			
Zotu10600	2	1	5	9	1		9	
Zotu4333	17	2	38	14	1	2	27	2
Zotu12027		1	8	4			1	
Zotu2658	51	23	3	4	10	5	6	40
Zotu4463	2	6	1		9	16		11
Zotu2138	47	36	2		15	9	6	50
Zotu4210	11	16			9		2	32
Zotu7683	10	10			14		2	22
Zotu2857	18	14	1	2	12	1	1	45
Zotu5215	3	32				1	19	11
Zotu13164	3				3			
Zotu15718	2			1	1			
Zotu6250	3		1		4	2		
Zotu9750		1			10			
Zotu8599								
Zotu15455					2			
Zotu2767	3	2	8	5	9	7	8	3
Zotu8686	3	7					3	
Zotu15121		2		1				1
Zotu7015	5	1		1			7	4
Zotu14650								
Zotu12870	4	6						
Zotu5610	1	3	2		31	2	1	
Zotu17776								1
Zotu19705								
Zotu11764								1
Zotu17579								
Zotu5465	10	2	7	4	1	7	2	2
Zotu14756	1			1	1			5
Zotu16249	1			1	2			
Zotu14126	3		2		4	3		3
Zotu9692	2	1	2					1
Zotu11195	1							
Zotu14825		2						1
Zotu11855								
Zotu12986								
Zotu5067	2			1	1	1		1
Zotu15104				1				
Zotu18126				1				
Zotu19811								
Zotu20582								
Zotu19079								
Zotu14988								
Zotu12529		1		1		7		
Zotu17273	2							
Zotu19863								
Zotu12965					1			
Zotu19277		1						
Zotu12113					1			
Zotu11937								1
Zotu11647								
Zotu13662								
Zotu12017		2						1
Zotu12109	2		2				1	
Zotu12747	1	3	3			1		
Zotu15617								
Zotu9126	2	1	1	1	2		1	
Zotu16525								
Zotu17073								
Zotu3228								
Zotu18913					1			
Zotu10253								3
Zotu15977	2		2			1		
Zotu8085								
Zotu9918			4	1	2			3
Zotu11979								2
Zotu18193								
Zotu15607							1	3
Zotu18439								
Zotu10866	4							
Zotu16771								
Zotu8374		1				3	3	
Zotu19492								
Zotu16545	1							
Zotu10504								
Zotu6231	1	1						1
Zotu12046								
Zotu20628								1
Zotu16750		4					3	2
Zotu4276	4	1		1	2	1		
Zotu15871	1							
Zotu9274	1							
Zotu19904								
Zotu18633								
Zotu6493			1				1	
Zotu14869								
Zotu8385	2	3		2	1		1	8
Zotu978	1	1			3	2	2	2
Zotu20211								
Zotu7607	5	1		2		5		2
Zotu12104		1	1	1				1
Zotu17820							2	
Zotu4343		3	1	1		1	2	
Zotu19176								
Zotu4456	2	1	4			2		
Zotu20592			2				1	
Zotu16279								
Zotu10075			1				2	
Zotu12279								
Zotu18378								
Zotu15429								
Zotu18773								
Zotu10653								
Zotu9308								
Zotu20635								
Zotu11662							1	
Zotu5539		1	1	2		1	3	1
Zotu3968	5	2		17			16	7
Zotu3749	7	5	7	6		7	5	11
Zotu19809		2						
Zotu14709	1						2	1
Zotu20339			2	1				
Zotu18163		1	3	4	1			1
Zotu16430			2					
Zotu14655								
Zotu18664	3	1	1		1	1		
Zotu13241				1	1			
Zotu4590								
Zotu12869								
Zotu16964								
Zotu13042					1			
Zotu17007			1					
Zotu5704			1		1		1	
Zotu14853								
Zotu2092						4	3	1
Zotu16587								
Zotu19304								
Zotu18219								
Zotu11709		1		1	1	1		
Zotu14058								
Zotu20146		1						
Zotu20213								
Zotu16623	2			2				
Zotu20317							2	
Zotu17264		1						
Zotu15825					1			
Zotu11632							1	
Zotu4346		2						
Zotu10795								
Zotu10101	4		1		1			
Zotu20280					1			
Zotu19070								
Zotu19874								
Zotu13609								
Zotu14376								
Zotu16829							1	
Zotu18239								
Zotu16416								
Zotu19997	2	2					2	1
Zotu5667	2			3		3	4	
Zotu9481		1	2			2		
Zotu20073						2		
Zotu4999	8	3	1	4		2	9	1
Zotu2931	3	2			2	3	1	1
Zotu20525						1		
Zotu12639		2	1	2		3		1
Zotu14940		1		1			2	
Zotu13761		1						
Zotu8580	1		2					
Zotu7175		1						
Zotu13411								
Zotu18873								
Zotu10622								
Zotu2933						1	3	
Zotu7668								
Zotu4724								
Zotu5862	7		8	2	15	5	5	
Zotu3937	3	4	6	8	26	3	8	
Zotu8681	2	1	1	5	4		1	1
Zotu5956	3	1	5	4	5	4	2	1
Zotu12518		1	4	3	2	1	1	1
Zotu11580	1							
Zotu4443	3	5	6	12	20		1	1
Zotu9434								
Zotu2150	1		1		1			1
Zotu1949								
Zotu3290								
Zotu6389		2						
Zotu4699								
Zotu6613								
Zotu15463								
Zotu2996	1							
Zotu4706					1			
Zotu12547		2						
Zotu17397								
Zotu3156	3	1		1	1	2		2
Zotu14056		1	4	5				
Zotu17566								
Zotu8964								
Zotu1920								
Zotu11692								
Zotu1995				1		2		
Zotu9998	3				1	1		
Zotu12311			4					1
Zotu15917		2			1		1	
Zotu20293								
Zotu6649		1		1				
Zotu1204	2	5	6	3	1	9	4	2
Zotu1367	5	4	5	4	2	2	1	4
Zotu2814	1	2					4	1
Zotu6659	2		3	1				6
Zotu6949	4		1	3	11		4	5
Zotu7234								
Zotu12451								
Zotu14268				1			1	
Zotu7702		1						
Zotu4827	1							
Zotu6296					1			
Zotu18294								
Zotu19673								
Zotu17552				1				
Zotu4888			1					
Zotu10614			1					
Zotu6496								
Zotu18043								1
Zotu16945	3						2	
Zotu6782		4	1	3	1	2		3
Zotu20534					5			1
Zotu11143	1	1	1	1			1	
Zotu13170	3	1	2	1	2			
Zotu4494	10	3	3		3		3	9
Zotu20290	1	1		1				1
Zotu14742								
Zotu6367			2					
Zotu14148								
Zotu2890	1					1		
Zotu5239								
Zotu5352								
Zotu11002								
Zotu20551								
Zotu7537					2			
Zotu3751			2					
Zotu13163			2					
Zotu3933								
Zotu4709								
Zotu3603		1						
Zotu16104								
Zotu17639								
Zotu17450								
Zotu15644	1							
Zotu11419								
Zotu20851	1							
Zotu7561							1	
Zotu9448	2	2					1	
Zotu10666								
Zotu11067								
Zotu16995								
Zotu3041	1							
Zotu1895								
Zotu18971								
Zotu11842								
Zotu19603	3	2		2				
Zotu20625			2					
Zotu17493								
Zotu15540	1			1	1			1
Zotu2898	4	6	4	3	5	2	1	
Zotu6407	1		1					
Zotu9661								
Zotu8915			1			1	1	
Zotu9064			3				2	
Zotu18197								
Zotu19802					1			1
Zotu4082	1	1						
Zotu3301		4		3	3	2		
Zotu15537								
Zotu14291				1				
Zotu14754								
Zotu19056								
Zotu18305		3		1				
Zotu9537		5			1		1	
Zotu10642								
Zotu19685								
Zotu18188								
Zotu20492								
Zotu20165								
Zotu9145					1			
Zotu1961	8	6	1	2	1	23	6	8
Zotu7306		5	1	1	1	1		
Zotu4626	2	6	1	1	2	3	2	2
Zotu5272	4	1	1	2		1	1	
Zotu10252			2	1	1			
Zotu17233								
Zotu9599	2	2		5	2	1		1
Zotu19247			1	2				1
Zotu18097		1				2		
Zotu1831	3	18	12	18	8	20	15	2
Zotu16487			1		1			
Zotu17368								
Zotu2692				2				1
Zotu9536								
Zotu3149								
Zotu9258	5				2			2
Zotu13915	4				1			
Zotu7832								
Zotu9761			1	4	2			1
Zotu10324	1							
Zotu15118								
Zotu6130								
Zotu2473								
Zotu12098								
Zotu8274					1		1	
Zotu13224								1
Zotu15137								
Zotu16173								
Zotu14330		1	1					
Zotu8778			3			2		
Zotu6733			1					1
Zotu11384								
Zotu9069	1							
Zotu3772	3	1			1		1	5
Zotu14197								
Zotu11228	1	2	5			1	2	
Zotu7055	7	2		4	1	6	3	
Zotu16548			3		1		1	
Zotu11016				1	1	6		
Zotu10675	1			2		2		
Zotu10337					1	1		
Zotu18976				1				
Zotu7451				3	2	8	1	
Zotu3323	3			17	2	36	3	
Zotu4015	2	2		1	1	1	2	3
Zotu17262	2		3	5			2	2
Zotu9092		1		2	8		3	
Zotu2430	7	12	2	6	22	1	10	10
Zotu7694	2			1	7		4	1
Zotu13383	1							
Zotu5990								
Zotu7886								
Zotu9223	5		1	1	11		2	2
Zotu8899								
Zotu13537	1		1	1	1			3
Zotu6984			1					2
Zotu7954							1	
Zotu1959								
Zotu19546								
Zotu5913								
Zotu7550	3		5	8		3	2	
Zotu11728	4		14	1	1			
Zotu14322	1						2	
Zotu16235								
Zotu12777								
Zotu17271			2		1			
Zotu8181								
Zotu10579								
Zotu12810								
Zotu18103								
Zotu2079	1	1						
Zotu12081							2	
Zotu9567		2	1	1	1	1		
Zotu13853								
Zotu11687			2	1				
Zotu18579								
Zotu2617	3	1					2	
Zotu14615		1			1			
Zotu13932	2			1				
Zotu12559		1						
Zotu18949								
Zotu11035	1	2			1			2
Zotu11310							1	
Zotu12767								
Zotu3146					1			
Zotu14430								
Zotu17844	2			2	2		1	
Zotu13377					3			
Zotu1256	3	4	2			2	1	1
Zotu3022	4	5	1	2	2	1	3	1
Zotu2883		2	1	2			1	
Zotu8898								
Zotu9060	4	1					2	
Zotu7553	4			1	2			3
Zotu10170	1							
Zotu18160								
Zotu12278			1					
Zotu14736	1							
Zotu19614								
Zotu20139								
Zotu9646		1						
Zotu14245	1			1				
Zotu20758								
Zotu12579					1			
Zotu19252								
Zotu3047	1	2	2	2	1			
Zotu6907					1	2		
Zotu8810								
Zotu10670					2			
Zotu12799						1		
Zotu8533								
Zotu15167								
Zotu12267			1					
Zotu14147								
Zotu11591				2				
Zotu14810								
Zotu18610								
Zotu8966	8			4			1	1
Zotu15140	1				1			
Zotu16439	1	1		1		1		1
Zotu17879								
Zotu3514			1					
Zotu16854			1					
Zotu372	1	3		3		4	1	1
Zotu5220								
Zotu19870								
Zotu7019								
Zotu5237	3	3		1	1		1	1
Zotu6019		3						1
Zotu6507								
Zotu8405								
Zotu20601								
Zotu1663								
Zotu530	1	5	2	1	2	10	2	
Zotu1394	1		1			2	1	
Zotu1194								
Zotu6995								
Zotu4244								
Zotu3355							3	
Zotu1133					1	3		
Zotu2923					2			
Zotu5532								
Zotu12012					1			
Zotu4080								
Zotu11058					1	1	1	2
Zotu6438								
Zotu6021					1			
Zotu8390								
Zotu9077					4			1
Zotu17632			2	2	1	1	2	
Zotu12635	1			3	3	2		3
Zotu13386			2	1				
Zotu20150	2							
Zotu10779								
Zotu17223		1		1				
Zotu19375	2			1	2			1
Zotu15239			1	1	3			
Zotu6281	2	6			1		1	1
Zotu12063		1	2	2		1	3	3
Zotu14356				4				
Zotu13519			1	1				
Zotu1858	1		1		1	1		
Zotu8651								
Zotu5573								
Zotu1417	2			3	1	1		1
Zotu14230								
Zotu3187	6	1	20	14		9	5	1
Zotu16541					2		1	1
Zotu9890								
Zotu1697	17	1	2				1	1
Zotu10136		1			1	1	1	1
Zotu7841								
Zotu3767		1						
Zotu8823								
Zotu16139	1	1		1				4
