ID	rs_cd_1	rs_cd_2	rs_cd_3	rs_cd_4	rs_cd_5	rs_cd_6	rs_cd_7	rs_cd_8
Zotu4483				5	3			
Zotu18130		1		1		1		1
Zotu4936		1	8	2		3	10	4
Zotu5409		2						2
Zotu10495		2					3	2
Zotu16151								
Zotu13850								
Zotu19402			3					2
Zotu15084				1		1	2	
Zotu16895							1	
Zotu3497	1	2						
Zotu7325			2					
Zotu5759	1		3	6	5	2		
Zotu13474		1		1	2	1		
Zotu16293	1	1		1		1	2	
Zotu15702			1			2		1
Zotu18214								
Zotu11203				3	1	1	3	
Zotu15878	2						1	1
Zotu12782	2		1	4		6		
Zotu15293		5					1	
Zotu9630				2		3	1	
Zotu16719	1						2	
Zotu9892	2	3	1	1	3	3	3	
Zotu18983		1		1	2	1	1	
Zotu20371	2	1		4	1	3	1	
Zotu20690	3				2	3	1	2
Zotu15705			1	2	1	5	1	
Zotu15210				1				1
Zotu18708						1		
Zotu15535	1			1		1	2	1
Zotu18494			2	1				1
Zotu11227	2	5	1	2		2	2	1
Zotu17344		1	1	2		2	3	
Zotu19368	2	1		1		2	1	1
Zotu20739	1					1	1	
Zotu15299	1		2	2	1		3	
Zotu17070		1			1		2	
Zotu18451	2							
Zotu17767	14	3	24	34	61	1	16	52
Zotu20616	19	3	12	12	56	2	13	42
Zotu17715	22	21	37	44	18	28	36	31
Zotu17733	5	9	14	8	8	11	13	5
Zotu19986	9	9	18	9	8	10	4	8
Zotu9668								2
Zotu2695			2	1				
Zotu4705	5	6		1	2	5	1	2
Zotu7038	4		1	1		5	1	
Zotu10248			2		2	4		
Zotu9602		12						
Zotu1184	6		1	2	8	2	10	3
Zotu7624	1	1					7	
Zotu11649						6		
Zotu4758			1			1	5	2
Zotu14122								
Zotu12688		1		11			2	
Zotu16431						4	3	
Zotu4653		3	2		1		1	
Zotu5551	3		1		12			2
Zotu4914	2						4	
Zotu13890					2			
Zotu5041				9				
Zotu7149								1
Zotu4717	1		1		1	10		1
Zotu16053								
Zotu1637	1	1	8	3	54	5	9	2
Zotu15800					3			1
Zotu2888			20	1	6	2		
Zotu1744	1	2	16	1	24	8		14
Zotu6244					3			
Zotu10541								
Zotu18008	1	2						
Zotu17678	1							
Zotu14948		1			2			
Zotu16969								
Zotu14398					6		1	
Zotu13259	2	3		1				
Zotu1296	2	2	1	2	1	1	3	
Zotu4858	1	2	6					2
Zotu7897								1
Zotu11572	1							
Zotu8754	1		1					
Zotu6482		6	2		1			1
Zotu15441								
Zotu2173			1				20	1
Zotu7051								
Zotu7068	1		4			2	2	4
Zotu3621	2	4	14			5	7	
Zotu6162	1	1		6	1		1	1
Zotu11065		1	1	2	1		1	
Zotu15984		1						
Zotu17742	2		1					
Zotu20305								
Zotu5898		5		1		2	1	
Zotu15833								1
Zotu7487	1		1					2
Zotu8971	1				1			
Zotu8781								
Zotu8249								
Zotu11848								1
Zotu12585								
Zotu19461								
Zotu16242		7				1		
Zotu8021			3	1			1	5
Zotu15312	1						2	
Zotu19695								
Zotu7799			3				2	
Zotu845	11	4	17	7	10	13	14	1
Zotu2490		7	1	1	5	5	2	1
Zotu8437			1					
Zotu4287	1		3			3		2
Zotu16733								
Zotu5003			6	4				
Zotu9881	2		3					
Zotu13591			1					
Zotu1101	5		9	7	49	4	1	6
Zotu7123			6				1	
Zotu2805			1			3	3	2
Zotu10868				1			6	
Zotu2759	8				4	5		2
Zotu6664					1			20
Zotu20738						1		
Zotu16629					1			
Zotu15378		1			1	1		
Zotu3465		3	5	4		12		14
Zotu19060		2				1		1
Zotu11901	1				19			
Zotu7530	2		3	2			1	3
Zotu6077								
Zotu6171		1						
Zotu2637		1			2			1
Zotu1636	2			3		4	1	1
Zotu12048			5					
Zotu2549			1	2	3		3	4
Zotu1822		1			22	3		
Zotu10994					2			
Zotu6885								
Zotu20549								
Zotu4153	3							
Zotu413	2	6	8	16	64	3	14	15
Zotu1692		2	59	1	1	5	14	4
Zotu9444								
Zotu3107	1		1				2	
Zotu11522								
Zotu16353								
Zotu9103					1			
Zotu14522								
Zotu6200			7		8	3	2	3
Zotu10441	1			3		10		
Zotu10696				14		1		
Zotu5933		1	3	1	2	8	6	
Zotu18037		3				3	2	1
Zotu20076								
Zotu9366	1			1			1	
Zotu12422		1		2				1
Zotu16864				3			1	
Zotu8296	10	9	2	3	1	2		
Zotu19468					2			
Zotu15435		7				1		
Zotu17769				1				
Zotu12380	8		6		2		1	
Zotu8247		1				1		
Zotu7964			1			1		
Zotu9922				1	3			6
Zotu6858	1	13	1					3
Zotu8376					3	2		7
Zotu10963				1		1	1	12
Zotu15622								17
Zotu12379								
Zotu5296		20		1	2	13	3	1
Zotu9076			1			2	2	
Zotu20361		6				1		
Zotu12993								
Zotu15483								
Zotu20750								
Zotu2573	1		1				2	6
Zotu8919					1	1		2
Zotu20110	1							
Zotu5234	8	4			4	1	2	1
Zotu20357								
Zotu13587	3	2	1		3	2		
Zotu16605						1		1
Zotu15373								
Zotu6944	1				4	1		6
Zotu8631		1			1	2		5
Zotu5431		1	1		6			1
Zotu16937					2			2
Zotu676	18	13	17	39	50	1	36	216
Zotu3136	1	1	1	7	8	1	14	31
Zotu478	18	7	5	29	131	10	25	408
Zotu1075	9	8	5	13	45	5	4	63
Zotu9024	1	1		3			5	1
Zotu2705		13	2	1	6	1		5
Zotu2022	11	3	1	3	13	3	3	9
Zotu12456								2
Zotu1499	5	3	3		13		2	9
Zotu14320								
Zotu4995	1	1		1		1		1
Zotu1344	7	5	7		6	4	7	1
Zotu10380		1			4		1	
Zotu15468		1						3
Zotu13831								7
Zotu1447	21	10	7	29	7	3	13	79
Zotu3094	5		12	1	12		11	14
Zotu16934					3			1
Zotu4000		4			30			1
Zotu5892		2	7		2			
Zotu15683								
Zotu20611								
Zotu17801								6
Zotu20584								9
Zotu18287					1			1
Zotu20193	1							9
Zotu4345	16	1	3	1		3	1	21
Zotu8923	1		4		2		3	
Zotu5391	15	3	3	3	2	3		9
Zotu19193	1	2						
Zotu19946	1							
Zotu14392					3			
Zotu10102	6	11	1				1	1
Zotu13697			1					
Zotu14066								1
Zotu11617	3			1				2
Zotu5493								
Zotu4818								
Zotu14806								
Zotu7480								
Zotu8214								
Zotu14959								
Zotu5510								
Zotu6487								
Zotu16932								
Zotu2833								
Zotu2986								
Zotu7225								
Zotu11164							1	
Zotu11977								
Zotu16398								
Zotu6865								
Zotu16659								
Zotu6790								
Zotu19590								
Zotu7914								
Zotu5211			1		1			
Zotu5822	1							
Zotu5800								
Zotu14466								3
Zotu9192		1	26					
Zotu2821	13	5	5			1	3	7
Zotu5278								
Zotu5513	15			3	4		1	25
Zotu5614	6						1	
Zotu17317				1				
Zotu8718								
Zotu5068								
Zotu17487								
Zotu12482					1			
Zotu1648				1				6
Zotu2200				2		2		6
Zotu13293								
Zotu3342					4			
Zotu10863	1			2				
Zotu12001			1			3		
Zotu14278						6		1
Zotu3176			5					1
Zotu5526	8				6			
Zotu8731					1			1
Zotu7876		4						
Zotu13481								
Zotu7861		1	1	1				6
Zotu2129	3				43	2	2	6
Zotu18747					1			
Zotu13073								
Zotu9535	3	2	1		1			8
Zotu86		1		4	6	6	23	3
Zotu16564				1				
Zotu18922								
Zotu9658								
Zotu11766								
Zotu14998								
Zotu8626								
Zotu10806								
Zotu19170								
Zotu1469			3					
Zotu10399					1			
Zotu9766					9			
Zotu15553	2		1	1				1
Zotu11430				3	1	2		
Zotu11650								
Zotu6258	7		3	11		10	2	
Zotu16576			1		1			
Zotu7868					1			
Zotu16734								
Zotu7728			9	26	23			
Zotu6148			3				1	2
Zotu13900								
Zotu5256	3	5	10		1	2	7	1
Zotu14883	1		1	1	3		2	14
Zotu10044			2		2			
Zotu10811		1						
Zotu7391		1	2			1	1	2
Zotu9908	1	2					4	
Zotu15813			2		1			
Zotu7572								1
Zotu15041	1							
Zotu18550		1		1				1
Zotu7929					4			
Zotu19805								
Zotu8147		11	1					5
Zotu5754	6	5	3	3			9	
Zotu13391							1	
Zotu5857	4	5			1		5	1
Zotu9727	4		6					
Zotu2500	9	12	21	3	4	17	10	45
Zotu7787			5		5			31
Zotu2836	12	24	11	1	5	49	11	43
Zotu8812		3	1	1	4		3	1
Zotu7358	1	1		2	1	3	1	
Zotu7720	2	3				2	5	4
Zotu4668	3	2	1	3		1	14	2
Zotu9042		1		1			5	
Zotu19085							2	
Zotu13206	1		1	1		1	1	
Zotu441	10	10	4	7	3	1	16	4
Zotu304	12	19	9	6	16	11	35	15
Zotu5340							1	1
Zotu11883								
Zotu1547	2	2	1	2	1	1	3	
Zotu15785		2			1			
Zotu4579		2		2	3	1	3	2
Zotu8410			1					3
Zotu7304	1		1		1	1		
Zotu448	21	33	16	8	26	8	36	10
Zotu930	14	15	5	7	6	5	7	14
Zotu6423				1				2
Zotu4920								
Zotu4118				3				1
Zotu8063		1		1			1	
Zotu13905								
Zotu19763								
Zotu7328			1					
Zotu828	10	8	6	3	1	2	5	
Zotu6419								
Zotu4193	1	6				3	4	
Zotu16376								
Zotu13346							1	
Zotu4131					3		1	
Zotu16350						1		
Zotu4104	7	4	2	4		2	7	6
Zotu4038	21	15	8	5	5	23	28	12
Zotu18797		1						
Zotu5775	7	3	1		3			2
Zotu5053	2	4	1	2	1		3	8
Zotu766	15	11	13	43	6	13	33	36
Zotu14984							1	
Zotu11064	1	4			4			
Zotu19778								
Zotu9320	1			14		8	1	1
Zotu10589								1
Zotu19040		1		1		7	1	1
Zotu11054	8			2		2		8
Zotu13001								
Zotu7629								
Zotu1815	33	2	46	11			10	404
Zotu3000	52	1	5		10			98
Zotu13833	1							
Zotu7259						27	15	12
Zotu1913	14	95	14	10	1	11	25	13
Zotu16657	24		1		1	1	5	
Zotu6794			38		22			
Zotu10195	5			23			1	1
Zotu15384	1		5					1
Zotu632	329	160	5	62	15	61	151	397
Zotu1901	240	32	6	12	18	3	32	33
Zotu5225	2	1	62	1			1	1
Zotu18306							1	
Zotu10864								5
Zotu6190	1		14	1		1	33	46
Zotu656	2	4	547		3	2	6	97
Zotu9257			1					
Zotu3415	4		1		2			1
Zotu18710		15						
Zotu8334	1	5	5	1		10	16	13
Zotu17772		2			1			
Zotu11659				1		1	1	3
Zotu9609		5			2	6		
Zotu12820	3	3			1	3		2
Zotu20776	1							
Zotu1345	8	3	135	14	4	7	25	588
Zotu13101				5		1		
Zotu14670		5	1		1		1	1
Zotu12123	1	4	4				2	1
Zotu5549	9	4		11		1	16	
Zotu16283	5	3		1		3		7
Zotu1942	25	56	19	93	3	40	17	5
Zotu5992	5	46		1	1		6	1
Zotu9903			6					
Zotu10301			4	3			2	
Zotu6269	1	6	1	1	1	1	5	1
Zotu5865	10	26	8	20		3	10	7
Zotu7271	6	11	8	13		2	8	1
Zotu6561	2	1		18		18	27	
Zotu14704			3	14				
Zotu3535	14	10	16	38		36	40	2
Zotu4265		1	5	30		4	20	3
Zotu3631	9	1	1			2	2	1
Zotu12891	1	5						
Zotu6832	8	13					14	3
Zotu10174	1		2	3		1		13
Zotu20379				5		1		
Zotu11782							2	
Zotu14216	1							2
Zotu9461	4	16	3	5	2		1	8
Zotu9709	18	1	6				1	11
Zotu11806	1	1	13	2				6
Zotu4191	6	10	5	1	9	8	10	44
Zotu9494	7	9	3	4		12	4	
Zotu2154	41	40	49	20	3	10	42	16
Zotu16643	1			5		1	2	2
Zotu3891	5	16	8	32	7	12	20	23
Zotu12504		14		3			3	2
Zotu18934		1	2	2			2	
Zotu17550		1						1
Zotu12987	1	2						
Zotu2778	29	112	17	3	1	36	50	11
Zotu11147		4					41	2
Zotu11247		39						2
Zotu6425	25	70	1	15	1	2	44	2
Zotu12231				1			22	
Zotu7933	16	4				21	5	17
Zotu10709							2	
Zotu11264			1	1		3		
Zotu2811	13	3	2	16		8	17	
Zotu16040				4			8	
Zotu4325	3	7	3	5	1	2	9	6
Zotu5001	2	3		4		5	11	
Zotu9983	3	5	1	3		6	2	2
Zotu8446	9					1	1	24
Zotu6476	7	8						2
Zotu12286		1						
Zotu13557								
Zotu18053		5						
Zotu18557								
Zotu14616		3		3			2	
Zotu12757	5			1			1	
Zotu16894								18
Zotu1929	23	14	108	2	52	21	19	119
Zotu18516	2	1						
Zotu8246	5			1		20	3	
Zotu6055	11	1						4
Zotu10487	1							
Zotu12908	1							
Zotu16663	3	5			1			2
Zotu9324								14
Zotu11817		1				2		
Zotu16468	5	1						1
Zotu3482	5				3			
Zotu14876	3							1
Zotu7454	5	7		1	1	2		2
Zotu2164	20	3	2	3	1	12	16	4
Zotu10499						2		3
Zotu5560		2	3	1	1	2		11
Zotu16167		1						1
Zotu18415							1	
Zotu1200	28	18	4	24	2	9	29	9
Zotu13027	1	2			1		1	
Zotu15925					1			
Zotu13095					3			
Zotu20427					3			1
Zotu17914		3			1			2
Zotu1621	20	27	18	42	7	55	36	37
Zotu3142	5	23	14	14	5	34	21	22
Zotu6053	3	7	1	1		6	9	2
Zotu17324		2					2	
Zotu13817	1				2	2		
Zotu13362	1	3						1
Zotu1337	16	26	3	10	10	5	9	10
Zotu872	22	11	7	17	2	14	23	9
Zotu1779	17	13	4	8	15	6	11	13
Zotu13516								21
Zotu1764	1	33	257	1			1	20
Zotu19016								
Zotu10243								
Zotu16554								
Zotu4611								
Zotu4225			4					
Zotu11637								
Zotu4285								
Zotu7775				8			1	
Zotu8975				8				1
Zotu2824				9				
Zotu8588				8				
Zotu8415				10				
Zotu2040	2		14		2	1		2
Zotu16031								
Zotu14107								
Zotu3168	11	1	2	1	4			15
Zotu15026					2			
Zotu12838								
Zotu4535								
Zotu17131								
Zotu20364					3			
Zotu10813								
Zotu15742								
Zotu5345			5					
Zotu4533			2		1		1	
Zotu13060					1			
Zotu18511								
Zotu8549					36	1	3	
Zotu17492								
Zotu14451			1					
Zotu18907		1						
Zotu16922								
Zotu3067								
Zotu4138								
Zotu7649								
Zotu10321								
Zotu5557								
Zotu5588		1		1				55
Zotu4904	1		6	1			1	
Zotu435	40	187	579	83	213	174	67	2
Zotu3385		1		34	1	24		1
Zotu2938		3	7	58	3	80	3	4
Zotu10627								
Zotu631	8	3	17	5	2	1	5	1
Zotu3216	1	33		28	2			
Zotu10857	10						2	4
Zotu4112								
Zotu1673								
Zotu4490								
Zotu4400								
Zotu2656								
Zotu14542								
Zotu9255								
Zotu6740								
Zotu4311								
Zotu4669								
Zotu5807								
Zotu13693								
Zotu5253								
Zotu16972								
Zotu4664								
Zotu2261								
Zotu8250								
Zotu8248								
Zotu9491								
Zotu5410								
Zotu4301								
Zotu14527								
Zotu18063								
Zotu13417								1
Zotu11056				1				
Zotu2983								
Zotu16472								
Zotu17911					1			
Zotu18549								
Zotu5491	5		6		1			
Zotu7073								
Zotu2185								
Zotu18555								
Zotu13976			1					
Zotu5466						1	3	
Zotu11428								
Zotu7737								
Zotu15131								
Zotu17721								
Zotu4658	2		1	1		1	2	
Zotu665	8	4	9	3	3	5	7	7
Zotu8139			1					
Zotu5315	1							
Zotu17229								
Zotu918	5	3	9	1	2	3	1	
Zotu14795								
Zotu7554		1			2			1
Zotu1716	1	3		1	2	1	1	5
Zotu2543		1	1	2			1	
Zotu20651								
Zotu1840			1	2		2		
Zotu13907								
Zotu7735			1		1			
Zotu9581								
Zotu8655								
Zotu17516								
Zotu6856							2	
Zotu15376								
Zotu9779								
Zotu3814							2	
Zotu16204	1							
Zotu8844								
Zotu862	1		1			1		
Zotu5900			1			1		
Zotu20457	1							
Zotu13024								
Zotu13168		2				1		
Zotu1358	1		2	5	1	9	1	
Zotu5166				1		1	1	
Zotu2411	1	1	1					
Zotu1641	3	3	1	5	2	7	3	1
Zotu4264	1			4		6	1	
Zotu3686			3		8		1	6
Zotu6725								4
Zotu8670		1		1				
Zotu2586	6	1	4	12	1	9	5	2
Zotu5365		2						
Zotu5058		2				2		
Zotu11941								
Zotu16163						1		
Zotu87		1				2		
Zotu194				1			2	
Zotu655	1		1					
Zotu16834								
Zotu1493								
Zotu484	2	1	12	2	29	2	3	1
Zotu855					1	1		
Zotu10362	2			1	1		2	1
Zotu14594								
Zotu18706								
Zotu10317	1	1		3			1	
Zotu13218				1				
Zotu2762			1	1			1	3
Zotu11031	1	2						
Zotu16382		2						
Zotu8301		5	1	2	2	1	1	
Zotu10563	1		1	1			1	
Zotu7188	2	3	1	2			1	
Zotu18151								
Zotu4202		2				1		
Zotu10737	1							
Zotu17008	1			2				
Zotu9323		4		1				
Zotu15238				2				
Zotu12588				2			1	
Zotu10115					1		2	
Zotu11194		1			1			
Zotu13628								
Zotu6114	1					1	2	
Zotu294	12	3	1	2	6		2	2
Zotu4613						1		
Zotu379								
Zotu253	20	6	42	24	41	16	16	11
Zotu1125	2	4	7	5	5	3	3	1
Zotu8790								
Zotu14858								
Zotu74			3					
Zotu161		1	1	6			2	
Zotu643			3	1				
Zotu7022								
Zotu4110					1			
Zotu782								
Zotu2316								
Zotu2305								
Zotu7141								
Zotu264								
Zotu11219		1						
Zotu14759								
Zotu1003	4	13	4	8	2	18	13	
Zotu1095	82		1	44	5	5		9
Zotu4054								1
Zotu153						1	2	
Zotu279	1				1			
Zotu150	3	1	5	16	183	13	138	3
Zotu9804	1	16			1	16		
Zotu11947				1		20	4	
Zotu20619								
Zotu12568								
Zotu12560								
Zotu9455								
Zotu14634								
Zotu20414								
Zotu10925								
Zotu6355								
Zotu13288								
Zotu16903								
Zotu795	16	19	11	16	32	15	17	7
Zotu8696								
Zotu1020	7	5	2	2	7	5	4	
Zotu1907	6	8	1	5	9	6	8	2
Zotu15734								
Zotu13311								
Zotu7860		1	1	1			1	3
Zotu9398			2		2	1		2
Zotu8528			2				1	2
Zotu3783	1	3	4		4			2
Zotu4712		4	4	3	6	1	2	1
Zotu6709	1		7		2	2		2
Zotu10462	1				3			1
Zotu15109								
Zotu16348			2					
Zotu16200	1		1					
Zotu18709	13	10	10	12	14	5	10	3
Zotu1729	6	10	22	7	34	10	8	10
Zotu1445	4	4	9	3	12	10	12	2
Zotu4299	2					3	2	
Zotu2570	5	2	2	1	4	1	1	2
Zotu10862	3		3		2	3	3	
Zotu15859	1		4	2	2			
Zotu447	22	54	14	13	40	15	17	11
Zotu8309			1	2			1	
Zotu2661	4	5	6	2	1	3	3	1
Zotu1385	2	4	32	9	3	8	5	
Zotu3639	6			3	2	1	2	
Zotu1903	4	4	13	3	14	3	4	1
Zotu2083	6	8	2	4	9		1	3
Zotu1539	3	4	6	9	11	3	7	1
Zotu17389			1					
Zotu7422			1	3			2	1
Zotu1071	3	7	1	20	30	5	6	2
Zotu1584	2	8	13	3	5	1		1
Zotu806	4	6	4	12	14	3	4	
Zotu8877		1	2	1				
Zotu4865	1	3			2		1	
Zotu5445					1			
Zotu7428		2						
Zotu1408	6	1	3	2	6	2	3	1
Zotu6303		1	2		2	2		
Zotu5508					1	1		
Zotu13737				1				
Zotu3929	2	2	3		1			
Zotu957	9	7	13	4	5	3	5	1
Zotu7028			3	2	1		4	
Zotu1169								
Zotu1196								
Zotu1049	7	6	15	1	2	5	4	1
Zotu2712	2	3	12					
Zotu418	7	9	14	6	13	11	12	3
Zotu5484			8	1	3	1		
Zotu5261	6	6	7	3	2	3	1	2
Zotu13772		2		3	1			1
Zotu1328	2		1	2	5	2	4	
Zotu7313	3		1	2				
Zotu3502	1	3	3	8		4	2	1
Zotu3123				1				
Zotu8817								
Zotu18727		1					1	
Zotu14166	1	6			1			
Zotu1174	11	9	45	5	3	2	10	11
Zotu6429	1	1			3			1
Zotu3945	2	1	2	4	3	11	1	1
Zotu1086	5	6	1	1	6	4	3	1
Zotu275	8	4	1	28	31	8	7	5
Zotu11189		2		1		2		
Zotu19424								
Zotu3752								
Zotu10882	1							
Zotu11322			1					2
Zotu13533							3	2
Zotu7327				2	2		1	
Zotu9641	1				1		2	
Zotu10082					1			
Zotu11240	1							
Zotu2579	5		2		1		3	
Zotu8777							1	1
Zotu1263								
Zotu552	6	9	7	7	12	8	9	12
Zotu454	4	10	19	5	16	2	8	6
Zotu2915			1	1			3	2
Zotu949	3	6	11	3	5	4	8	7
Zotu2981		1	4	2		2		3
Zotu1183	4	2	5	2	8	5	2	1
Zotu4114	3	2			4			
Zotu1593	8	5	9	1	13	6	5	12
Zotu19949								
Zotu1865	2		13	8	5	3	4	4
Zotu6360							1	
Zotu5766	2		4		1		1	1
Zotu17041		1			1			
Zotu6354		6			4	1		1
Zotu20599								
Zotu11254								
Zotu19244								
Zotu2501								
Zotu3745								
Zotu4545								
Zotu7950								
Zotu10375								
Zotu15842				1				
Zotu15867								
Zotu11390					1			
Zotu17307								
Zotu19974								
Zotu8908								
Zotu2195	2				1			1
Zotu20354								
Zotu12078								
Zotu13868								
Zotu14573								
Zotu13871								
Zotu9052								
Zotu6678							1	
Zotu17653								
Zotu3153	1			2	4		3	4
Zotu4981	1	2			6			
Zotu5065					5		2	1
Zotu15185								
Zotu2587				6	8	2	3	2
Zotu8994								
Zotu7161								
Zotu11998								
Zotu16950						1	1	
Zotu12263				2				2
Zotu12293			1					
Zotu10489								
Zotu5398					2			
Zotu15044		2						
Zotu4959		1		1	7		1	
Zotu12945				2				
Zotu3141								
Zotu16988								
Zotu17212								
Zotu18999				1				
Zotu17356								
Zotu16662								
Zotu17591							1	
Zotu15909								
Zotu6038		1						1
Zotu4723								
Zotu3974				1		1	1	2
Zotu8322								
Zotu12919					1			
Zotu19712								
Zotu11018								
Zotu13785								
Zotu20112								
Zotu7344			5					
Zotu17830				1				
Zotu2683								2
Zotu9640				1				
Zotu1225	2	1	4	2	6	1	2	4
Zotu1031								
Zotu2651					8	1		1
Zotu661		8			23		7	10
Zotu10854								
Zotu19357								
Zotu14167								1
Zotu12274								
Zotu13744								
Zotu6361								
Zotu20295								
Zotu17240								
Zotu6154								
Zotu16392				1				
Zotu16315								
Zotu17637								
Zotu19797								
Zotu11159						1		
Zotu15008								
Zotu3991		1	3	2		1	3	
Zotu10454								
Zotu2911			4	1	5	1	3	
Zotu2059	2	1	9	2	3	1	3	1
Zotu14785							1	
Zotu8470								
Zotu12412			2					
Zotu9430								
Zotu12250								
Zotu13607								
Zotu12415					1			
Zotu17729			1					
Zotu3797	1	1			1		1	
Zotu16207							1	
Zotu14517								
Zotu20747								
Zotu6978	3			1				
Zotu15529								
Zotu15850			1					
Zotu17577								
Zotu16920								
Zotu10551	2	1		1	1			
Zotu6152	1				1			
Zotu18174								
Zotu12834								
Zotu3096		1	1		4	2	3	5
Zotu17198								
Zotu14678								
Zotu16077					1			
Zotu8569								
Zotu20288								
Zotu14633								1
Zotu17948							1	
Zotu11997				1		3	2	3
Zotu19593								
Zotu8753					3	1		
Zotu17232								
Zotu3350					5			
Zotu14565								
Zotu6868	1		1		2			
Zotu14024								
Zotu1875	1		3	2	1		3	
Zotu18833								
Zotu8574			1	1		1		
Zotu9081			1					
Zotu4586					2			
Zotu3774					8			1
Zotu12325								
Zotu8619						1		
Zotu17054								
Zotu19985								
Zotu7408					2			
Zotu19410								
Zotu11708								
Zotu16092								
Zotu18275	1							
Zotu16159								
Zotu18203								
Zotu16522								
Zotu17561			1					
Zotu16703								
Zotu5881						1		3
Zotu18631								1
Zotu14598								
Zotu18068								
Zotu12128								
Zotu3103	1						2	
Zotu9582								
Zotu13063								
Zotu18142								
Zotu20761								
Zotu1061	3	5	4	7	2	5	2	10
Zotu3015		5				2	1	
Zotu18617		1			1			
Zotu14089								
Zotu19010								
Zotu8170								
Zotu1623	2	9	5				8	2
Zotu12253								
Zotu10008								
Zotu16456								
Zotu18564								
Zotu20061								
Zotu19646								
Zotu20421		1						
Zotu14907								1
Zotu12079				1			3	
Zotu12377				1				1
Zotu9957								
Zotu20719								
Zotu15403								
Zotu20589								
Zotu15204								
Zotu14807			1		1	2		
Zotu19500								2
Zotu3203								
Zotu14831								
Zotu16103								
Zotu16089							1	
Zotu19279				2				
Zotu19717								
Zotu14175								
Zotu10427					2			
Zotu5010	2	2		4			3	
Zotu16203					1			
Zotu9514								
Zotu14950								
Zotu12014							1	
Zotu3429			1			1		
Zotu14281								
Zotu16225								
Zotu16495								
Zotu15484								
Zotu19098								
Zotu13563								
Zotu14345								
Zotu10520				2	1			
Zotu14671				1	1			
Zotu15626								
Zotu14343								
Zotu17201					1			
Zotu12161						1		
Zotu20717								
Zotu14708						1		
Zotu17906							1	
Zotu18830			1				1	
Zotu2876								
Zotu15147								
Zotu19062								
Zotu19245								
Zotu5685								1
Zotu14433								1
Zotu15031								
Zotu20257								
Zotu2350								
Zotu9297	2		1					
Zotu19280								
Zotu17447								
Zotu18785								
Zotu11104		1						
Zotu15664			1	1	3			3
Zotu17422								
Zotu19082					1			
Zotu10659	4					1	2	
Zotu6418					1	1		1
Zotu17218								
Zotu20202								
Zotu15402								
Zotu19650								
Zotu18084								
Zotu12041								
Zotu12493							1	
Zotu19857	1		1					1
Zotu17858								
Zotu19991	1							
Zotu20066								
Zotu9787								
Zotu14964								
Zotu12023								
Zotu15223			2					
Zotu18194								
Zotu11301								
Zotu17017								
Zotu2979								
Zotu8904	3	1	1		3	6	3	
Zotu16929								
Zotu18204						1		
Zotu20643								
Zotu9788				1			3	
Zotu19263								
Zotu9106		1			1			
Zotu13254								3
Zotu14341								
Zotu20248								
Zotu2153	6	1	2		16	1	2	5
Zotu5435					9		1	8
Zotu13445								2
Zotu17813								
Zotu6451		1		1	1	1	2	1
Zotu11133								
Zotu16556								
Zotu4727	1	1	1			1		
Zotu19886								
Zotu12045								
Zotu19159								1
Zotu19762								
Zotu7686								
Zotu10679								1
Zotu6432								
Zotu20083								
Zotu12501								
Zotu13275							1	
Zotu16033								
Zotu13621								
Zotu17083								
Zotu19327			1					
Zotu10133		4					2	
Zotu10447						2		
Zotu17643								
Zotu20535								
Zotu10119			2					1
Zotu13555								
Zotu6233								
Zotu12004								
Zotu8930			2					
Zotu13791	1			1				
Zotu19626		1			1			
Zotu20097				2				
Zotu19525	1					1		1
Zotu16171	1		2				2	
Zotu18325								
Zotu11726		1	1		1			
Zotu17927								
Zotu15025	1							
Zotu19289				1				
Zotu11499								
Zotu19061			1					
Zotu14179			1					
Zotu18652								
Zotu4859								
Zotu13941								
Zotu18320								
Zotu13942								
Zotu9587								
Zotu20602				1	1			
Zotu16183								
Zotu6155								
Zotu3026								
Zotu9862							1	
Zotu20734								
Zotu12071								
Zotu14536			1					
Zotu1527								
Zotu10339								
Zotu11862							1	1
Zotu11891			1		1			1
Zotu20844								
Zotu20136			2					
Zotu20461								
Zotu15809								
Zotu19636								
Zotu3744	1	1	1	3	4	3	2	1
Zotu17946					1			
Zotu9028				2	2	1		1
Zotu14365				1				3
Zotu5011	1		1	1				1
Zotu14264								
Zotu8725						1		
Zotu14830		1			1			
Zotu11753								
Zotu12469								1
Zotu19582					1	1		
Zotu10289	1				1		1	
Zotu2802	4	5	2	3		2	5	1
Zotu13043								
Zotu15442								
Zotu797	1	6	2		8		2	3
Zotu1954								
Zotu5363								
Zotu6784								
Zotu8942			1					
Zotu11801								1
Zotu9996								
Zotu4783					2			
Zotu11255								
Zotu9293								
Zotu19693								
Zotu4610							1	2
Zotu12573								
Zotu3222							1	
Zotu2307		2	2		1			
Zotu2342	3	1	4		2			2
Zotu8981		1				1		4
Zotu6103		1	1		2			3
Zotu11457								
Zotu16804			1		2			
Zotu5005			3				2	3
Zotu8161		1						
Zotu18547								
Zotu18749								
Zotu16266								
Zotu6708		1			1		1	
Zotu9450		1			1	1		1
Zotu11138			1		1			
Zotu18846		1			1			
Zotu7856		1						2
Zotu9207					2			
Zotu9783								
Zotu12200			1	2	1			
Zotu15832		1	1					
Zotu6824	1	1	2		1		1	
Zotu5835					1		1	1
Zotu7718					1			4
Zotu20455		1	1	1				
Zotu19677								
Zotu5984	1			1	1			
