ID	bs_cd_1	bs_cd_2	bs_cd_3	bs_cd_4	bs_cd_5	bs_cd_6	bs_cd_7	bs_cd_8
Zotu7051				2				2
Zotu7068								
Zotu3621								
Zotu6162							1	
Zotu11065								
Zotu15984							1	
Zotu17742								
Zotu20305								
Zotu5898								
Zotu15833								
Zotu7487						3	2	2
Zotu8971								
Zotu8781			2				4	1
Zotu8249						1		1
Zotu11848					4			
Zotu12585								
Zotu19461								
Zotu16242								
Zotu8021								
Zotu15312							1	
Zotu19695								
Zotu7799								
Zotu845		4	3	4	1	1	2	
Zotu2490	1		1	2			1	
Zotu8437								
Zotu4287								
Zotu16733								
Zotu5003								
Zotu9881								
Zotu13591								
Zotu1101			15	24	1			15
Zotu7123								
Zotu2805								
Zotu10868								
Zotu2759	1	2					2	5
Zotu6664								
Zotu20738								
Zotu16629								
Zotu15378								
Zotu3465	1	3					3	1
Zotu19060								
Zotu11901					2			
Zotu7530								
Zotu6077								
Zotu6171								
Zotu2637								
Zotu1636								
Zotu12048								
Zotu2549								
Zotu1822								
Zotu10994								
Zotu6885								
Zotu20549								
Zotu4153								
Zotu413								
Zotu1692								
Zotu9444			10					2
Zotu3107				1				
Zotu11522								
Zotu16353			1					
Zotu9103					4		2	
Zotu14522								
Zotu6200								
Zotu10441								
Zotu10696								
Zotu5933								
Zotu18037								
Zotu20076								
Zotu9366	1			1			2	1
Zotu12422								
Zotu16864								
Zotu8296								
Zotu19468								
Zotu15435								
Zotu17769		1						
Zotu12380								
Zotu8247	1	3			1	1	1	
Zotu7964				7	1			2
Zotu9922	1	2						
Zotu6858								
Zotu8376								
Zotu10963								
Zotu15622								
Zotu12379								
Zotu5296			1					
Zotu9076						1		
Zotu20361		2			1			
Zotu12993								
Zotu15483								
Zotu20750	1			1				
Zotu2573								
Zotu8919								
Zotu20110								
Zotu5234								
Zotu20357								
Zotu13587								
Zotu16605								
Zotu15373								
Zotu6944					24			
Zotu8631								
Zotu5431					1		7	
Zotu16937							3	
Zotu676	4	1	1	5	9	4	3	21
Zotu3136					2		2	1
Zotu478	3			1	3		6	27
Zotu1075					1	1		
Zotu9024								
Zotu2705				1				
Zotu2022		1	1	1	1			1
Zotu12456					1			
Zotu1499	2			1			2	1
Zotu14320								
Zotu4995			2					
Zotu1344	18	1	5	4	13	1	1	3
Zotu10380								
Zotu15468								
Zotu13831								
Zotu1447								
Zotu3094								
Zotu16934				1				
Zotu4000								
Zotu5892								
Zotu15683								
Zotu20611		1						
Zotu17801								
Zotu20584								
Zotu18287								
Zotu20193								
Zotu4345								1
Zotu8923								
Zotu5391								
Zotu19193								
Zotu19946								
Zotu14392								
Zotu10102								
Zotu13697								
Zotu14066								
Zotu11617								
Zotu5493								
Zotu4818								
Zotu14806								
Zotu7480								
Zotu8214								
Zotu14959								
Zotu5510								
Zotu6487								
Zotu16932								
Zotu2833								
Zotu2986								
Zotu7225								
Zotu11164								
Zotu11977								
Zotu16398								
Zotu6865	1							
Zotu16659								
Zotu6790								
Zotu19590			1					
Zotu7914								
Zotu5211		1						
Zotu5822	1							
Zotu5800								
Zotu14466								
Zotu9192								
Zotu2821		1				1		
Zotu5278						1		
Zotu5513				1	1			2
Zotu5614	2		1	2	4	4	1	3
Zotu17317								
Zotu8718								
Zotu5068								
Zotu17487								
Zotu12482								
Zotu1648								
Zotu2200								
Zotu13293								
Zotu3342								
Zotu10863								
Zotu12001	1							
Zotu14278								
Zotu3176								
Zotu5526		1					1	1
Zotu8731								
Zotu7876								
Zotu13481								
Zotu7861								
Zotu2129								
Zotu18747								
Zotu13073								
Zotu9535								
Zotu86		1				1	2	
Zotu16564			7					
Zotu18922			6		2			
Zotu9658								
Zotu11766								
Zotu14998								
Zotu8626								
Zotu10806								
Zotu19170							1	
Zotu1469	2	12	22	12	3		3	14
Zotu10399			1			1	2	2
Zotu9766								
Zotu15553								
Zotu11430								
Zotu11650		1						
Zotu6258							3	
Zotu16576								
Zotu7868			1		5			
Zotu16734								
Zotu7728		1		2	4			
Zotu6148		1	1		4		2	
Zotu13900		1			3			4
Zotu5256	1	3	1				1	3
Zotu14883				2				2
Zotu10044					4			
Zotu10811			2		1		2	
Zotu7391	2	1				2		
Zotu9908			2					
Zotu15813	2							
Zotu7572	1		1	1	3		2	
Zotu15041								1
Zotu18550								
Zotu7929								
Zotu19805								
Zotu8147								
Zotu5754	1			1				
Zotu13391			1					2
Zotu5857			3		16			
Zotu9727		1		1	3			2
Zotu2500	4		2				7	
Zotu7787								
Zotu2836			3	1			2	
Zotu8812		1						
Zotu7358				2	1		1	2
Zotu7720				1	2	2		
Zotu4668	3		1	3	9	2	6	
Zotu9042					1			2
Zotu19085						1		
Zotu13206			1		3	1		1
Zotu441	29	15	28	21	51	11	29	14
Zotu304	59	48	47	53	45	34	44	27
Zotu5340	1		1	2	5		4	2
Zotu11883								
Zotu1547	4	6	14	5	2	3	7	8
Zotu15785								
Zotu4579	1	3			2			
Zotu8410				1		1		
Zotu7304					1	1	1	
Zotu448	41	23	17	32	45	32	24	28
Zotu930	23	15	12	11	14	13	22	11
Zotu6423					1		1	
Zotu4920	4	5	2	4	2	5	1	1
Zotu4118	3	3	3	1	3	3	5	2
Zotu8063		2		2	1			2
Zotu13905	1		1		1	3		
Zotu19763								3
Zotu7328			1	1	1	1		1
Zotu828	19	15	25	22	39	33	21	18
Zotu6419	2	3	2	4	5	1		4
Zotu4193	1		3		3			2
Zotu16376				1				
Zotu13346			2		1			
Zotu4131	4		3	2	12	3	3	9
Zotu16350	1		1					
Zotu4104	1		3	3	2		2	1
Zotu4038					1			
Zotu18797								
Zotu5775	1				1			
Zotu5053					1			
Zotu766	9	1	3	5	7	7	4	4
Zotu14984								
Zotu11064								
Zotu19778								
Zotu9320								
Zotu10589								
Zotu19040								
Zotu11054								
Zotu13001						3		
Zotu7629					1			
Zotu1815								2
Zotu3000								
Zotu13833								
Zotu7259								
Zotu1913								
Zotu16657								
Zotu6794								
Zotu10195								
Zotu15384								
Zotu632								1
Zotu1901								
Zotu5225								
Zotu18306								
Zotu10864								
Zotu6190								
Zotu656								
Zotu9257								
Zotu3415								
Zotu18710								
Zotu8334								
Zotu17772	1							
Zotu11659								
Zotu9609								
Zotu12820								
Zotu20776								
Zotu1345								
Zotu13101								
Zotu14670								
Zotu12123								
Zotu5549								
Zotu16283								
Zotu1942						5		
Zotu5992								
Zotu9903			14	4				2
Zotu10301								
Zotu6269		1		2	2	5	4	4
Zotu5865				3				1
Zotu7271		1						
Zotu6561		1						
Zotu14704								
Zotu3535				2	4	1	3	2
Zotu4265	1	1	1			2	5	
Zotu3631				1				
Zotu12891								
Zotu6832		1					5	
Zotu10174			5				3	1
Zotu20379								
Zotu11782	1						4	
Zotu14216								
Zotu9461					1			
Zotu9709	1							
Zotu11806								
Zotu4191								
Zotu9494								2
Zotu2154					1			
Zotu16643								
Zotu3891		1	2	3			6	2
Zotu12504								
Zotu18934								
Zotu17550								
Zotu12987			3	1		1	1	
Zotu2778			1	1				
Zotu11147								
Zotu11247								
Zotu6425								
Zotu12231								
Zotu7933								
Zotu10709		1		1				
Zotu11264	2				1			
Zotu2811	7	4	2	6	1	14	4	9
Zotu16040								
Zotu4325		3	3	3	1	2	4	3
Zotu5001	2							
Zotu9983		1						
Zotu8446								
Zotu6476	1	2		2	1	2	2	
Zotu12286								
Zotu13557	1		3	2	2		2	
Zotu18053								
Zotu18557								
Zotu14616								
Zotu12757						1		
Zotu16894								
Zotu1929								5
Zotu18516					1	1		
Zotu8246								1
Zotu6055	1	2	1	1			2	
Zotu10487	4			2	1	2	1	2
Zotu12908								
Zotu16663								
Zotu9324								
Zotu11817					2			
Zotu16468	1				1		1	
Zotu3482								
Zotu14876								1
Zotu7454					2		1	
Zotu2164	5	2	5		3	4	1	4
Zotu10499							1	
Zotu5560						1		1
Zotu16167								
Zotu18415		2						
Zotu1200	4		5	1	5	5	5	1
Zotu13027				1		1		
Zotu15925					1			
Zotu13095				1				
Zotu20427								
Zotu17914								
Zotu1621	4	2		1	3	1	1	3
Zotu3142		1	2		2		1	
Zotu6053								
Zotu17324								
Zotu13817								
Zotu13362								
Zotu1337	7	3	3	9	8	4	3	2
Zotu872	14	8	5	10	20	16	15	7
Zotu1779	1	1	5	3	1		1	3
Zotu13516								
Zotu1764								
Zotu19016								
Zotu10243			35					
Zotu16554								
Zotu4611								
Zotu4225								
Zotu11637								
Zotu4285								
Zotu7775								1
Zotu8975	1							
Zotu2824								
Zotu8588								
Zotu8415								
Zotu2040								
Zotu16031								
Zotu14107			4					
Zotu3168								
Zotu15026								
Zotu12838								
Zotu4535	2	1	12	17	1		4	4
Zotu17131								
Zotu20364								
Zotu10813	3		5	1				
Zotu15742					4			
Zotu5345				1				2
Zotu4533	2			1	8		2	17
Zotu13060					10			
Zotu18511								
Zotu8549								
Zotu17492								
Zotu14451								1
Zotu18907								2
Zotu16922		1				1		
Zotu3067								
Zotu4138								
Zotu7649								
Zotu10321								
Zotu5557							26	
Zotu5588						1		
Zotu4904								
Zotu435			1			3	2	12
Zotu3385								
Zotu2938								
Zotu10627								
Zotu631	1	2	34					
Zotu3216				80				
Zotu10857								4
Zotu4112								
Zotu1673								
Zotu4490								
Zotu4400								
Zotu2656								
Zotu14542								
Zotu9255								
Zotu6740								
Zotu4311								
Zotu4669								
Zotu5807								
Zotu13693								
Zotu5253								
Zotu16972								
Zotu4664								
Zotu2261								
Zotu8250								
Zotu8248								
Zotu9491								
Zotu5410								
Zotu4301								
Zotu14527								
Zotu18063								1
Zotu13417	1							
Zotu11056	1				1			5
Zotu2983				1				
Zotu16472								
Zotu17911								
Zotu18549	1					1		
Zotu5491								
Zotu7073								
Zotu2185				3				2
Zotu18555				1		2		
Zotu13976						1		
Zotu5466	11		2	1	1		2	1
Zotu11428	3			1	1			
Zotu7737	4	2	2	2			2	1
Zotu15131			1					
Zotu17721	1		4					2
Zotu4658		1	2		1	1	1	
Zotu665	21	5	16	13	16	21	4	15
Zotu8139	1				1		2	1
Zotu5315	3		3	1	3	1		
Zotu17229					1			
Zotu918	10	6	12	5	8	9	5	5
Zotu14795								
Zotu7554					1			
Zotu1716	9	1	5	2	5	3	6	5
Zotu2543	6	10		1	3	5	2	5
Zotu20651			1		1	1		
Zotu1840	5	17	5	8	2		4	2
Zotu13907							1	1
Zotu7735		6	1			1		1
Zotu9581		2	2	2			1	
Zotu8655	1	1	1				1	
Zotu17516			1					
Zotu6856			1	1	2	2	1	
Zotu15376		1		1				
Zotu9779				1	2			
Zotu3814	1		3	1	1	2	1	7
Zotu16204					1			2
Zotu8844								
Zotu862	2	2	1	1		1		1
Zotu5900								
Zotu20457	3							
Zotu13024								
Zotu13168	3					1		
Zotu1358		1		1	1	2		1
Zotu5166								
Zotu2411								1
Zotu1641	1	3	4		2	2		3
Zotu4264				1	1	1		
Zotu3686								
Zotu6725								
Zotu8670		1						
Zotu2586	1	2	2	2	2	1	3	
Zotu5365								
Zotu5058			3	1	1	1	3	
Zotu11941								
Zotu16163	1							
Zotu87	2			1	5			
Zotu194	1			1			1	
Zotu655								
Zotu16834								
Zotu1493								
Zotu484								
Zotu855								
Zotu10362								
Zotu14594								
Zotu18706								
Zotu10317						2	1	
Zotu13218								
Zotu2762		1		1				
Zotu11031								
Zotu16382								
Zotu8301					1		2	1
Zotu10563					1			
Zotu7188		2						
Zotu18151								
Zotu4202	1			2	2		1	1
Zotu10737					3			1
Zotu17008								1
Zotu9323	3			1	3			
Zotu15238				1	1	1		
Zotu12588								
Zotu10115					1			
Zotu11194								
Zotu13628								
Zotu6114	3				2	1	1	
Zotu294	2		7				4	
Zotu4613								
Zotu379								
Zotu253								
Zotu1125								
Zotu8790								
Zotu14858								
Zotu74					1		1	
Zotu161				3				
Zotu643								
Zotu7022								
Zotu4110								
Zotu782								
Zotu2316								
Zotu2305				1				
Zotu7141								
Zotu264								
Zotu11219								
Zotu14759								
Zotu1003								
Zotu1095	1	1	1	3	1	2	1	6
Zotu4054	4				1		12	
Zotu153	1	1		18	1		3	
Zotu279		1		1	7	1	1	2
Zotu150	2	7	5	17	9		47	9
Zotu9804								
Zotu11947								
Zotu20619								
Zotu12568								
Zotu12560								
Zotu9455								
Zotu14634								
Zotu20414			1					
Zotu10925				1				
Zotu6355								
Zotu13288				1				
Zotu16903								
Zotu795	10	12	6	3	8	7	7	12
Zotu8696								
Zotu1020	5	8	3	6	15	9	9	10
Zotu1907	2	8	1	4	8		3	2
Zotu15734								
Zotu13311								
Zotu7860				1				
Zotu9398					3			
Zotu8528								
Zotu3783								
Zotu4712				3	1			
Zotu6709		3		2				1
Zotu10462							1	
Zotu15109			5	1			1	3
Zotu16348								
Zotu16200				1			1	
Zotu18709		4	9	4	3	3	1	3
Zotu1729	3	1		3	2	1	1	1
Zotu1445	1			2	2	1	2	
Zotu4299								
Zotu2570			3	1	1	1	1	
Zotu10862								
Zotu15859								
Zotu447	14	13	7	15	10	8	19	10
Zotu8309	2						1	
Zotu2661		4	1	4	8	2		3
Zotu1385	2	3	7	6	8	2	6	2
Zotu3639	1	1		1	1	1		1
Zotu1903	3	5	1	6	9	1	2	1
Zotu2083		4	1	4	6	1	1	3
Zotu1539	5	8	1	6	6	1	4	6
Zotu17389					1			
Zotu7422		1				1	1	
Zotu1071	1			3	6		2	
Zotu1584		1	7	1	2	1		3
Zotu806	7	11	8	9	9	2	3	6
Zotu8877								
Zotu4865	1	2	2	4	1	1	2	2
Zotu5445	4	1			1		1	
Zotu7428	1	2		2	2			
Zotu1408	6	3	7	3	7	2	6	2
Zotu6303	5	1	3		2			2
Zotu5508			1	2	2	1	3	3
Zotu13737					1			
Zotu3929		1	3	2			2	1
Zotu957	2	4	31	5	14	2	4	3
Zotu7028		1						
Zotu1169								
Zotu1196							3	
Zotu1049	8	4	101	14	15	8	8	4
Zotu2712	2		38	1	8	8	5	7
Zotu418	2	4	8	4	4	1	2	26
Zotu5484			1					1
Zotu5261			1	7	3			1
Zotu13772								
Zotu1328		3	9	3	14			33
Zotu7313			2					1
Zotu3502			2	2	1		4	3
Zotu3123		4	130	13		1	7	5
Zotu8817								
Zotu18727								
Zotu14166	3				2			
Zotu1174								
Zotu6429							9	
Zotu3945	2	6	3		2		3	4
Zotu1086	2	5	5	4	8	3	5	6
Zotu275	12	73	6	28	44	10	5	72
Zotu11189				1	2			
Zotu19424								
Zotu3752								
Zotu10882								
Zotu11322								
Zotu13533								
Zotu7327	1	3		1				1
Zotu9641								
Zotu10082								
Zotu11240	1			1				
Zotu2579		2	5	6	4	1	2	1
Zotu8777								
Zotu1263					1	3		
Zotu552	1		1	6	8	5	1	2
Zotu454	2	3	5	9	9	4	6	7
Zotu2915	1	6	2	1	5	6		2
Zotu949	2	5	5	20	3			
Zotu2981								
Zotu1183	1	2	2	1	2	4	4	2
Zotu4114								
Zotu1593	2			2				
Zotu19949								
Zotu1865	1							
Zotu6360								
Zotu5766		1						
Zotu17041	2	2	1	6				1
Zotu6354				1			4	
Zotu20599								
Zotu11254								
Zotu19244								
Zotu2501								
Zotu3745								
Zotu4545								
Zotu7950								
Zotu10375								
Zotu15842		1						3
Zotu15867		1	1					
Zotu11390								
Zotu17307					1			
Zotu19974					1			
Zotu8908								
Zotu2195				1	3			
Zotu20354					1			1
Zotu12078	2							1
Zotu13868								
Zotu14573								
Zotu13871			1		2		1	1
Zotu9052								
Zotu6678								
Zotu17653								
Zotu3153	3		1		3		5	
Zotu4981			1	1	8	2		
Zotu5065			5	2	8	1		1
Zotu15185								
Zotu2587	1		3	5	2		1	7
Zotu8994								
Zotu7161								
Zotu11998								
Zotu16950								
Zotu12263								
Zotu12293								
Zotu10489								
Zotu5398			1					
Zotu15044								
Zotu4959								
Zotu12945								
Zotu3141			3		4		4	
Zotu16988								
Zotu17212								
Zotu18999								
Zotu17356								
Zotu16662					1			3
Zotu17591				1				2
Zotu15909								
Zotu6038								
Zotu4723								
Zotu3974		1						
Zotu8322								
Zotu12919								
Zotu19712								
Zotu11018								
Zotu13785								
Zotu20112								
Zotu7344								
Zotu17830							4	
Zotu2683	2	5	5	20	2	10	19	3
Zotu9640								
Zotu1225								
Zotu1031					1			
Zotu2651						2		
Zotu661	8	21	11	9	1	13	16	36
Zotu10854								
Zotu19357			2	1			1	
Zotu14167								
Zotu12274								
Zotu13744								
Zotu6361	1		2	1	1		2	
Zotu20295							1	
Zotu17240								
Zotu6154					1			1
Zotu16392						2		
Zotu16315	1			2		1		
Zotu17637								
Zotu19797								
Zotu11159		1			1			
Zotu15008								
Zotu3991			2		1			
Zotu10454	1	2	3					
Zotu2911				2	1			
Zotu2059		1			1			
Zotu14785			2					
Zotu8470							1	2
Zotu12412								
Zotu9430		1					1	
Zotu12250				1			1	
Zotu13607		1			2			
Zotu12415								
Zotu17729								
Zotu3797								
Zotu16207								
Zotu14517								
Zotu20747			1	2			3	
Zotu6978								
Zotu15529			1					
Zotu15850								
Zotu17577								
Zotu16920					9			
Zotu10551			1					1
Zotu6152		3						1
Zotu18174								
Zotu12834							3	
Zotu3096		2						
Zotu17198								
Zotu14678								
Zotu16077								
Zotu8569								
Zotu20288								
Zotu14633								
Zotu17948								
Zotu11997								
Zotu19593								1
Zotu8753								
Zotu17232		1						
Zotu3350	47		11					1
Zotu14565								
Zotu6868								
Zotu14024								
Zotu1875	2	1		1	1			
Zotu18833								
Zotu8574								
Zotu9081								
Zotu4586								
Zotu3774								
Zotu12325								
Zotu8619					2			
Zotu17054			2					
Zotu19985								
Zotu7408								
Zotu19410								
Zotu11708			2					
Zotu16092								
Zotu18275								
Zotu16159	2	1						1
Zotu18203								
Zotu16522								
Zotu17561					1			
Zotu16703								
Zotu5881								
Zotu18631						1		
Zotu14598		1			1		2	
Zotu18068	3							
Zotu12128								
Zotu3103	5	3		2			1	6
Zotu9582								
Zotu13063								
Zotu18142								
Zotu20761								
Zotu1061			1	1		3		
Zotu3015			1					
Zotu18617								
Zotu14089		1						
Zotu19010								
Zotu8170								
Zotu1623					6		1	
Zotu12253								
Zotu10008	1		1	1		2		1
Zotu16456								
Zotu18564								
Zotu20061								
Zotu19646								
Zotu20421								
Zotu14907								
Zotu12079								
Zotu12377								
Zotu9957								
Zotu20719						1		
Zotu15403								
Zotu20589								
Zotu15204		1		2				
Zotu14807		1						
Zotu19500								
Zotu3203	2	1	1					2
Zotu14831				1		1		
Zotu16103								
Zotu16089		3	1					
Zotu19279				1		2		
Zotu19717								
Zotu14175								
Zotu10427								
Zotu5010				1				
Zotu16203					4			
Zotu9514								
Zotu14950								
Zotu12014								
Zotu3429	1	2						
Zotu14281			1		1			
Zotu16225								
Zotu16495								
Zotu15484								
Zotu19098								
Zotu13563								
Zotu14345							1	
Zotu10520								
Zotu14671								
Zotu15626								
Zotu14343								
Zotu17201								
Zotu12161		1						1
Zotu20717								
Zotu14708								
Zotu17906								
Zotu18830								
Zotu2876								
Zotu15147								
Zotu19062								
Zotu19245					1			
Zotu5685						1		
Zotu14433								
Zotu15031								3
Zotu20257	3		1					
Zotu2350	1				1			
Zotu9297				3				
Zotu19280			1					1
Zotu17447								
Zotu18785								
Zotu11104								1
Zotu15664								
Zotu17422								
Zotu19082								
Zotu10659							1	
Zotu6418								4
Zotu17218		1					2	
Zotu20202				1				
Zotu15402								
Zotu19650								
Zotu18084								
Zotu12041	2							
Zotu12493								
Zotu19857								
Zotu17858								
Zotu19991								
Zotu20066			1					
Zotu9787		2			3			
Zotu14964								1
Zotu12023								
Zotu15223								
Zotu18194								
Zotu11301	1		3					
Zotu17017		1		1		1	1	1
Zotu2979	4		7		2	5	3	6
Zotu8904				1				
Zotu16929								
Zotu18204								
Zotu20643								
Zotu9788								
Zotu19263			2					
Zotu9106	1				1			
Zotu13254							1	
Zotu14341					1			
Zotu20248								
Zotu2153								
Zotu5435				3				
Zotu13445								
Zotu17813								
Zotu6451					2	1		
Zotu11133			1		3	1		3
Zotu16556	1							
Zotu4727		4		2		1		1
Zotu19886								
Zotu12045	1	1			1			
Zotu19159								
Zotu19762					1			
Zotu7686	2			1				
Zotu10679	3							
Zotu6432		1	2	6	1			
Zotu20083								
Zotu12501							1	2
Zotu13275								
Zotu16033					1			
Zotu13621								
Zotu17083								
Zotu19327	1							
Zotu10133	3							
Zotu10447	1						1	
Zotu17643		1				1		2
Zotu20535							2	
Zotu10119								1
Zotu13555								
Zotu6233	1	27		2			1	4
Zotu12004								2
Zotu8930					1			
Zotu13791				1				
Zotu19626			1					
Zotu20097	1							
Zotu19525	1	1			1			
Zotu16171								
Zotu18325								
Zotu11726								1
Zotu17927								1
Zotu15025								
Zotu19289								
Zotu11499								
Zotu19061								
Zotu14179	2				1			
Zotu18652			1		1			
Zotu4859								
Zotu13941					1			
Zotu18320								
Zotu13942				1				
Zotu9587					1	1		
Zotu20602		2						
Zotu16183								
Zotu6155								
Zotu3026								
Zotu9862					2	1		2
Zotu20734								
Zotu12071								
Zotu14536				1				
Zotu1527	4	4	1	8	3	2	2	
Zotu10339					1			
Zotu11862				1				
Zotu11891								3
Zotu20844				1				
Zotu20136							1	
Zotu20461								
Zotu15809		1				1		
Zotu19636								
Zotu3744								
Zotu17946								
Zotu9028	6	1					1	
Zotu14365								
Zotu5011								
Zotu14264								
Zotu8725			1	5			3	
Zotu14830								
Zotu11753	1					1		2
Zotu12469								
Zotu19582								
Zotu10289								
Zotu2802								
Zotu13043						1	2	
Zotu15442								
Zotu797	2		1	1	2			
Zotu1954								
Zotu5363								
Zotu6784					2			
Zotu8942								
Zotu11801								
Zotu9996	1	1			1			
Zotu4783	2		4	1	5	1	4	3
Zotu11255	3		1			2	3	
Zotu9293		2		1		1		
Zotu19693					1			
Zotu4610	2	1		1	3	2	3	2
Zotu12573		1						1
Zotu3222								
Zotu2307	2		3	1	1	6		2
Zotu2342	2			1	1	2		
Zotu8981								
Zotu6103		1						2
Zotu11457								
Zotu16804					1	1		
Zotu5005		2			1			
Zotu8161			1		1	1		1
Zotu18547								
Zotu18749					2			
Zotu16266								
Zotu6708	1			19	3	3		
Zotu9450		1						
Zotu11138								
Zotu18846						1		
Zotu7856		1	1	1	1	8		
Zotu9207			3					
Zotu9783		1	2				1	
Zotu12200								
Zotu15832				1		1	1	1
Zotu6824		2		1			1	4
Zotu5835						1		2
Zotu7718								
Zotu20455	5						1	
Zotu19677				1				
Zotu5984	1					3	1	1
Zotu146	69	85	70	56	50	76	50	59
Zotu561	18	9	2	11	7	23	9	15
Zotu249	24	24	28	25	11	18	19	20
Zotu480	8	6	6	6	4	8	4	6
Zotu1341	2	4	4	5	3	7	7	6
Zotu1062		3	3	4	1	3	5	7
Zotu5189	2	3	6	1	5	2	3	1
Zotu3678	3	1	5	5	5	3	2	
Zotu10664	1	1		1	1			1
Zotu17894	5	2	2	4	1	3	3	4
Zotu17847						1		
Zotu4683								
Zotu18693								
Zotu6145								
Zotu11802								
Zotu18042								
Zotu10472								
Zotu5562								
Zotu2738				2				
Zotu2358	2	1	1	1	2	4	1	2
Zotu7389						1		1
Zotu1103		1		5	5	3		8
Zotu2067	2	2	2	2	1	8	1	2
Zotu3368	5	8			4	4		1
Zotu13733		1						1
Zotu3626	2		4	4		5	1	5
Zotu12141	1		1	1			1	2
Zotu5290					1	5		
Zotu1151	2	1				3	1	
Zotu3685								
Zotu2462	4	1	1		1	1	2	1
Zotu10177								
Zotu3394	11	3	7	6	6	5	1	3
Zotu6747	1	2	1	2	1	1		1
Zotu20450								
Zotu3573	1		3	1	1		1	1
Zotu14755			2		1	1	2	3
Zotu17714								
Zotu1135	2		1		1	1		
Zotu8060	1		1				1	1
Zotu5873						1	3	
Zotu4742		2				1		
Zotu11592								
Zotu16940	1			1	1	1		1
Zotu12792								
Zotu3693					2			1
Zotu6406			1					
Zotu15621								
Zotu2169		4						
Zotu2720	2	1		1		1		3
Zotu6007	2		2		1	1		
Zotu20658		1	1					
Zotu17977								
Zotu19363	2		2	1			1	1
Zotu13453	1							4
Zotu6793	1				1	1		4
Zotu10471	1	4		3	3			
Zotu3478								
Zotu5773			1					
Zotu20368				2				
Zotu16090								
Zotu12866								
Zotu9780					1	2	2	
Zotu19786						1		3
Zotu6102		1	1	6	2	3	2	
Zotu8141		2	3	3		6		3
Zotu19323				1		1		
Zotu9032	1			3		1	1	
Zotu16567				1	1			1
Zotu6749	1	3	1					
Zotu17654				1		1		1
Zotu9119			1					
Zotu562	6	5	6	7	1	5	3	2
Zotu9272								
Zotu888	31	20	36	23	21	29	23	8
Zotu12470		1		1		1		
Zotu4566	1	2						6
Zotu8524				2				
Zotu5207		1		1	3		2	
Zotu11473								
Zotu15027								
Zotu449								
Zotu1531						2		
Zotu672	1	2	1	2	3	1		2
Zotu12848								
Zotu1587			2		2	5	2	4
Zotu12533								
Zotu2397								
Zotu4365								
Zotu7992		1						1
Zotu17411								
Zotu5829								
Zotu5602								
Zotu145					1			
Zotu4993								
Zotu6557								
Zotu14128								
Zotu7475							1	
Zotu17106								
Zotu13617								
Zotu18393								1
Zotu14793				1	3			
Zotu19162								
Zotu8755								
Zotu16289								
Zotu16129								
Zotu16565					1		1	
Zotu12678								12
Zotu11611		4		2	1		2	2
Zotu5414			4					3
Zotu2027	4	2	5	5	5	6	2	4
Zotu20499								
Zotu1748	3	6	4	2	14	5	4	3
Zotu322	13	16	20	17	38	13	14	26
Zotu280	17	25	40	26	66	22	26	16
Zotu290	27	15	56	16	68	22	31	27
Zotu14054						2	1	
Zotu3487	1		4	2	1	1	1	2
Zotu810	2	3	16	15	10	5	11	8
Zotu1139	4	3	11	4	12	4	6	5
Zotu1656	1	6	3	5	7	7	8	6
Zotu7137	1	2	1				1	
Zotu1686	1	6		2	3		6	14
Zotu1864	1	4	1	3	1	1	1	6
Zotu9143				3	4	1	2	1
Zotu3053			1	3	5	1	1	3
Zotu6315		1	1	1	1			
Zotu9253		1	1				3	
Zotu3546		2	1	4	2	1	1	3
Zotu5235								
Zotu6310				1	1			
Zotu15047								
Zotu10700	1							
Zotu7709								1
Zotu12800							1	
Zotu15567								
Zotu7412				1	2			
Zotu16237								
Zotu6489					3		1	
Zotu8579	1							2
Zotu16277		2			1			
Zotu14062			2					
Zotu11192								
Zotu13342		1						
Zotu8435				1				
Zotu9551						2		
Zotu1138	1	8	8	3	4	2	8	1
Zotu16319						2		
Zotu10201		3					1	3
Zotu13876		2	1			1		1
Zotu7453		1						
Zotu3892	1	1	1	1	1	4	6	6
Zotu8592								
Zotu14675							3	
Zotu17976								
Zotu6880								
Zotu2472								
Zotu16778								
Zotu19940								
Zotu11026								
Zotu2673								
Zotu6555								
Zotu12525								
Zotu3028	2		1	2	1	1		1
Zotu17958	1			1			1	
Zotu20047								
Zotu4752	2	2	4	1	3	3	2	2
Zotu2708	5	4	5	4	4	3	7	
Zotu545	29	27	24	21	16	38	16	17
Zotu6183								1
Zotu9731	1	1		1	1			
Zotu1850	3	3			3	5	3	1
Zotu17454								
Zotu17804	1							
Zotu18737								
Zotu18812								
Zotu4945	2	2	1			2		1
Zotu14022	1			1				
Zotu15533					2			
Zotu18808	2	1		1	1	1		1
Zotu6811				2	1			
Zotu4132		2	5	3	2	3	2	4
Zotu7983	3	3	1		1	4	1	2
Zotu2245		1						
Zotu4704	3	2	3	3	3	7	5	10
Zotu14123								1
Zotu8927		1	1		1	1	2	2
Zotu16305	1		1			1	3	3
Zotu10553				2		2		1
Zotu15071						1	1	
Zotu13013	1	2				1	1	
Zotu12479								
Zotu14789								
Zotu3382								
Zotu5834								
Zotu5331								
Zotu8620								
Zotu997								2
Zotu1262								
Zotu2046								
Zotu8177								
Zotu4274								
Zotu3764								
Zotu929								
Zotu6636								
Zotu6651								
Zotu6948								
Zotu14379								
Zotu15784								
Zotu15161								
Zotu7615								
Zotu6800								
Zotu19169								
